Protein,Len,NO,NO,NO,OO,OO,OO,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown,DEFLINE,Uniprot
m.5753,396,16,2,9,9,10,11,0.345,1.3035,0.000024,0,0.687193,Alpha-N-acetylglucosaminidase OS=Homo sapiens GN=NAGLU PE=1 SV=2,P54802
m.5478,219,0,1,0,0,0,0,0.24,0.2668,0.993389,0.452549,0.657809,Delta-1-pyrroline-5-carboxylate synthase OS=Homo sapiens GN=ALDH18A1 PE=1 SV=2,P54886
m.12895,388,3,2,0,1,0,0,-0.547,-0.7208,0.000796,0.626381,0.000031,[Protein ADP-ribosylarginine] hydrolase OS=Mus musculus GN=Adprh PE=2 SV=1,P54923
m.21023,149,6,4,7,6,6,6,0.276,0.8387,0.11937,0.003997,0.729939,Allograft inflammatory factor 1 OS=Homo sapiens GN=AIF1 PE=1 SV=1,P55008
m.4023,352,2,0,5,2,2,2,-0.084,-0.1452,0.820109,0.6594,0.133417,Neurocan core protein OS=Rattus norvegicus GN=Ncan PE=1 SV=1,P55067
m.816,328,0,0,1,0,0,0,0.156,0.1748,1,0.540598,0.579455,Zinc metalloproteinase nas-4 OS=Caenorhabditis elegans GN=nas-4 PE=2 SV=4,P55112
m.24356,255,8,0,4,2,0,0,-1.055,-1.713,0,0.586369,0,Zinc metalloproteinase nas-15 OS=Caenorhabditis elegans GN=nas-15 PE=2 SV=2,P55115
m.29431,334,1,0,0,0,0,0,0.128,0.1498,1,0.559498,0.552016,Zinc metalloproteinase nas-15 OS=Caenorhabditis elegans GN=nas-15 PE=2 SV=2,P55115
m.25727,713,1,1,0,3,1,3,1.196,1.5946,0,0,0.664681,Afadin OS=Homo sapiens GN=MLLT4 PE=1 SV=3,P55196
m.34189,296,28,27,30,26,22,22,0.043,0.2823,0.991886,0.434952,0.667775,Adenosine kinase OS=Mus musculus GN=Adk PE=1 SV=2,P55264
m.34991,288,17,11,6,16,18,14,0.587,2.7089,0,0,0.60553,Uncharacterized protein y4mH OS=Rhizobium sp. (strain NGR234) GN=NGR_a02510 PE=4 SV=1,P55567
m.8342,908,113,117,82,87,87,83,0.042,0.5301,0.879281,0.127034,0.743017,Puromycin-sensitive aminopeptidase OS=Homo sapiens GN=NPEPPS PE=1 SV=2,P55786
m.5486,109,2,1,1,5,3,5,1.54,2.6561,0,0,0.607391,40S ribosomal protein S27 OS=Homarus americanus GN=RPS27 PE=3 SV=2,P55833
m.14543,392,37,21,34,6,0,3,-2.004,-5.8423,0,0.559407,0,Cystathionine gamma-synthase OS=Helicobacter pylori (strain ATCC 700392 / 26695) GN=metB PE=1 SV=1,P56069
m.14343,392,0,0,1,1,0,1,0.165,0.1992,1,0.520078,0.603647,"POU domain, class 3, transcription factor 3-A OS=Danio rerio GN=pou3f3a PE=2 SV=2",P56224
m.362,112,1,1,0,1,0,1,0.169,0.1877,1,0.530008,0.59256,AP-1 complex subunit sigma-2 OS=Homo sapiens GN=AP1S2 PE=1 SV=1,P56377
m.3689,731,6,3,6,7,10,6,0.69,1.9748,0,0,0.639471,Ubiquitin carboxyl-terminal hydrolase 5 OS=Mus musculus GN=Usp5 PE=1 SV=1,P56399
m.15166,611,0,11,10,8,6,5,0.083,0.26,0.99408,0.460033,0.653165,Histone deacetylase 1 OS=Gallus gallus GN=HDAC1 PE=2 SV=1,P56517
m.31958,263,8,5,6,7,10,11,0.633,2.1584,0,0,0.629197,"ES1 protein homolog, mitochondrial OS=Rattus norvegicus PE=1 SV=2",P56571
m.1583,327,23,28,26,28,23,22,0.177,1.0496,0.004726,0.000118,0.709704,Phosphoenolpyruvate phosphomutase OS=Mytilus edulis PE=1 SV=3,P56839
m.509,300,1,0,0,1,0,1,0.283,0.3226,0.987687,0.386005,0.689982,Syntaxin-17 OS=Homo sapiens GN=STX17 PE=1 SV=2,P56962
m.21911,295,0,0,0,1,1,0,0.229,0.2658,0.99355,0.453659,0.657137,Coronin-7 OS=Homo sapiens GN=CORO7 PE=1 SV=2,P57737
m.22850,470,2,3,2,7,6,6,1.258,2.8865,0,0,0.599799,Coronin-7 OS=Homo sapiens GN=CORO7 PE=1 SV=2,P57737
m.7348,315,52,24,31,71,75,72,0.939,7.8286,0,0,0.558033,Zonadhesin (Fragment) OS=Oryctolagus cuniculus GN=ZAN PE=2 SV=2,P57999
m.15142,273,0,0,0,2,0,0,0.428,0.5572,0.836452,0.10221,0.744651,Isopentenyl-diphosphate Delta-isomerase 1 OS=Mus musculus GN=Idi1 PE=2 SV=1,P58044
m.11523,224,1,0,0,2,0,0,0.445,0.5824,0.786535,0.082204,0.745418,Vesicle transport through interaction with t-SNAREs homolog 1B OS=Rattus norvegicus GN=Vti1b PE=1 SV=2,P58200
m.5892,125,32,26,22,21,21,22,0.01,0.0584,1,0.611947,0.429784,60S ribosomal protein L30 OS=Branchiostoma belcheri GN=RPL30 PE=3 SV=1,P58374
m.8939,146,18,21,18,20,21,17,0.255,1.3555,0.000007,0,0.68293,Myotrophin OS=Homo sapiens GN=MTPN PE=1 SV=2,P58546
m.2821,497,0,0,0,1,2,3,0.991,1.2536,0.000074,0.000002,0.691405,Vacuolar protein sorting-associated protein 18 homolog OS=Danio rerio GN=vps18 PE=2 SV=2,P59015
m.38037,198,15,38,16,24,26,27,0.352,2.2531,0,0,0.624375,Peptidyl-prolyl cis-trans isomerase FKBP14 OS=Mus musculus GN=Fkbp14 PE=2 SV=1,P59024
m.33777,375,2,0,0,0,0,0,-0.127,-0.1498,0.809402,0.659673,0.128453,Nucleoporin Nup43 OS=Mus musculus GN=Nup43 PE=2 SV=2,P59235
m.2752,168,53,42,77,34,42,41,-0.155,-1.2438,0,0.600356,0,Actin-related protein 2/3 complex subunit 4 OS=Mus musculus GN=Arpc4 PE=1 SV=3,P59999
m.22447,261,3,1,11,8,5,3,0.287,0.7928,0.201151,0.00762,0.734276,RuvB-like 1 OS=Rattus norvegicus GN=Ruvbl1 PE=1 SV=1,P60123
m.96,182,1,3,3,1,1,1,-0.695,-0.9295,0.000009,0.614281,0,DAZ-associated protein 2 OS=Rattus norvegicus GN=Dazap2 PE=3 SV=1,P60486
m.20992,502,0,1,0,1,0,0,0.216,0.2667,0.993406,0.45266,0.657742,ATP-binding cassette sub-family E member 1 OS=Mus musculus GN=Abce1 PE=2 SV=1,P61222
m.23681,182,0,0,0,2,1,0,0.516,0.656,0.590348,0.039989,0.7443,Ras-related protein Rap-2b OS=Rattus norvegicus GN=Rap2b PE=2 SV=1,P61227
m.25768,299,1,0,0,0,1,0,0.205,0.2472,0.995222,0.473709,0.643959,Syntaxin-1B OS=Ovis aries GN=STX1B PE=2 SV=1,P61268
m.4988,204,5,2,0,2,1,2,-0.318,-0.528,0.022546,0.640529,0.001116,60S ribosomal protein L15 OS=Rattus norvegicus GN=Rpl15 PE=1 SV=2,P61314
m.8924,116,6,6,5,5,6,6,0.246,0.7145,0.408244,0.020678,0.740847,60S ribosomal protein L27 OS=Rattus norvegicus GN=Rpl27 PE=2 SV=2,P61354
m.12796,156,14,16,6,10,10,11,0.081,0.3191,0.988186,0.39042,0.688253,Epididymal secretory protein E1 OS=Pan troglodytes GN=NPC2 PE=2 SV=1,P61917
m.36235,154,9,10,0,5,6,4,-0.029,-0.0874,0.92468,0.653529,0.205522,Epididymal secretory protein E1 OS=Pan troglodytes GN=NPC2 PE=2 SV=1,P61917
m.25352,151,0,0,1,1,0,1,0.161,0.1841,1,0.533022,0.588974,Calmodulin OS=Xenopus laevis GN=calm1 PE=1 SV=2,P62155
m.1060,147,2,4,1,4,8,5,1.204,2.5481,0,0,0.611442,Calmodulin OS=Renilla reniformis PE=1 SV=2,P62184
m.449,162,15,12,23,22,26,23,0.584,3.0369,0,0,0.595472,40S ribosomal protein S14 OS=Mus musculus GN=Rps14 PE=2 SV=3,P62264
m.9021,106,1,1,2,5,6,6,1.802,2.9919,0,0,0.59672,U6 snRNA-associated Sm-like protein LSm3 OS=Mus musculus GN=Lsm3 PE=3 SV=2,P62311
m.36305,120,9,0,2,10,7,5,0.858,2.453,0,0,0.615293,Small nuclear ribonucleoprotein Sm D1 OS=Mus musculus GN=Snrpd1 PE=2 SV=1,P62315
m.11786,188,4,0,0,9,7,5,1.569,3.1089,0,0,0.593563,Small nuclear ribonucleoprotein Sm D3 OS=Xenopus laevis GN=snrpd3 PE=2 SV=1,P62323
m.6185,175,3,1,1,2,2,2,0.478,0.739,0.335677,0.015344,0.738964,ADP-ribosylation factor 6 OS=Rattus norvegicus GN=Arf6 PE=1 SV=2,P62332
m.14756,396,12,16,10,12,13,11,0.186,0.7629,0.271054,0.011329,0.736957,26S protease regulatory subunit 10B OS=Spermophilus tridecemlineatus GN=PSMC6 PE=2 SV=1,P62335
m.10713,218,20,23,25,29,29,26,0.442,2.7433,0,0,0.604359,Ras-related protein Rab-11A OS=Rattus norvegicus GN=Rab11a PE=1 SV=3,P62494
m.12813,219,4,4,4,0,0,0,-1.294,-1.8924,0,0.582729,0,Ras-related protein Rab-11A OS=Rattus norvegicus GN=Rab11a PE=1 SV=3,P62494
m.19535,181,3,6,5,6,6,6,0.504,1.3065,0.000022,0,0.686944,AP-2 complex subunit sigma OS=Rattus norvegicus GN=Ap2s1 PE=2 SV=1,P62744
m.8875,267,28,13,19,23,20,22,0.317,1.7809,0,0,0.65166,40S ribosomal protein S6 OS=Rattus norvegicus GN=Rps6 PE=1 SV=1,P62755
m.31712,115,20,4,17,34,32,32,1.103,5.9062,0,0,0.561501,60S ribosomal protein L23 OS=Rattus norvegicus GN=Rpl23 PE=2 SV=1,P62832
m.307,487,102,34,0,23,0,0,-1.474,-6.6768,0,0.558578,0,Polyubiquitin OS=Cricetulus griseus PE=2 SV=2,P62976
m.20930,647,128,109,125,107,111,103,0.114,1.5452,0,0,0.668307,Heat shock cognate 71 kDa protein OS=Rattus norvegicus GN=Hspa8 PE=1 SV=1,P63018
m.8917,676,236,140,217,175,177,172,0.124,2.1173,0,0,0.631394,Heat shock cognate 71 kDa protein OS=Rattus norvegicus GN=Hspa8 PE=1 SV=1,P63018
m.12970,372,18,22,16,12,10,15,-0.186,-0.8451,0.00006,0.618824,0.000002,Mitogen-activated protein kinase 1 OS=Rattus norvegicus GN=Mapk1 PE=1 SV=3,P63086
m.15573,170,6,5,2,6,6,4,0.426,1.1193,0.001264,0.00003,0.703283,Calcineurin subunit B type 1 OS=Rattus norvegicus GN=Ppp3r1 PE=1 SV=2,P63100
m.4379,145,2,0,0,1,0,0,-0.139,-0.1731,0.751137,0.660677,0.105173,Dynein light chain Tctex-type 1 OS=Homo sapiens GN=DYNLT1 PE=1 SV=1,P63172
m.532,113,16,20,21,21,20,22,0.346,1.8035,0,0,0.650164,40S ribosomal protein S21 OS=Sus scrofa GN=RPS21 PE=3 SV=1,P63221
m.4923,315,41,68,30,28,26,29,-0.277,-2.0874,0,0.579428,0,Guanine nucleotide-binding protein subunit beta-2-like 1 OS=Rattus norvegicus GN=Gnb2l1 PE=1 SV=3,P63245
m.17435,484,49,51,59,47,44,42,0.055,0.4696,0.941665,0.193806,0.735796,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Rattus norvegicus GN=Ppp3ca PE=1 SV=1,P63329
m.17617,269,1,0,0,0,0,0,0.171,0.2059,0.999873,0.51408,0.60985,Uncharacterized methyltransferase Mb3374 OS=Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97) GN=Mb3374 PE=3 SV=1,P65349
m.6756,433,2,1,2,0,0,0,-0.382,-0.5075,0.030704,0.642184,0.00156,Transmembrane protease serine 9 OS=Rattus norvegicus GN=Tmprss9 PE=3 SV=1,P69526
m.37833,126,61,35,69,25,24,20,-0.637,-4.4965,0,0.562684,0,Nucleoside diphosphate kinase A1 OS=Xenopus laevis PE=2 SV=1,P70010
m.27605,263,5,7,4,3,3,4,-0.241,-0.5823,0.009514,0.636259,0.000441,Proteasome subunit beta type-7 OS=Mus musculus GN=Psmb7 PE=1 SV=1,P70195
m.33343,126,2,2,2,0,0,1,-0.583,-0.763,0.000345,0.623685,0.000013,Signal transducing adapter molecule 1 OS=Mus musculus GN=Stam PE=2 SV=3,P70297
m.8594,352,40,36,40,8,10,10,-1.212,-5.7144,0,0.559667,0,CUB and zona pellucida-like domain-containing protein 1 OS=Mus musculus GN=Cuzd1 PE=2 SV=2,P70412
m.8900,399,137,107,159,74,79,76,-0.331,-4.0724,0,0.563935,0,CUB and zona pellucida-like domain-containing protein 1 OS=Mus musculus GN=Cuzd1 PE=2 SV=2,P70412
m.6659,223,0,6,0,0,0,0,-0.824,-1.1561,0,0.603826,0,Lactadherin OS=Rattus norvegicus GN=Mfge8 PE=2 SV=1,P70490
m.19708,361,5,1,3,7,9,7,1.171,2.896,0,0,0.599512,Mitogen-activated protein kinase 14 OS=Rattus norvegicus GN=Mapk14 PE=2 SV=3,P70618
m.22358,156,3,1,11,0,0,0,-1.505,-2.3697,0,0.575422,0,Sialate O-acetylesterase OS=Mus musculus GN=Siae PE=2 SV=3,P70665
m.1346,158,54,26,26,39,34,37,0.266,2.0305,0,0,0.636229,Universal stress protein Slr1101 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=slr1101 PE=3 SV=1,P72745
m.26036,157,0,0,2,0,0,0,-0.114,-0.1464,0.817297,0.659474,0.13211,Universal stress protein Slr1101 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=slr1101 PE=3 SV=1,P72745
m.32635,153,3,2,4,4,5,4,0.642,1.3994,0.000002,0,0.679427,Universal stress protein Slr1101 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=slr1101 PE=3 SV=1,P72745
m.3760,164,4,2,2,5,4,6,0.86,1.8831,0,0,0.645055,Universal stress protein Slr1101 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=slr1101 PE=3 SV=1,P72745
m.21939,120,3,7,1,0,0,1,-1.17,-1.631,0,0.588304,0,Universal stress protein Sll1388 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=sll1388 PE=3 SV=1,P74148
m.36658,156,19,6,12,14,17,13,0.418,1.8133,0,0,0.649522,Universal stress protein Sll1388 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=sll1388 PE=3 SV=1,P74148
m.5106,408,0,0,0,0,0,1,0.196,0.2178,0.998579,0.503045,0.620397,Contactin-associated protein 1 OS=Homo sapiens GN=CNTNAP1 PE=1 SV=1,P78357
m.13018,452,0,1,1,1,0,0,0.26,0.2796,0.991987,0.438069,0.666099,Protein phosphatase 1G OS=Bos taurus GN=PPM1G PE=2 SV=2,P79126
m.27234,308,53,62,51,67,62,64,0.389,3.4144,0,0,0.58683,F-actin-capping protein subunit beta OS=Bos taurus GN=CAPZB PE=1 SV=1,P79136
m.5411,316,1,1,4,3,4,2,0.628,1.1765,0.000396,0.000009,0.698137,cAMP-responsive element modulator OS=Canis familiaris GN=CREM PE=2 SV=2,P79145
m.38633,275,18,26,15,27,28,22,0.488,2.6991,0,0,0.605869,Alcohol dehydrogenase class-3 OS=Sparus aurata PE=2 SV=1,P79896
m.12009,511,2,3,0,1,1,1,-0.576,-0.7528,0.000423,0.624324,0.000016,"4-aminobutyrate aminotransferase, mitochondrial OS=Sus scrofa GN=ABAT PE=1 SV=2",P80147
m.15544,155,9,3,4,15,15,13,1.226,4.0814,0,0,0.574912,Ribonuclease UK114 OS=Capra hircus GN=HRSP12 PE=1 SV=3,P80601
m.21457,115,16,14,3,15,14,10,0.387,1.5918,0,0,0.664885,Histidine triad nucleotide-binding protein 1 OS=Oryctolagus cuniculus GN=HINT1 PE=1 SV=2,P80912
m.342,284,8,1,3,11,9,8,1.119,3.0726,0,0,0.594511,Voltage-dependent anion-selective channel protein 2 OS=Xenopus laevis GN=vdac2 PE=1 SV=1,P81004
m.21528,104,0,1,1,0,0,0,0.16,0.1849,1,0.532356,0.589776,Seminal plasma protein HSP-1 OS=Equus caballus PE=1 SV=1,P81121
m.2611,732,31,19,11,13,11,15,-0.214,-1.0543,0,0.608242,0,Equistatin OS=Actinia equina PE=1 SV=1,P81439
m.9052,1364,16,10,14,5,7,7,-0.492,-1.8024,0,0.584462,0,Equistatin OS=Actinia equina PE=1 SV=1,P81439
m.22405,246,25,2,17,2,1,2,-2.012,-3.9993,0,0.564175,0,Sticholysin-1 OS=Stoichactis helianthus PE=1 SV=1,P81662
m.31435,113,8,3,0,23,23,22,2.039,6.7354,0,0,0.559652,Macrophage migration inhibitory factor homolog OS=Trichuris trichiura PE=1 SV=2,P81748
m.858,537,6,7,5,9,7,7,0.503,1.6266,0,0,0.662367,"Glutamate dehydrogenase, mitochondrial OS=Chaenocephalus aceratus GN=glud1 PE=1 SV=1",P82264
m.462,353,8,11,4,10,14,12,0.693,2.4478,0,0,0.615512,Guanine nucleotide-binding protein G(q) subunit alpha OS=Rattus norvegicus GN=Gnaq PE=1 SV=2,P82471
m.9511,681,15,14,14,15,12,13,0.153,0.6993,0.455091,0.02472,0.741903,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Rattus norvegicus GN=Gfpt1 PE=1 SV=3,P82808
m.16247,347,2,2,1,0,0,0,-0.386,-0.4749,0.049161,0.644845,0.00261,Inosine-uridine preferring nucleoside hydrolase OS=Leishmania major GN=NSNH PE=1 SV=3,P83851
m.739,482,1,0,1,0,0,0,0.18,0.2051,0.999926,0.514804,0.609119,Carboxypeptidase D (Fragment) OS=Lophonetta specularioides GN=CPD PE=1 SV=1,P83852
m.17682,122,4,8,1,2,3,3,-0.274,-0.6004,0.007037,0.63488,0.000319,Transcription elongation factor B polypeptide 1 OS=Rattus norvegicus GN=Tceb1 PE=1 SV=1,P83941
m.644,181,16,20,12,21,13,15,0.262,1.2929,0.00003,0.000001,0.688078,ADP-ribosylation factor 1 OS=Rattus norvegicus GN=Arf1 PE=1 SV=2,P84079
m.26336,389,5,3,2,5,5,5,0.64,1.5051,0,0,0.671299,26S proteasome non-ATPase regulatory subunit 13 OS=Gallus gallus GN=PSMD13 PE=1 SV=1,P84169
m.9689,170,27,12,11,41,33,33,0.988,5.8491,0,0,0.561641,Prohibitin OS=Gallus gallus GN=PHB PE=1 SV=1,P84173
m.10893,298,31,46,47,43,45,44,0.304,2.4701,0,0,0.61458,Tropomyosin alpha-1 chain OS=Liza aurata PE=1 SV=1,P84335
m.132,146,3,5,4,6,6,6,0.624,1.5579,0,0,0.667369,Carboxypeptidase inhibitor SmCI OS=Sabellastarte magnifica PE=1 SV=1,P84875
m.8796,376,11,16,8,10,11,8,0.046,0.1898,1,0.528229,0.594625,Alpha-centractin OS=Rattus norvegicus GN=Actr1a PE=1 SV=1,P85515
m.10038,212,5,1,2,2,1,0,-0.577,-0.8829,0.000026,0.616738,0.000001,Perlucin-like protein OS=Mytilus galloprovincialis PE=1 SV=1,P86854
m.18595,162,0,1,0,0,0,0,0.247,0.28,0.991914,0.437608,0.666349,Perlucin-like protein OS=Mytilus galloprovincialis PE=1 SV=1,P86854
m.27600,192,1,1,0,0,0,0,0.117,0.1408,1,0.565791,0.541476,Perlucin-like protein OS=Mytilus galloprovincialis PE=1 SV=1,P86854
m.3276,306,0,3,1,7,5,3,1.348,2.5473,0,0,0.611473,Insoluble matrix shell protein 1 (Fragment) OS=Venerupis philippinarum PE=1 SV=1,P86982
m.34366,163,0,1,0,3,1,2,0.974,1.3461,0.000008,0,0.683691,Insoluble matrix shell protein 1 (Fragment) OS=Venerupis philippinarum PE=1 SV=1,P86982
m.5321,114,0,1,0,0,0,0,0.201,0.2365,0.996369,0.484724,0.635783,Putative RNA polymerase II transcriptional coactivator OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPAC16A10.02 PE=1 SV=1,P87294
m.940,484,16,11,15,26,27,24,0.84,4.4913,0,0,0.569778,Bleomycin hydrolase OS=Gallus gallus GN=BLMH PE=1 SV=1,P87362
m.15022,221,304,221,317,71,75,67,-1.145,-14.8327,0,0.557048,0,14-3-3 protein epsilon OS=Drosophila melanogaster GN=14-3-3epsilon PE=1 SV=2,P92177
m.5025,257,34,28,31,25,20,24,-0.083,-0.5385,0.019177,0.63969,0.000937,14-3-3 protein epsilon OS=Drosophila melanogaster GN=14-3-3epsilon PE=1 SV=2,P92177
m.9401,449,1,1,0,0,0,0,0.19,0.2142,0.998759,0.506433,0.617268,Stress-activated protein kinase JNK OS=Drosophila melanogaster GN=bsk PE=1 SV=1,P92208
m.19510,516,18,14,13,17,19,22,0.481,2.3899,0,0,0.618006,Glutamate dehydrogenase OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482) GN=gdhA PE=3 SV=2,P94598
m.26006,448,125,160,88,121,121,132,0.235,3.0902,0,0,0.594048,Glutamate dehydrogenase OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482) GN=gdhA PE=3 SV=2,P94598
m.23699,552,16,24,11,13,8,9,-0.31,-1.3507,0,0.596513,0,Malate synthase OS=Myxococcus xanthus (strain DK 1622) GN=mls PE=3 SV=2,P95329
m.22888,127,3,0,0,0,0,0,-0.328,-0.4151,0.108431,0.649729,0.006335,Amidase OS=Sulfolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) GN=SSO2122 PE=1 SV=1,P95896
m.24351,185,3,1,2,2,0,2,0.005,0.0077,0.999105,0.631482,0.350936,Amidase OS=Sulfolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) GN=SSO2122 PE=1 SV=1,P95896
m.6516,603,1,3,0,0,0,0,-0.352,-0.4411,0.077826,0.647616,0.004347,Seprase OS=Mus musculus GN=Fap PE=2 SV=1,P97321
m.11503,281,8,5,8,3,2,0,-1.105,-2.2104,0,0.577554,0,Vacuolar protein sorting-associated protein 45 OS=Mus musculus GN=Vps45 PE=1 SV=1,P97390
m.15017,296,1,0,0,0,0,0,0.032,0.0393,1,0.620006,0.400657,Vacuolar protein sorting-associated protein 45 OS=Mus musculus GN=Vps45 PE=1 SV=1,P97390
m.3671,523,1,0,0,0,0,0,0.173,0.1948,1,0.523933,0.59947,Islet cell autoantigen 1 OS=Mus musculus GN=Ica1 PE=2 SV=3,P97411
m.3935,369,1,0,0,0,0,0,0.209,0.2417,0.996043,0.47942,0.639814,Endothelin-converting enzyme 1 OS=Cavia porcellus GN=ECE1 PE=2 SV=1,P97739
m.6781,483,1,0,0,0,0,1,0.18,0.2039,0.999979,0.515886,0.608017,"Carnitine O-palmitoyltransferase 1, liver isoform OS=Mus musculus GN=Cpt1a PE=1 SV=4",P97742
m.1135,538,10,7,10,4,5,5,-0.442,-1.4399,0,0.593615,0,ALK tyrosine kinase receptor OS=Mus musculus GN=Alk PE=1 SV=2,P97793
m.7463,129,2,3,2,1,1,1,-0.852,-1.0158,0.000001,0.610027,0,"Fumarate hydratase, mitochondrial OS=Mus musculus GN=Fh PE=1 SV=3",P97807
m.1611,195,0,0,1,0,0,1,0.148,0.1728,1,0.542188,0.577359,Contactin-associated protein 1 OS=Rattus norvegicus GN=Cntnap1 PE=1 SV=1,P97846
m.20762,200,0,0,0,1,0,0,0.161,0.177,1,0.538832,0.581741,Contactin-associated protein 1 OS=Rattus norvegicus GN=Cntnap1 PE=1 SV=1,P97846
m.28493,190,4,0,1,2,0,1,-0.315,-0.4669,0.05496,0.645501,0.002951,Contactin-associated protein 1 OS=Rattus norvegicus GN=Cntnap1 PE=1 SV=1,P97846
m.25826,146,35,34,32,29,33,35,0.192,1.2548,0.000072,0.000002,0.691303,Mucin-5AC (Fragments) OS=Homo sapiens GN=MUC5AC PE=1 SV=3,P98088
m.14438,273,5,4,16,6,5,5,-0.233,-0.6966,0.001264,0.627992,0.000051,"Transcription factor A, mitochondrial OS=Homo sapiens GN=TFAM PE=1 SV=1",Q00059
m.29844,459,0,2,3,0,0,0,-0.56,-0.7658,0.000325,0.623511,0.000012,Calcium/calmodulin-dependent protein kinase type II alpha chain OS=Drosophila melanogaster GN=CaMKII PE=1 SV=1,Q00168
m.23436,547,4,1,4,2,0,0,-0.678,-1.1108,0,0.605738,0,Laminin subunit alpha OS=Drosophila melanogaster GN=LanA PE=1 SV=2,Q00174
m.7836,367,5,6,10,3,6,5,-0.177,-0.5342,0.020497,0.640033,0.001007,S-adenosylmethionine synthase isoform type-1 OS=Homo sapiens GN=MAT1A PE=1 SV=2,Q00266
m.19801,196,0,0,0,3,0,2,0.934,1.2717,0.000049,0.000001,0.689864,Glutathione peroxidase OS=Schistosoma mansoni GN=GPX1 PE=1 SV=2,Q00277
m.11561,392,0,0,0,0,0,1,0.257,0.2984,0.990358,0.415916,0.677265,GA-binding protein alpha chain OS=Mus musculus GN=Gabpa PE=1 SV=2,Q00422
m.9176,257,1,19,8,18,14,14,0.741,3.2404,0,0,0.590404,Transcriptional activator protein Pur-alpha OS=Homo sapiens GN=PURA PE=1 SV=2,Q00577
m.13590,549,22,21,23,30,33,31,0.579,3.7175,0,0,0.581141,Glucose-6-phosphate 1-dehydrogenase X OS=Mus musculus GN=G6pdx PE=1 SV=3,Q00612
m.5819,163,1,0,0,0,0,0,0.218,0.2491,0.995191,0.471714,0.645365,Transcriptional repressor protein YY1 OS=Mus musculus GN=Yy1 PE=1 SV=1,Q00899
m.5012,2350,320,292,231,231,206,231,0.007,0.1528,1,0.557341,0.555452,"Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTBN1 PE=1 SV=2",Q01082
m.9122,382,3,5,5,4,2,2,-0.312,-0.6855,0.001557,0.628748,0.000064,Di-N-acetylchitobiase OS=Rattus norvegicus GN=Ctbs PE=1 SV=1,Q01460
m.12942,291,2,0,2,6,5,7,1.568,3.0932,0,0,0.593969,Hemagglutinin/amebocyte aggregation factor OS=Limulus polyphemus PE=1 SV=1,Q01528
m.17685,206,2,0,0,0,0,0,-0.135,-0.1718,0.754554,0.660637,0.106389,Hemagglutinin/amebocyte aggregation factor OS=Limulus polyphemus PE=1 SV=1,Q01528
m.13231,490,0,1,0,0,0,0,0.185,0.2108,0.999242,0.509593,0.614265,Sodium/calcium exchanger 1 OS=Rattus norvegicus GN=Slc8a1 PE=2 SV=3,Q01728
m.5354,547,32,26,26,37,40,37,0.541,3.7288,0,0,0.58093,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Rattus norvegicus GN=Aldh6a1 PE=1 SV=1",Q02253
m.30965,169,22,27,26,31,32,29,0.446,2.7669,0,0,0.603573,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial OS=Bos taurus GN=NDUFS4 PE=1 SV=1",Q02375
m.14620,195,0,3,1,2,1,2,0.224,0.3355,0.986025,0.369516,0.696054,Protein HGV2 OS=Halocynthia roretzi GN=HGV2 PE=2 SV=1,Q02508
m.972,503,1,0,2,2,1,1,0.241,0.3298,0.986938,0.376844,0.69343,Angiopoietin-1 receptor OS=Homo sapiens GN=TEK PE=1 SV=2,Q02763
m.20478,183,0,2,0,0,0,0,-0.124,-0.1549,0.797641,0.659947,0.123092,Angiopoietin-1 receptor OS=Mus musculus GN=Tek PE=1 SV=2,Q02858
m.12824,377,72,77,98,56,51,58,-0.172,-1.6458,0,0.587941,0,Core histone macro-H2A.1 OS=Rattus norvegicus GN=H2afy PE=1 SV=4,Q02874
m.6303,315,1,0,0,0,0,0,0.12,0.1354,1,0.56944,0.534983,Ketohexokinase OS=Rattus norvegicus GN=Khk PE=1 SV=1,Q02974
m.416,307,0,0,0,0,1,0,0.249,0.2872,0.99148,0.429237,0.670755,Mitochondrial 2-oxoglutarate/malate carrier protein OS=Homo sapiens GN=SLC25A11 PE=1 SV=3,Q02978
