Protein,Len,NO,NO,NO,ON,ON,ON,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown,DEFLINE,
m.21267,565,6,5,6,11,6,5,0.587,1.7554,0,0,0.655454,"Cysteine--tRNA ligase, cytoplasmic OS=Gallus gallus GN=CARS PE=2 SV=1",Q5F408
m.21268,784,18,19,11,7,5,3,-0.854,-2.8388,0,0.601633,0,Integrin alpha-9 OS=Homo sapiens GN=ITGA9 PE=1 SV=2,Q13797
m.21278,311,0,0,1,0,0,0,0.236,0.2834,1,0.576307,0.60806,Predicted protein OS=Nematostella vectensis GN=v1g247672 PE=4 SV=1,3283483
m.2128,233,0,0,0,0,0,0,0.277,0.3151,0.999684,0.548754,0.63427,m.2128,
m.21281,322,0,0,0,0,1,0,0.291,0.3427,1,0.521921,0.654226,Gamma-soluble NSF attachment protein OS=Bos taurus GN=NAPG PE=1 SV=3,P81127
m.2129,152,0,0,0,0,0,0,0.237,0.2807,1,0.578495,0.605657,m.2129,
m.21294,335,0,0,0,0,0,0,0.271,0.3138,0.99977,0.549953,0.633266,Dehydrogenase/reductase SDR family member 7 OS=Mus musculus GN=Dhrs7 PE=2 SV=2,Q9CXR1
m.21313,552,26,21,8,22,26,12,0.41,2.1968,0,0,0.635736,MAGUK p55 subfamily member 6 OS=Mus musculus GN=Mpp6 PE=1 SV=1,Q9JLB0
m.21336,339,0,0,1,0,0,0,0.297,0.3572,1,0.506759,0.663712,Pinin OS=Pongo abelii GN=PNN PE=2 SV=1,Q5R5X0
m.21344,215,0,0,0,0,0,0,0.208,0.2375,1,0.610258,0.563418,m.21344,
m.21346,340,0,0,3,2,0,3,0.436,0.6872,0.759809,0.102244,0.752657,BTB/POZ domain-containing protein KCTD21 OS=Mus musculus GN=Kctd21 PE=2 SV=1,Q3URF8
m.21347,742,0,0,0,0,0,0,0.235,0.2773,1,0.581216,0.602592,Lysyl oxidase homolog 2 OS=Xenopus tropicalis GN=loxl2 PE=2 SV=2,B4F6N6
m.2136,361,0,5,1,0,0,1,-0.659,-0.8636,0.000023,0.648158,0.000001,Nucleosome assembly protein 1-like 1 OS=Pongo abelii GN=NAP1L1 PE=2 SV=1,Q5R4D4
m.21370,163,0,0,0,0,0,0,0.204,0.2334,1,0.612966,0.559033,PREDICTED: uncharacterized protein LOC100198865 [Hydra vulgaris],XP_002162614
m.21372,330,4,4,4,2,2,1,-0.645,-1.0871,0,0.636152,0,Shootin-1 OS=Pongo abelii PE=2 SV=2,Q5RA03
m.21375,111,0,0,0,8,0,0,1.538,2.2602,0,0,0.633315,Predicted protein OS=Nematostella vectensis GN=v1g243062 PE=4 SV=1,3274911
m.21376,204,0,0,2,2,2,0,0.498,0.7006,0.722151,0.091535,0.752597,"39S ribosomal protein L12, mitochondrial OS=Mus musculus GN=Mrpl12 PE=1 SV=2",Q9DB15
m.21379,246,24,26,25,23,21,14,0.068,0.3964,1,0.462233,0.686189,Protein BMH2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BMH2 PE=1 SV=3,P34730
m.21388,376,1,0,0,1,3,0,0.801,1.1247,0.009212,0.000477,0.706018,Nucleoside diphosphate kinase 7 OS=Homo sapiens GN=NME7 PE=1 SV=1,Q9Y5B8
m.2139,531,0,0,1,24,0,19,3.107,4.8477,0,0,0.596103,E3 ubiquitin-protein ligase TRIM71 OS=Mus musculus GN=Trim71 PE=1 SV=1,Q1PSW8
m.21400,524,0,0,0,0,0,0,0.264,0.3141,0.999753,0.549677,0.633498,m.21400,
m.21416,355,2,0,0,1,0,0,-0.052,-0.0593,0.853996,0.706392,0.159541,Tudor and KH domain-containing protein OS=Homo sapiens GN=TDRKH PE=1 SV=2,Q9Y2W6
m.2142,355,0,1,0,0,0,0,0.284,0.3353,1,0.529378,0.649125,Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Mus musculus GN=Ahsa1 PE=2 SV=2,Q8BK64
m.21436,125,0,0,0,0,0,0,0.256,0.3042,0.999861,0.558618,0.625669,Uridine diphosphate glucose pyrophosphatase OS=Bos taurus GN=NUDT14 PE=2 SV=1,Q05B60
m.21438,701,10,21,9,16,11,12,0.273,1.2669,0.000909,0.000039,0.690426,26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens GN=PSMD1 PE=1 SV=2,Q99460
m.21445,216,1,0,0,0,0,0,0.347,0.3953,1,0.46355,0.685618,m.21445,
m.21457,115,16,14,3,24,8,16,0.68,2.8713,0,0,0.6152,Histidine triad nucleotide-binding protein 1 OS=Oryctolagus cuniculus GN=HINT1 PE=1 SV=2,P80912
m.21459,214,1,1,3,2,0,0,0.021,0.0309,0.980655,0.694646,0.280094,Low affinity immunoglobulin epsilon Fc receptor OS=Mus musculus GN=Fcer2 PE=2 SV=1,P20693
m.2146,314,0,0,0,0,0,0,0.162,0.1847,1,0.64137,0.502009,Ras-related GTP-binding protein A OS=Rattus norvegicus GN=Rraga PE=1 SV=1,Q63486
m.2147,314,2,5,0,3,6,4,0.776,1.6588,0,0,0.660931,NmrA-like family domain-containing protein 1 OS=Gallus gallus GN=NMRAL1 PE=2 SV=1,Q5ZID0
m.21472,238,1,0,1,0,0,0,0.258,0.2772,1,0.581296,0.602501,m.21472,
m.21474,364,2,2,2,3,4,1,0.611,1.1203,0.009842,0.000513,0.70655,Nucleoprotein TPR (Fragment) OS=Xenopus laevis GN=tpr PE=1 SV=1,Q5EE04
m.21484,139,0,0,0,0,0,0,0.245,0.2726,1,0.584914,0.598282,Angio-associated migratory cell protein OS=Bos taurus GN=AAMP PE=2 SV=1,Q3SZK1
m.21495,148,0,0,1,0,1,0,0.273,0.2994,0.999838,0.562831,0.621746,Lactase-phlorizin hydrolase OS=Oryctolagus cuniculus GN=LCT PE=1 SV=1,P09849
m.215,195,56,58,85,34,24,5,-0.848,-6.1681,0,0.592419,0,Histone H1.0 OS=Homo sapiens GN=H1F0 PE=1 SV=3,P07305
m.2150,326,0,0,0,0,0,0,0.243,0.2614,1,0.593432,0.587674,Aggrecan core protein OS=Bos taurus GN=ACAN PE=1 SV=3,P13608
m.21501,515,0,0,0,0,0,0,0.273,0.3043,0.999857,0.558529,0.62575,UDP-N-acetylhexosamine pyrophosphorylase OS=Mus musculus GN=Uap1 PE=1 SV=1,Q91YN5
m.21515,214,0,0,0,0,0,0,0.281,0.3353,1,0.529378,0.649125,m.21515,
m.21521,685,0,0,0,1,1,0,0.219,0.247,1,0.603786,0.573325,Nuclear pore complex protein Nup93 OS=Danio rerio GN=dye PE=2 SV=1,Q7ZU29
m.21525,176,11,6,9,13,1,13,0.325,1.2775,0.000754,0.000032,0.689394,m.21525,
m.21528,104,0,1,1,0,2,3,1.015,1.3766,0.000118,0.000004,0.680543,Seminal plasma protein HSP-1 OS=Equus caballus PE=1 SV=1,P81121
m.21529,322,0,0,0,0,0,0,0.203,0.2383,1,0.609724,0.564265,Contactin-associated protein-like 5 OS=Gallus gallus GN=CNTNAP5 PE=2 SV=1,Q0V8S9
m.21536,163,1,1,1,2,1,2,0.75,0.9696,0.076446,0.00479,0.726107,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8-A, mitochondrial OS=Arabidopsis thaliana GN=At1g79010 PE=1 SV=1",Q42599
m.21538,175,8,4,1,4,2,4,0.02,0.0481,0.992121,0.690924,0.305767,Hypoxanthine-guanine phosphoribosyltransferase OS=Meriones unguiculatus GN=HPRT1 PE=2 SV=2,P47959
m.21550,183,1,0,0,0,0,0,0.262,0.2975,0.999885,0.564476,0.620171,m.21550,
m.21583,404,1,1,0,0,1,0,0.25,0.2679,1,0.588539,0.593889,DnaJ homolog subfamily A member 1 OS=Pongo abelii GN=DNAJA1 PE=2 SV=1,Q5NVI9
m.21596,525,35,49,19,36,28,12,-0.003,-0.016,0.930053,0.702282,0.213639,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Rattus norvegicus GN=Svep1 PE=1 SV=1",P0C6B8
m.21616,124,0,2,0,0,0,0,-0.01,-0.0116,0.936281,0.701713,0.219576,Fat-like cadherin-related tumor suppressor homolog OS=Drosophila melanogaster GN=kug PE=2 SV=2,Q9VW71
m.21617,684,0,0,0,0,0,0,0.192,0.2218,1,0.62035,0.546274,Fibrinogen C domain-containing protein 1 OS=Macaca fascicularis GN=FIBCD1 PE=2 SV=1,Q95LU3
m.21622,131,0,0,0,0,0,0,0.271,0.3059,0.999761,0.557106,0.627038,Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3,Q9H4G4
m.21637,198,0,0,0,1,0,0,0.269,0.3138,0.99977,0.549953,0.633266,GSK3-beta interaction protein OS=Danio rerio GN=gskip PE=2 SV=1,Q7ZWI4
m.2164,240,3,2,5,3,2,0,-0.23,-0.4104,0.054987,0.685804,0.0037,Tetraspanin-11 OS=Mus musculus GN=Tspan11 PE=2 SV=1,Q9D1D1
m.21654,118,9,5,6,2,2,20,0.503,1.6855,0,0,0.659363,Nucleoside diphosphate kinase B OS=Rattus norvegicus GN=Nme2 PE=1 SV=1,P19804
m.21664,263,0,0,0,0,0,0,0.206,0.2334,1,0.612966,0.559033,A disintegrin and metalloproteinase with thrombospondin motifs 6 OS=Homo sapiens GN=ADAMTS6 PE=2 SV=2,Q9UKP5
m.21665,130,0,3,0,2,0,2,0.279,0.4143,1,0.440301,0.695037,Endochitinase OS=Brugia malayi PE=1 SV=1,P29030
m.21674,280,0,0,0,0,0,0,0.262,0.3048,0.999832,0.558085,0.626154,Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Macaca fascicularis GN=PCMT1 PE=2 SV=3,Q4R5H0
m.21683,274,4,2,1,0,1,5,0.268,0.4801,1,0.353075,0.721039,m.21683,
m.21690,240,2,2,3,4,4,4,0.934,1.8539,0,0,0.650412,Thiopurine S-methyltransferase OS=Panthera leo GN=TPMT PE=2 SV=1,Q3BCR0
m.21691,163,0,1,0,0,0,0,0.279,0.3315,0.999988,0.533132,0.646435,Peroxisomal carnitine O-octanoyltransferase OS=Bos taurus GN=CROT PE=1 SV=1,O19094
m.217,121,46,29,64,34,19,58,0.08,0.6197,0.908289,0.16878,0.749575,m.217,
m.21702,178,0,0,0,0,2,0,0.482,0.5857,0.954343,0.209573,0.745595,m.21702,
m.2171,309,0,0,0,0,2,1,0.65,0.7549,0.552605,0.056351,0.75048,Serine/threonine-protein phosphatase 4 catalytic subunit B OS=Danio rerio GN=ppp4cb PE=2 SV=1,A9JRC7
m.21710,219,3,2,3,7,2,0,0.468,0.8859,0.193379,0.013856,0.737168,N-acetylserotonin O-methyltransferase-like protein OS=Homo sapiens GN=ASMTL PE=1 SV=3,O95671
m.21714,174,0,0,0,0,0,0,0.286,0.3507,1,0.513646,0.659542,Putative uncharacterized protein OS=Acropora millepora PE=2 SV=1,4396302
m.21736,444,3,2,1,0,2,0,-0.214,-0.32,0.15806,0.69508,0.012203,Dipeptidase 1 OS=Homo sapiens GN=DPEP1 PE=1 SV=3,P16444
m.21741,192,0,0,0,0,1,0,0.185,0.2117,1,0.626456,0.53474,NHL repeat-containing protein 2 OS=Homo sapiens GN=NHLRC2 PE=1 SV=1,Q8NBF2
m.21772,262,0,0,0,0,0,0,0.285,0.3457,1,0.518844,0.656244,Uncharacterized protein OS=Anabaena sp. 90 GN=ANA_C10044 PE=4 SV=1,22075682
m.21782,100,0,0,0,1,0,0,0.186,0.2094,1,0.627806,0.532059,Protocadherin Fat 4 OS=Homo sapiens GN=FAT4 PE=1 SV=2,Q6V0I7
m.21798,281,6,4,6,7,5,1,0.095,0.2515,1,0.600622,0.577895,Radial spoke head protein 9 homolog OS=Homo sapiens GN=RSPH9 PE=1 SV=1,Q9H1X1
m.218,310,26,25,19,20,29,38,0.519,3.2703,0,0,0.608159,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform OS=Bos taurus GN=PPP2CB PE=1 SV=1,Q0P594
m.21812,233,0,1,0,0,0,0,0.247,0.2958,1,0.565939,0.61875,Alanine aminotransferase 2 OS=Xenopus laevis GN=gpt2 PE=2 SV=1,Q6GM82
m.21816,139,0,0,0,0,0,0,0.365,0.4123,1,0.442797,0.694089,Exportin-5 OS=Mus musculus GN=Xpo5 PE=2 SV=1,Q924C1
m.21819,1189,20,7,5,12,13,14,0.49,1.8962,0,0,0.648398,Laminin-like protein epi-1 OS=Caenorhabditis elegans GN=epi-1 PE=1 SV=1,Q21313
m.21828,279,0,0,0,0,0,0,0.244,0.2817,1,0.577687,0.60655,Tenascin-R OS=Mus musculus GN=Tnr PE=1 SV=2,Q8BYI9
m.21832,170,0,0,0,0,1,0,0.261,0.3188,0.999873,0.545313,0.637095,m.21832,
m.21834,367,0,0,0,0,0,0,0.196,0.2394,1,0.608986,0.565427,Predicted protein OS=Nematostella vectensis GN=v1g215928 PE=4 SV=1,3281769
m.21842,395,67,63,74,38,25,27,-0.51,-4.2085,0,0.59524,0,Rootletin OS=Mus musculus GN=Crocc PE=1 SV=2,Q8CJ40
m.2185,737,8,4,4,8,8,6,0.612,1.756,0,0,0.655422,Laminin subunit alpha-2 OS=Homo sapiens GN=LAMA2 PE=1 SV=4,P24043
m.21852,614,0,0,0,1,0,0,0.253,0.269,1,0.587697,0.594925,m.21852,
m.21863,436,0,0,0,0,0,0,0.302,0.3561,1,0.507934,0.663016,Protein kinase C and casein kinase substrate in neurons protein 2 OS=Xenopus laevis GN=pacsin2 PE=2 SV=1,Q9DDA9
m.21864,258,9,3,9,7,8,6,0.3,0.9856,0.062825,0.003854,0.723954,Heparanase OS=Homo sapiens GN=HPSE PE=1 SV=2,Q9Y251
m.21876,142,0,0,1,3,4,1,1.378,1.9035,0,0,0.648059,m.21876,
m.219,572,0,0,0,0,0,0,0.25,0.2668,1,0.589377,0.592848,Putative flagellar-associated protein (Fragment) OS=Stylophora pistillata PE=4 SV=1,4941204
m.21911,295,0,0,0,2,1,0,0.632,0.7589,0.539738,0.054249,0.75022,Coronin-7 OS=Homo sapiens GN=CORO7 PE=1 SV=2,P57737
m.21930,262,0,1,0,0,0,0,0.238,0.2696,1,0.587236,0.595488,m.21930,
m.21938,216,0,1,0,0,0,0,0.272,0.3194,0.999885,0.54475,0.637548,Formimidoyltransferase-cyclodeaminase OS=Dictyostelium discoideum GN=ftcd PE=3 SV=1,Q54JL3
m.21939,120,3,7,1,6,2,7,0.625,1.5513,0.000003,0,0.667683,Universal stress protein Sll1388 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=sll1388 PE=3 SV=1,P74148
m.21954,305,0,0,0,0,0,0,0.271,0.3371,1,0.527582,0.650382,"Sushi, nidogen and EGF-like domain-containing protein 1 OS=Mus musculus GN=Sned1 PE=2 SV=2",Q70E20
m.21957,122,0,0,0,0,0,0,0.203,0.2298,1,0.6153,0.555129,GTP cyclohydrolase 1 OS=Ostertagia ostertagi GN=gch PE=2 SV=1,O61573
m.21970,598,0,0,0,0,0,0,0.217,0.2613,1,0.593506,0.587577,Exocyst complex component 4 OS=Rattus norvegicus GN=Exoc4 PE=1 SV=1,Q62824
m.21993,204,0,0,1,1,1,0,0.31,0.3428,1,0.521819,0.654294,Protocadherin Fat 3 OS=Rattus norvegicus GN=Fat3 PE=1 SV=1,Q8R508
m.2200,101,0,0,0,0,0,0,0.36,0.4197,1,0.433506,0.697545,Uncharacterized protein OS=Lottia gigantea GN=LOTGIDRAFT_238569 PE=4 SV=1,5739799
m.22011,193,1,0,0,0,2,0,0.601,0.6906,0.750469,0.099448,0.752661,Putative uncharacterized protein OS=Salpingoeca rosetta (strain ATCC 50818 / BSB-021) GN=PTSG_03050 PE=4 SV=1,4192373
m.22031,141,3,2,1,3,0,3,0.402,0.6778,0.784905,0.110256,0.752576,Hypoxia up-regulated protein 1 (Fragment) OS=Xenopus laevis GN=hyou1 PE=1 SV=2,Q566I3
m.22041,329,0,0,1,0,1,0,0.302,0.3328,1,0.531854,0.64736,Short-chain collagen C4 (Fragment) OS=Ephydatia muelleri PE=2 SV=1,P18503
m.22047,161,0,0,0,0,0,0,0.224,0.2479,1,0.603158,0.574245,N-acylethanolamine-hydrolyzing acid amidase OS=Mus musculus GN=Naaa PE=2 SV=2,Q9D7V9
m.2205,457,0,0,0,0,0,0,0.266,0.3161,0.999736,0.547829,0.635038,Maintenance of telomere capping protein 6 OS=Lodderomyces elongisporus (strain ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239) GN=MTC6 PE=3 SV=1,A5DZQ4
m.22064,312,7,0,0,1,1,0,-0.925,-1.1609,0,0.632922,0,ADAMTS-like protein 1 OS=Homo sapiens GN=ADAMTSL1 PE=1 SV=4,Q8N6G6
m.22085,331,5,5,5,8,6,8,0.691,2.0472,0,0,0.641766,26S proteasome non-ATPase regulatory subunit 1 OS=Mus musculus GN=Psmd1 PE=1 SV=1,Q3TXS7
m.221,314,1,1,0,2,1,1,0.558,0.6907,0.750196,0.099366,0.752661,Phosphoglycolate phosphatase OS=Mus musculus GN=Pgp PE=1 SV=1,Q8CHP8
m.2212,675,8,4,3,5,5,0,0.017,0.0409,0.987683,0.692545,0.294965,Catenin alpha-2 OS=Danio rerio GN=Ctnna2 PE=3 SV=1,B7ZC77
m.22122,295,2,0,0,6,2,10,1.935,3.439,0,0,0.606179,PREDICTED: uncharacterized protein LOC100207194 [Hydra vulgaris],XP_002167785
m.22127,173,1,1,0,1,2,2,0.888,1.1601,0.005348,0.000265,0.701836,Filamin-A OS=Mus musculus GN=Flna PE=1 SV=5,Q8BTM8
m.22128,116,0,0,0,0,0,0,0.309,0.3528,1,0.511437,0.660904,Tenascin C (Fragment) OS=Salpingoeca rosetta (strain ATCC 50818 / BSB-021) GN=PTSG_01083 PE=4 SV=1,4191200
m.22180,238,0,0,0,0,0,11,1.936,2.8467,0,0,0.615761,Peroxidasin homolog OS=Homo sapiens GN=PXDN PE=1 SV=2,Q92626
m.2219,618,0,1,0,0,0,0,0.274,0.3042,0.999861,0.558618,0.625669,Rab-like protein 6 OS=Homo sapiens GN=RABL6 PE=1 SV=2,Q3YEC7
m.22205,653,8,5,5,2,6,1,-0.388,-0.9546,0.000003,0.642833,0,Collagen alpha-1(XII) chain OS=Homo sapiens GN=COL12A1 PE=1 SV=2,Q99715
m.22210,207,6,0,0,1,0,0,-0.808,-1.0891,0,0.63606,0,m.22210,
m.2223,305,0,3,1,0,0,1,-0.315,-0.3962,0.06575,0.68727,0.004508,"Selenide, water dikinase OS=Drosophila melanogaster GN=SelD PE=1 SV=1",O18373
m.22249,106,0,0,0,0,0,0,0.208,0.2281,1,0.61639,0.553269,m.22249,
m.22271,234,2,1,1,2,1,0,0.362,0.4971,1,0.329483,0.726308,Vacuolar protein sorting-associated protein VTA1 homolog OS=Bos taurus GN=VTA1 PE=2 SV=1,Q32L63
m.22274,438,16,16,19,23,18,35,0.701,3.7437,0,0,0.603547,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Bos taurus GN=ACADM PE=2 SV=1",Q3SZB4
m.22282,310,12,24,70,16,8,45,-0.121,-0.7866,0.000113,0.653172,0.000005,Calumenin OS=Bos taurus GN=CALU PE=2 SV=1,Q3T0K1
m.2229,343,2,2,0,0,3,0,0.282,0.425,1,0.426761,0.699936,Dipeptidase 1 OS=Homo sapiens GN=DPEP1 PE=1 SV=3,P16444
m.22295,361,1,0,0,0,2,1,0.579,0.6941,0.740703,0.096625,0.752651,ELAV-like protein 2 OS=Xenopus tropicalis GN=elavl2 PE=2 SV=2,Q28GD4
m.223,287,2,3,5,6,4,2,0.472,1.1152,0.010621,0.000557,0.707171,IST1 homolog OS=Homo sapiens GN=IST1 PE=1 SV=1,P53990
m.22300,797,0,0,0,0,2,3,1.034,1.322,0.000336,0.000013,0.685247,AP-3 complex subunit delta-1 OS=Mus musculus GN=Ap3d1 PE=1 SV=1,O54774
m.22303,239,0,0,0,0,0,0,0.309,0.3558,1,0.508254,0.662825,m.22303,
m.22305,311,0,0,1,0,1,0,0.253,0.2905,1,0.570434,0.61425,Protein TSSC1 OS=Macaca fascicularis GN=TSSC1 PE=2 SV=1,Q4R571
m.22307,275,19,7,14,13,11,4,-0.044,-0.1738,0.533438,0.706796,0.060891,Heterogeneous nuclear ribonucleoprotein K OS=Oryctolagus cuniculus GN=HNRNPK PE=2 SV=1,O19049
m.22310,214,0,0,0,0,0,0,0.312,0.3676,1,0.495441,0.670114,"Chromosome undetermined scaffold_146, whole genome shotgun sequence OS=Paramecium tetraurelia GN=GSPATT00034652001 PE=4 SV=1",3131081
m.22313,276,0,0,0,0,0,0,0.214,0.2577,1,0.596156,0.584063,Cytosolic Fe-S cluster assembly factor NUBP2 homolog OS=Nematostella vectensis GN=v1g229988 PE=3 SV=1,A7SE07
m.22316,151,0,0,0,0,0,0,0.282,0.3137,0.999775,0.550044,0.633189,Beta-lactamase-like protein 2 OS=Xenopus tropicalis GN=lactb2 PE=2 SV=1,Q0V9A9
m.22320,648,0,1,3,1,0,0,-0.22,-0.2915,0.211002,0.69787,0.017231,BAG family molecular chaperone regulator 4 OS=Homo sapiens GN=BAG4 PE=1 SV=1,O95429
m.22325,146,0,0,0,0,0,0,0.273,0.312,0.999834,0.551602,0.631867,C-type lectin domain family 4 member E OS=Rattus norvegicus GN=Clec4e PE=2 SV=1,Q67EQ1
m.22335,321,0,0,0,0,0,0,0.19,0.2058,1,0.629887,0.527821,THO complex subunit 3 OS=Homo sapiens GN=THOC3 PE=1 SV=1,Q96J01
m.22336,329,2,4,4,6,7,1,0.643,1.5044,0.000008,0,0.670871,Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Xenopus tropicalis GN=ppp1cb PE=2 SV=1,Q5I085
m.22339,1615,8,5,0,0,0,0,-1.361,-2.0509,0,0.611335,0,Muscle M-line assembly protein unc-89 OS=Caenorhabditis elegans GN=unc-89 PE=1 SV=3,O01761
m.22358,156,3,1,11,1,0,6,-0.347,-0.8203,0.000057,0.650917,0.000002,Sialate O-acetylesterase OS=Mus musculus GN=Siae PE=2 SV=3,P70665
m.22365,587,14,10,8,10,9,10,0.22,0.8366,0.305975,0.024394,0.743091,Ubiquilin-1 OS=Rattus norvegicus GN=Ubqln1 PE=1 SV=1,Q9JJP9
m.22369,119,0,0,0,0,0,0,0.194,0.2072,1,0.629082,0.529475,m.22369,
m.22377,200,12,9,13,2,4,6,-0.759,-2.3473,0,0.607345,0,Predicted protein OS=Nematostella vectensis GN=v1g247592 PE=4 SV=1,3283281
m.22380,105,0,0,0,0,0,0,0.257,0.2848,1,0.575163,0.609296,Cytochrome c oxidase assembly factor 5 OS=Danio rerio GN=coa5 PE=3 SV=1,Q0P451
m.22382,236,0,0,0,0,0,0,0.233,0.2816,1,0.577768,0.606461,Sperm-associated antigen 7 homolog OS=Danio rerio GN=spag7 PE=1 SV=1,Q7SYJ9
m.2239,432,0,0,0,0,0,0,0.3,0.3363,1,0.528382,0.649825,Fibroblast growth factor receptor 1 OS=Homo sapiens GN=FGFR1 PE=1 SV=3,P11362
m.22391,129,5,1,1,0,0,1,-0.67,-0.8811,0.000015,0.647085,0.000001,Myotrophin OS=Xenopus tropicalis GN=mtpn PE=3 SV=1,Q6P1S6
m.22392,222,47,51,51,45,22,22,-0.219,-1.5378,0,0.620265,0,m.22392,
m.22394,559,19,19,30,24,9,21,0.072,0.4037,1,0.453402,0.689899,Glucosidase 2 subunit beta OS=Homo sapiens GN=PRKCSH PE=1 SV=2,P14314
m.22405,246,25,2,17,5,5,3,-0.92,-2.6839,0,0.603309,0,Sticholysin-1 OS=Stoichactis helianthus PE=1 SV=1,P81662
m.2241,107,11,9,14,11,6,7,-0.042,-0.1565,0.588165,0.707499,0.071659,Heterogeneous nuclear ribonucleoprotein K OS=Gallus gallus GN=HNRNPK PE=2 SV=1,Q5ZIQ3
m.22412,708,6,12,5,4,4,6,-0.194,-0.5564,0.006882,0.671474,0.000393,Prolyl endopeptidase OS=Mus musculus GN=Prep PE=2 SV=1,Q9QUR6
m.22413,291,0,0,0,0,0,0,0.142,0.1713,1,0.64805,0.48478,DNA-directed RNA polymerase II subunit RPB3 OS=Bos taurus GN=POLR2C PE=2 SV=1,Q3T0Q3
m.22414,270,0,0,0,0,0,0,0.226,0.2539,1,0.598907,0.580301,Acetolactate synthase-like protein OS=Danio rerio GN=ilvbl PE=2 SV=1,Q6NV04
m.22416,142,0,0,0,0,0,0,0.251,0.2888,1,0.571855,0.612786,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 OS=Pan troglodytes GN=NDUFA8 PE=2 SV=3,Q0MQB1
m.22417,185,0,0,0,0,1,0,0.265,0.2667,1,0.589453,0.592754,GTP-binding protein Rheb OS=Homo sapiens GN=RHEB PE=1 SV=1,Q15382
m.22424,314,9,5,1,6,1,1,-0.362,-0.8334,0.000043,0.650066,0.000002,Chymotrypsinogen B OS=Bos taurus PE=1 SV=1,P00767
m.22426,144,0,0,1,0,1,0,0.302,0.3304,1,0.53421,0.645647,Diphosphoinositol polyphosphate phosphohydrolase 1 OS=Rattus norvegicus GN=Nudt3 PE=1 SV=1,Q566C7
m.22427,401,4,0,6,3,6,4,0.458,1.1004,0.013217,0.000705,0.708994,Alpha-N-acetylgalactosaminidase OS=Gallus gallus GN=NAGA PE=1 SV=1,Q90744
m.22432,235,0,0,0,0,0,0,0.243,0.2916,1,0.569509,0.615193,Sodium/hydrogen exchanger 9 OS=Mus musculus GN=Slc9a9 PE=2 SV=1,Q8BZ00
m.22434,265,5,5,6,2,6,1,-0.27,-0.6289,0.002106,0.66512,0.000111,"3-hydroxyisobutyrate dehydrogenase, mitochondrial OS=Mus musculus GN=Hibadh PE=1 SV=1",Q99L13
m.2244,1940,1,0,0,1,2,2,0.788,1.0549,0.025261,0.001423,0.714774,Brefeldin A-inhibited guanine nucleotide-exchange protein 1 OS=Bos taurus GN=ARFGEF1 PE=1 SV=1,O46382
m.22444,205,0,0,0,0,0,0,0.227,0.2798,1,0.579219,0.60485,Ras-related protein Rab-18-B OS=Danio rerio GN=rab18b PE=2 SV=1,Q6DHC1
m.22447,261,3,1,11,10,6,13,0.969,2.9434,0,0,0.613642,RuvB-like 1 OS=Rattus norvegicus GN=Ruvbl1 PE=1 SV=1,P60123
m.22449,384,4,4,6,3,4,3,-0.033,-0.0766,0.815297,0.707338,0.140383,m.22449,
m.22455,244,0,0,0,0,0,0,0.298,0.3568,1,0.507187,0.663459,Phosducin-like protein 3 OS=Rattus norvegicus GN=Pdcl3 PE=2 SV=1,Q4KLJ8
m.22473,320,0,0,0,0,0,0,0.27,0.3,0.999865,0.562309,0.622241,Neuferricin OS=Rattus norvegicus GN=Cyb5d2 PE=2 SV=1,Q6AY62
m.22476,364,2,0,0,0,2,0,0.248,0.3485,1,0.515943,0.6581,m.22476,
m.22483,250,0,0,0,0,0,0,0.26,0.3039,0.999873,0.558883,0.625427,Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g226089 PE=4 SV=1,3302536
m.2249,195,0,1,2,4,1,0,0.69,1.0361,0.032649,0.001881,0.717228,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens GN=SVEP1 PE=1 SV=3",Q4LDE5
m.22497,320,0,0,0,0,1,0,0.224,0.2496,1,0.601965,0.575975,CCR4-NOT transcription complex subunit 1 OS=Homo sapiens GN=CNOT1 PE=1 SV=2,A5YKK6
m.2250,660,4,2,1,0,1,0,-0.648,-0.8725,0.000019,0.647609,0.000001,Focal adhesion kinase 1 OS=Rattus norvegicus GN=Ptk2 PE=1 SV=1,O35346
m.22508,123,1,0,1,1,0,0,0.302,0.3479,1,0.516567,0.657705,"Alanine--glyoxylate aminotransferase 2, mitochondrial OS=Rattus norvegicus GN=Agxt2 PE=1 SV=2",Q64565
