Protein,Len,NN,NN,NN,NO,NO,NO,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown,DEFLINE
m.19166,267,1,2,0,0,1,0,-0.406,-0.4756,1,0.845706,1,Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g196670 PE=4 SV=1
m.19195,126,14,12,11,6,6,6,-0.803,-2.6788,0.087059,0.996574,0.020346,Enhancer of rudimentary homolog OS=Aedes aegypti PE=3 SV=1
m.19196,199,0,4,0,1,5,0,0.104,0.1873,1,1,0.847544,Predicted protein OS=Nematostella vectensis GN=v1g205949 PE=4 SV=1
m.19225,469,2,6,9,4,6,9,0.047,0.1417,0.913248,1,0.843158,Villin-1 OS=Homo sapiens GN=VIL1 PE=1 SV=4
m.19231,245,0,0,1,0,0,0,-0.187,-0.2145,0.481219,0.898662,1,N-sulphoglucosamine sulphohydrolase OS=Homo sapiens GN=SGSH PE=1 SV=1
m.19242,719,18,40,50,50,39,31,0.038,0.2927,1,1,0.869632,"Threonine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Tars PE=1 SV=2"
m.1925,184,0,0,1,2,0,1,0.151,0.1825,1,1,0.846892,ADP-ribosylation factor-like protein 6 OS=Danio rerio GN=arl6 PE=2 SV=1
m.19271,554,2,3,3,3,2,1,-0.389,-0.6592,1,0.891612,1,Tether containing UBX domain for GLUT4 OS=Mus musculus GN=Aspscr1 PE=1 SV=1
m.19281,105,0,2,0,1,1,0,-0.378,-0.4752,1,0.845266,1,m.19281
m.1929,853,0,0,0,0,1,0,-0.104,-0.1051,0.451141,1,0.952214,Tudor domain-containing protein 1 OS=Homo sapiens GN=TDRD1 PE=2 SV=2
m.19305,374,0,0,0,1,0,0,-0.14,-0.1558,0.450151,0.954765,1,m.19305
m.1931,256,0,0,1,0,0,0,-0.134,-0.1469,0.448505,0.966152,1,Nudix hydrolase 8 OS=Arabidopsis thaliana GN=NUDT8 PE=2 SV=2
m.19310,151,3,1,2,3,1,2,-0.075,-0.1198,0.448255,1,0.968371,m.19310
m.1936,223,0,3,2,2,2,1,-0.27,-0.4236,0.972963,0.838275,1,Calcyclin-binding protein OS=Bos taurus GN=CACYBP PE=2 SV=1
m.19360,173,10,8,10,8,9,13,0.006,0.0239,0.578563,1,0.860101,m.19360
m.19365,277,18,15,13,24,21,16,0.238,1.2772,1,0.570161,1,"ATP synthase subunit gamma, mitochondrial OS=Bos taurus GN=ATP5C1 PE=1 SV=3"
m.19391,189,0,0,0,1,1,1,-0.039,-0.041,0.489724,1,0.894606,Translocon-associated protein subunit beta OS=Homo sapiens GN=SSR2 PE=1 SV=1
m.19416,143,0,16,0,11,6,0,-0.062,-0.1774,0.457433,0.931291,1,Thioredoxin domain-containing protein 17 OS=Mus musculus GN=Txndc17 PE=1 SV=1
m.19423,152,6,1,1,4,0,1,-0.405,-0.7225,1,0.908573,1,Putative 2_-deoxynucleoside 5_-phosphate N-hydrolase 1 OS=Nematostella vectensis GN=v1g160099 PE=3 SV=1
m.19439,178,0,0,1,0,0,2,0.256,0.314,1,1,0.875037,Predicted protein OS=Nematostella vectensis GN=v1g208242 PE=4 SV=1
m.19446,282,0,4,0,0,2,1,-0.523,-0.7962,1,0.926621,1,m.19446
m.19455,354,0,0,4,1,0,1,-0.852,-1.1358,1,0.984567,0.970496,Uncharacterized WD repeat-containing protein alr2800 OS=Nostoc sp. (strain PCC 7120 / UTEX 2576) GN=alr2800 PE=4 SV=1
m.19460,144,31,21,35,48,30,31,0.161,1.1036,1,0.750693,0.997021,Glutathione peroxidase 1 OS=Mus musculus GN=Gpx1 PE=1 SV=2
m.19482,215,0,37,0,0,80,0,0.669,3.481,0.000493,0.000061,0.988632,m.19482
m.19487,501,7,3,5,6,1,2,-0.579,-1.2938,1,0.998412,0.79418,Paxillin OS=Gallus gallus GN=PXN PE=1 SV=1
m.19494,241,4,5,4,6,5,8,0.326,0.8814,1,0.994808,0.982366,Eukaryotic translation initiation factor 3 subunit G OS=Nematostella vectensis GN=v1g171563 PE=3 SV=1
m.19495,508,33,43,42,30,35,42,-0.167,-1.2472,1,0.995039,0.84612,m.19495
m.19496,684,6,10,7,7,9,10,0.057,0.2129,1,1,0.851777,Superoxide dismutase [Cu-Zn] 1 OS=Dictyostelium discoideum GN=sodA PE=2 SV=1
m.1950,311,6,4,13,6,6,7,-0.256,-0.7757,1,0.921568,1,Protein SEC13 homolog OS=Mus musculus GN=Sec13 PE=2 SV=3
m.19503,183,3,6,9,4,6,4,-0.329,-0.9472,1,0.957293,1,Predicted protein OS=Nematostella vectensis GN=v1g245101 PE=4 SV=1
m.19504,313,1,0,0,0,0,0,-0.13,-0.1465,0.448447,0.966152,1,m.19504
m.19510,516,10,13,8,18,14,13,0.269,1.1777,1,0.672823,0.999616,Glutamate dehydrogenase OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482) GN=gdhA PE=3 SV=2
m.19513,258,0,0,1,2,0,1,0.21,0.2694,1,1,0.863859,Matrix metalloproteinase-14 OS=Sus scrofa GN=MMP14 PE=2 SV=1
m.19514,1648,8,13,7,10,10,3,-0.289,-1.0207,1,0.969362,1,Titin OS=Homo sapiens GN=TTN PE=1 SV=4
m.1952,134,0,0,0,1,0,1,-0.203,-0.2385,0.504779,0.879698,1,m.1952
m.19534,303,0,0,0,1,0,0,-0.266,-0.2827,0.567156,0.856952,1,"Pyrroline-5-carboxylate reductase 1, mitochondrial OS=Bos taurus GN=PYCR1 PE=2 SV=1"
m.19535,181,3,3,9,3,6,5,-0.171,-0.4642,1,0.843604,1,AP-2 complex subunit sigma OS=Rattus norvegicus GN=Ap2s1 PE=2 SV=1
m.19558,268,10,7,17,12,9,15,0.001,0.0056,0.547711,1,0.868127,Adaptin ear-binding coat-associated protein 2 OS=Mus musculus GN=Necap2 PE=1 SV=1
m.19560,172,0,0,1,1,0,1,-0.137,-0.1588,0.450887,0.95201,1,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase OS=Amia calva GN=urad PE=3 SV=1
m.19561,251,6,0,6,7,2,7,0.163,0.4346,1,1,0.905677,m.19561
symbB1.EST_k37c20_8373|m.19579,378,3,5,5,5,1,7,-0.088,-0.2177,0.483976,0.894916,1,symbB1.EST_k37c20_8373 g.19579  ORF symbB1.EST_k37c20_8373 g.19579 symbB1.EST_k37c20_8373 m.19579 type:complete len:378 (-) symbB1.EST_k37c20_8373:71-1204(-)
m.19580,222,18,26,30,26,19,19,-0.214,-1.1992,1,0.991042,0.898753,m.19580
m.19592,449,3,0,0,2,0,1,-0.318,-0.4399,1,0.839792,1,"Cysteine desulfurase, mitochondrial OS=Pongo abelii GN=NFS1 PE=2 SV=1"
m.19593,255,0,0,1,1,2,0,0.17,0.2239,1,1,0.854017,"3_(2_),5_-bisphosphate nucleotidase 1 OS=Rattus norvegicus GN=Bpnt1 PE=1 SV=1"
symbB1.EST_k37c20_8381|m.19595,230,1,0,1,0,0,1,-0.117,-0.1411,0.447843,0.975075,0.994883,symbB1.EST_k37c20_8381 g.19595  ORF symbB1.EST_k37c20_8381 g.19595 symbB1.EST_k37c20_8381 m.19595 type:5prime_partial len:230 (+) symbB1.EST_k37c20_8381:3-692(+)
m.19597,531,12,28,17,33,31,11,0.188,1.0423,1,0.817202,0.994106,T-complex protein 1 subunit zeta OS=Gallus gallus GN=CCT6 PE=1 SV=3
m.19598,1537,3,0,0,2,0,0,-0.299,-0.4556,1,0.842079,1,Afadin OS=Mus musculus GN=Mllt4 PE=1 SV=3
m.196,258,7,9,3,5,10,8,0.118,0.3807,1,1,0.892326,Predicted protein OS=Nematostella vectensis GN=v1g241439 PE=4 SV=1
m.19608,102,0,0,0,0,1,0,-0.208,-0.2539,0.523583,0.871015,1,m.19608
m.19610,677,4,3,1,5,9,4,0.752,1.7564,0.814044,0.173835,1,Fermitin family homolog 2 OS=Homo sapiens GN=FERMT2 PE=1 SV=1
m.19611,105,1,0,0,1,0,0,-0.029,-0.0339,0.496796,1,0.889689,"Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens GN=TRAP1 PE=1 SV=3"
m.19657,547,4,6,5,7,6,5,0.107,0.2965,1,1,0.870225,YTH domain-containing family protein 2 OS=Mus musculus GN=Ythdf2 PE=2 SV=1
m.19661,333,6,6,25,8,5,11,-0.516,-1.9744,0.628931,1,0.201724,L-lactate dehydrogenase OS=Drosophila melanogaster GN=ImpL3 PE=2 SV=1
m.19674,317,17,7,0,20,7,0,0.038,0.1345,0.885398,1,0.842884,BTB/POZ domain-containing protein KCTD21 OS=Mus musculus GN=Kctd21 PE=2 SV=1
m.19685,242,0,0,3,0,0,0,-0.722,-0.9713,1,0.961798,1,Cytosolic 5_-nucleotidase 3A OS=Gallus gallus GN=NT5C3A PE=1 SV=3
m.19695,105,5,0,0,13,1,3,0.851,1.9674,0.423026,0.086059,1,Predicted protein OS=Nematostella vectensis GN=v1g196762 PE=4 SV=1
m.19704,127,0,2,3,1,3,0,-0.306,-0.4828,1,0.847063,1,Protein FAM49B OS=Homo sapiens GN=FAM49B PE=1 SV=1
m.19708,361,4,2,8,5,1,3,-0.528,-1.2052,1,0.991472,0.89346,Mitogen-activated protein kinase 14 OS=Rattus norvegicus GN=Mapk14 PE=2 SV=3
m.19709,568,0,3,0,0,1,0,-0.686,-0.85,1,0.938278,1,Kynurenine formamidase OS=Geobacillus thermodenitrificans (strain NG80-2) GN=kynB PE=3 SV=1
m.19722,109,3,2,1,2,0,2,-0.253,-0.415,0.938396,0.837507,1,"Isochorismatase domain-containing protein 2, mitochondrial OS=Xenopus laevis GN=isoc2 PE=2 SV=1"
m.19726,448,0,2,1,2,3,1,0.322,0.5005,1,1,0.921633,Integrin-linked protein kinase OS=Bos taurus GN=ILK PE=2 SV=1
m.19764,354,4,4,0,4,0,1,-0.561,-0.9988,1,0.966058,1,BTB/POZ domain-containing protein KCTD21 OS=Mus musculus GN=Kctd21 PE=2 SV=1
m.19768,178,7,7,5,9,8,4,0.036,0.1177,0.824207,1,0.84277,Carbonyl reductase [NADPH] 1 OS=Homo sapiens GN=CBR1 PE=1 SV=3
m.19805,110,30,9,0,42,9,4,0.24,1.1656,1,0.685269,0.999255,m.19805
m.1981,122,1,0,0,0,0,0,-0.031,-0.0387,0.491949,1,0.892935,Predicted protein OS=Nematostella vectensis GN=v1g247228 PE=4 SV=1
m.19810,153,0,3,0,0,2,0,-0.345,-0.4862,1,0.847529,1,Collagen triple helix repeat-containing protein 1 OS=Homo sapiens GN=CTHRC1 PE=1 SV=1
m.1983,176,0,0,2,0,3,0,0.141,0.204,1,1,0.85012,ADP-ribosylation factor-like protein 2-binding protein OS=Pongo abelii GN=ARL2BP PE=2 SV=1
m.19858,165,0,0,0,1,0,0,-0.171,-0.1907,0.464276,0.919521,1,m.19858
m.19866,117,1,0,0,0,0,0,-0.105,-0.124,0.447827,0.997171,0.974029,Predicted protein OS=Nematostella vectensis GN=v1g242938 PE=4 SV=1
m.19870,153,3,8,0,2,2,0,-1.02,-1.9847,0.61234,1,0.19678,Dopamine N-acetyltransferase OS=Drosophila melanogaster GN=Dat PE=1 SV=1
m.19871,271,0,0,0,2,0,0,0.246,0.3037,1,1,0.872016,Basement membrane-specific heparan sulfate proteoglycan core protein OS=Mus musculus GN=Hspg2 PE=1 SV=1
m.19899,782,2,1,3,7,1,2,0.457,0.9168,1,0.955338,0.98554,Src kinase-associated phosphoprotein 1 OS=Takifugu rubripes GN=skap1 PE=3 SV=1
m.19914,123,1,1,2,1,1,1,-0.364,-0.4615,1,0.84321,1,tRNA methyltransferase 112 homolog OS=Mus musculus GN=Trmt112 PE=2 SV=1
m.19923,914,0,0,0,0,1,0,-0.175,-0.2076,0.475668,0.904549,1,Transcription elongation factor SPT5 OS=Homo sapiens GN=SUPT5H PE=1 SV=1
m.19927,386,0,1,2,2,1,0,-0.079,-0.1107,0.449789,1,0.960142,Signal transducer and activator of transcription 5B OS=Rattus norvegicus GN=Stat5b PE=2 SV=1
m.19946,123,0,0,0,1,1,0,-0.037,-0.043,0.48784,1,0.89631,Predicted protein OS=Nematostella vectensis GN=v1g222763 PE=4 SV=1
m.1996,868,74,54,51,63,46,66,-0.101,-0.951,1,0.95813,1,Lysosomal alpha-mannosidase OS=Macaca fascicularis GN=MAN2B1 PE=2 SV=1
m.19966,302,62,30,40,53,26,30,-0.259,-2.0489,0.520136,1,0.165956,"3-hydroxyanthranilate 3,4-dioxygenase OS=Nematostella vectensis GN=v1g178517 PE=3 SV=1"
m.19978,746,6,10,25,19,17,22,0.288,1.5014,1,0.357748,1,Long-chain-fatty-acid--CoA ligase ACSBG2 OS=Xenopus laevis GN=acsbg2 PE=2 SV=1
m.19983,183,4,5,7,5,6,6,0.012,0.0343,0.598339,1,0.855948,GTPase HRas OS=Murine sarcoma virus NS.C58 GN=H-RAS PE=3 SV=1
m.19991,861,16,6,11,37,14,12,0.573,2.6555,0.028163,0.005854,0.993408,Major vault protein OS=Strongylocentrotus purpuratus GN=MVP PE=1 SV=1
m.19993,588,0,3,4,1,3,5,0.029,0.0556,0.644274,1,0.850045,Rho GTPase-activating protein 44 OS=Homo sapiens GN=ARHGAP44 PE=1 SV=1
m.2,157,14,13,21,26,16,20,0.19,1.0258,1,0.835272,0.993188,60S ribosomal protein L14 OS=Lumbricus rubellus GN=RPL14 PE=3 SV=1
m.20,400,1,2,0,0,0,0,-0.479,-0.6597,1,0.891612,1,Carbonic anhydrase OS=Danio rerio GN=cahz PE=1 SV=2
m.200,1142,82,66,64,72,79,57,-0.1,-1,1,0.966433,1,Ankyrin-3 OS=Mus musculus GN=Ank3 PE=1 SV=1
m.20007,369,0,2,0,0,3,1,0.178,0.2583,1,1,0.861102,Transcription factor Sox-8 OS=Tetraodon nigroviridis GN=sox8 PE=2 SV=2
m.20009,465,0,0,0,0,1,0,-0.044,-0.0506,0.481099,1,0.901611,"Carnitine O-palmitoyltransferase 2, mitochondrial OS=Homo sapiens GN=CPT2 PE=1 SV=2"
m.20013,565,36,80,51,50,50,57,-0.143,-1.2659,1,0.99646,0.825252,Drebrin-like protein OS=Homo sapiens GN=DBNL PE=1 SV=1
m.20024,272,3,0,5,0,0,5,-0.409,-0.7652,1,0.919271,1,Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2
m.20030,173,0,6,0,0,5,0,-0.238,-0.487,1,0.847528,1,Low affinity immunoglobulin epsilon Fc receptor OS=Homo sapiens GN=FCER2 PE=1 SV=1
m.20034,99,0,0,5,0,0,3,-0.461,-0.7621,1,0.918112,1,m.20034
m.20041,230,91,122,97,81,138,81,-0.111,-1.3172,1,0.999743,0.771061,m.20041
m.20048,384,0,3,2,1,4,2,0.082,0.1428,0.91759,1,0.843162,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens GN=SVEP1 PE=1 SV=3"
m.20062,124,1,1,3,2,0,3,0.108,0.1724,1,1,0.84571,hypothetical protein LOTGIDRAFT_165383 [Lottia gigantea]
m.20081,531,0,3,0,2,4,4,0.624,1.1926,1,0.657951,1,Ankyrin-2 OS=Mus musculus GN=Ank2 PE=1 SV=2
m.2011,367,0,0,4,1,1,0,-0.897,-1.1928,1,0.990386,0.906691,mRNA export factor OS=Sus scrofa GN=RAE1 PE=3 SV=1
m.20145,264,0,2,2,1,2,3,0.108,0.1713,1,1,0.845445,Alpha-taxilin OS=Mus musculus GN=Txlna PE=2 SV=1
symbB1.EST_k37c20_8647|m.20169,525,0,0,0,3,0,0,0.472,0.5889,1,1,0.940324,symbB1.EST_k37c20_8647 g.20169  ORF symbB1.EST_k37c20_8647 g.20169 symbB1.EST_k37c20_8647 m.20169 type:complete len:525 (-) symbB1.EST_k37c20_8647:112-1686(-)
m.20175,165,1,0,2,3,2,2,0.577,0.8712,1,1,0.981458,m.20175
m.202,101,4,4,6,5,4,7,0.046,0.1255,0.851948,1,0.842727,m.202
m.2022,539,0,1,0,3,0,0,0.474,0.5596,1,1,0.934583,Prolyl 4-hydroxylase subunit alpha-2 OS=Homo sapiens GN=P4HA2 PE=1 SV=1
m.20248,122,1,2,1,2,0,0,-0.14,-0.199,0.469491,0.910759,1,Predicted protein OS=Nematostella vectensis GN=v1g207332 PE=4 SV=1
m.20256,148,0,0,0,0,1,0,0.026,0.0298,0.589575,1,0.857531,m.20256
m.2026,290,10,4,5,10,3,3,-0.248,-0.72,1,0.907963,1,Putative glutamine amidotransferase YLR126C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YLR126C PE=1 SV=1
symbB1.EST_k37c20_8698|m.20269,137,5,6,6,6,5,5,-0.151,-0.4217,0.965222,0.838064,1,symbB1.EST_k37c20_8698 g.20269  ORF symbB1.EST_k37c20_8698 g.20269 symbB1.EST_k37c20_8698 m.20269 type:complete len:137 (+) symbB1.EST_k37c20_8698:84-494(+)
m.20282,2215,0,3,4,4,0,0,-0.393,-0.6782,1,0.896727,1,m.20282
m.2030,436,1,0,7,2,7,7,0.524,1.2197,1,0.630856,1,"Tryptophan--tRNA ligase, cytoplasmic OS=Homo sapiens GN=WARS PE=1 SV=2"
m.20317,123,0,1,0,0,1,0,-0.05,-0.0557,0.476943,1,0.905308,m.20317
m.2032,373,32,26,21,39,35,26,0.16,1.0586,1,0.799197,0.994964,4-hydroxybutyrate coenzyme A transferase OS=Clostridium kluyveri (strain ATCC 8527 / DSM 555 / NCIMB 10680) GN=cat2 PE=3 SV=3
m.20374,285,5,8,7,9,15,9,0.418,1.4749,1,0.380793,1,m.20374
m.20468,481,0,0,0,0,0,1,-0.085,-0.0926,0.455286,1,0.939689,Eukaryotic translation initiation factor 3 subunit D OS=Nematostella vectensis GN=v1g235689 PE=3 SV=1
m.20474,180,1,0,0,1,0,0,-0.135,-0.1544,0.449844,0.957556,1,Inositol polyphosphate 1-phosphatase OS=Mus musculus GN=Inpp1 PE=1 SV=2
m.20478,183,0,0,0,0,2,0,0.19,0.2365,1,1,0.856423,Angiopoietin-1 receptor OS=Mus musculus GN=Tek PE=1 SV=2
m.20487,290,2,0,3,2,0,2,-0.331,-0.5155,1,0.853641,1,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_63866 PE=4 SV=1
symbB1.EST_k37c20_8809|m.20497,2728,0,0,0,1,0,0,-0.15,-0.1807,0.458962,0.928864,1,symbB1.EST_k37c20_8809 g.20497  ORF symbB1.EST_k37c20_8809 g.20497 symbB1.EST_k37c20_8809 m.20497 type:5prime_partial len:2728 (+) symbB1.EST_k37c20_8809:3-8186(+)
m.2050,233,14,10,1,8,3,2,-0.743,-2.1084,0.451678,1,0.140977,Probable peptidyl-tRNA hydrolase 2 OS=Caenorhabditis elegans GN=C24G6.8 PE=3 SV=1
m.20505,118,0,0,0,1,2,0,0.166,0.2108,1,1,0.851351,"Pyruvate carboxylase, mitochondrial OS=Homo sapiens GN=PC PE=1 SV=2"
m.20509,361,4,6,7,5,4,6,-0.199,-0.5209,1,0.855297,1,Arfaptin-2 OS=Rattus norvegicus GN=Arfip2 PE=2 SV=1
m.20599,102,0,0,0,1,3,2,0.624,0.8102,1,1,0.974887,7-methylguanosine phosphate-specific 5_-nucleotidase A OS=Xenopus laevis GN=Nt5c3b-a PE=2 SV=2
m.20628,112,1,0,0,0,0,0,-0.189,-0.2121,0.479229,0.900591,1,Egg protein OS=Euphyllia ancora PE=2 SV=1
m.20641,264,0,1,1,0,0,0,-0.1,-0.1198,0.448255,1,0.968371,Plexin A3 OS=Danio rerio GN=plxna3 PE=2 SV=2
m.20656,236,0,7,9,0,7,9,-0.087,-0.2416,0.508328,0.878171,1,Glutathione S-transferase U20 OS=Arabidopsis thaliana GN=GSTU20 PE=1 SV=1
m.20660,110,0,0,1,3,0,1,0.521,0.6451,1,1,0.950876,Pentatricopeptide repeat-containing protein At3g13150 OS=Arabidopsis thaliana GN=At3g13150 PE=2 SV=1
m.2067,217,18,13,10,22,8,8,-0.169,-0.7172,1,0.906737,1,"Acylpyruvase FAHD1, mitochondrial OS=Bos taurus GN=FAHD1 PE=2 SV=1"
symbB1.EST_k37c20_902|m.2067,270,14,16,0,17,21,0,0.134,0.5695,1,1,0.936531,symbB1.EST_k37c20_902 g.2067  ORF symbB1.EST_k37c20_902 g.2067 symbB1.EST_k37c20_902 m.2067 type:3prime_partial len:271 (+) symbB1.EST_k37c20_902:68-877(+)
m.20681,102,0,0,0,0,1,0,-0.112,-0.1282,0.447569,0.990678,0.979821,4-coumarate--CoA ligase-like 1 OS=Arabidopsis thaliana GN=4CLL1 PE=2 SV=1
m.20683,314,12,0,7,5,0,2,-1.033,-2.5734,0.125766,0.998217,0.030473,NmrA-like family domain-containing protein 1 OS=Gallus gallus GN=NMRAL1 PE=2 SV=1
m.20687,385,0,0,0,0,0,1,-0.11,-0.1231,0.447906,0.997171,0.974029,FGFR1 oncogene partner OS=Bos taurus GN=FGFR1OP PE=2 SV=1
symbB1.EST_k37c20_8896|m.20721,588,0,1,3,1,2,4,0.312,0.5499,1,1,0.9326,symbB1.EST_k37c20_8896 g.20721  ORF symbB1.EST_k37c20_8896 g.20721 symbB1.EST_k37c20_8896 m.20721 type:complete len:588 (+) symbB1.EST_k37c20_8896:86-1849(+)
m.20764,128,0,0,1,2,0,0,0.256,0.3047,1,1,0.872616,m.20764
m.20784,421,1,3,1,2,2,0,-0.044,-0.07,0.466829,1,0.917192,SH3 domain-containing kinase-binding protein 1 OS=Homo sapiens GN=SH3KBP1 PE=1 SV=2
m.20818,279,1,3,2,3,4,0,0.227,0.4175,1,1,0.901489,Putative uncharacterized protein OS=Salpingoeca rosetta (strain ATCC 50818 / BSB-021) GN=PTSG_01084 PE=4 SV=1
m.20823,136,0,0,2,4,1,0,0.438,0.633,1,1,0.94878,Collagen alpha-1(XII) chain OS=Gallus gallus GN=COL12A1 PE=1 SV=3
m.20828,231,2,1,4,4,2,4,0.278,0.5619,1,1,0.935073,COMM domain-containing protein 9 OS=Homo sapiens GN=COMMD9 PE=1 SV=2
m.20898,435,5,4,9,11,2,11,0.198,0.6436,1,1,0.950876,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Bos taurus GN=DLST PE=1 SV=2"
m.20916,317,30,36,65,19,38,52,-0.258,-1.9529,0.665026,1,0.21322,m.20916
m.20918,315,4,7,10,3,6,1,-0.852,-2.2556,0.330096,1,0.091225,Methionine adenosyltransferase 2 subunit beta OS=Bos taurus GN=MAT2B PE=2 SV=1
m.20924,380,8,8,13,16,19,9,0.338,1.4636,1,0.391471,1,cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Pongo abelii GN=PRKAR1A PE=2 SV=2
m.20925,190,12,16,33,5,22,44,0.081,0.4715,1,1,0.914968,Predicted protein OS=Nematostella vectensis GN=v1g241950 PE=4 SV=1
m.20930,647,74,103,100,128,109,125,0.185,2.3718,0.087809,0.019058,0.997231,Heat shock cognate 71 kDa protein OS=Rattus norvegicus GN=Hspa8 PE=1 SV=1
m.20941,628,4,3,9,5,2,2,-0.725,-1.7631,1,1,0.34015,Leukotriene A-4 hydrolase OS=Bos taurus GN=LTA4H PE=2 SV=3
m.20943,927,0,0,1,0,0,0,-0.17,-0.2045,0.473352,0.906586,1,Splicing factor 3B subunit 2 OS=Homo sapiens GN=SF3B2 PE=1 SV=2
m.20945,770,6,6,13,11,7,7,-0.088,-0.3105,0.620629,0.84694,1,Huntingtin-interacting protein 1 OS=Homo sapiens GN=HIP1 PE=1 SV=5
m.20950,164,0,0,1,0,0,0,-0.172,-0.1884,0.462961,0.921801,1,Trafficking protein particle complex subunit 1 OS=Rattus norvegicus GN=Trappc1 PE=2 SV=1
m.20951,166,0,0,10,13,0,5,0.383,1.1111,1,0.743089,0.997311,m.20951
m.20952,109,0,0,0,1,0,1,-0.185,-0.2129,0.479887,0.898669,1,m.20952
m.20957,639,1,11,18,24,15,33,0.807,3.7601,0.000078,0.00001,0.987398,Protein DD3-3 OS=Dictyostelium discoideum GN=DD3-3 PE=2 SV=1
m.20959,229,28,41,40,32,35,39,-0.105,-0.7656,1,0.919271,1,Ran-specific GTPase-activating protein OS=Homo sapiens GN=RANBP1 PE=1 SV=1
m.20965,99,3,1,0,1,2,0,-0.317,-0.4622,1,0.843209,1,m.20965
m.20967,304,2,2,2,1,1,2,-0.553,-0.8207,1,0.932044,1,N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase (Fragment) OS=Spodoptera frugiperda PE=1 SV=1
m.20970,243,0,9,0,1,10,0,0.032,0.0748,0.692321,1,0.846363,Predicted protein OS=Nematostella vectensis GN=v1g245862 PE=4 SV=1
m.20978,138,44,27,40,23,23,56,-0.159,-1.1679,1,0.988085,0.933235,m.20978
m.20979,350,0,0,2,1,0,0,-0.376,-0.4722,1,0.844839,1,m.20979
symbB1.EST_k37c20_9006|m.20985,1608,0,0,0,1,0,1,-0.097,-0.1037,0.451526,1,0.952216,symbB1.EST_k37c20_9006 g.20985  ORF symbB1.EST_k37c20_9006 g.20985 symbB1.EST_k37c20_9006 m.20985 type:5prime_partial len:1608 (-) symbB1.EST_k37c20_9006:371-5194(-)
m.20986,292,0,0,1,0,1,1,-0.153,-0.1788,0.458067,0.931288,1,Collagen triple helix repeat-containing protein 1 OS=Homo sapiens GN=CTHRC1 PE=1 SV=1
m.20992,502,0,1,0,0,1,0,-0.03,-0.0341,0.496587,1,0.889689,ATP-binding cassette sub-family E member 1 OS=Mus musculus GN=Abce1 PE=2 SV=1
m.21,461,99,439,308,193,366,337,-0.02,-0.4171,0.946729,0.83768,1,Elongation factor 1-alpha OS=Danio rerio GN=eef1a PE=2 SV=1
m.21000,372,40,39,29,27,26,33,-0.306,-2.0396,0.532274,1,0.170257,Calumenin OS=Oryctolagus cuniculus GN=CALU PE=1 SV=2
m.21001,182,1,0,1,0,0,2,0.189,0.2305,1,1,0.854963,Peptide methionine sulfoxide reductase MsrB OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) GN=msrB PE=3 SV=3
m.21002,259,0,1,0,2,1,0,0.269,0.3122,1,1,0.874429,Eukaryotic translation initiation factor 3 subunit F OS=Macaca fascicularis GN=EIF3F PE=2 SV=1
symbB1.EST_k37c20_9015|m.21003,1002,1,0,0,1,0,1,-0.181,-0.2084,0.476289,0.902559,1,symbB1.EST_k37c20_9015 g.21003  ORF symbB1.EST_k37c20_9015 g.21003 symbB1.EST_k37c20_9015 m.21003 type:5prime_partial len:1002 (-) symbB1.EST_k37c20_9015:67-3072(-)
m.21013,777,0,0,0,0,1,0,-0.164,-0.184,0.460597,0.924124,1,Acyl-CoA dehydrogenase family member 11 OS=Rattus norvegicus GN=Acad11 PE=1 SV=1
m.21018,369,3,1,6,3,0,3,-0.514,-1.0725,1,0.97676,1,Endophilin-A2 OS=Homo sapiens GN=SH3GL1 PE=1 SV=1
m.21023,149,6,7,6,6,4,7,-0.194,-0.5361,1,0.858726,1,Allograft inflammatory factor 1 OS=Homo sapiens GN=AIF1 PE=1 SV=1
m.21024,188,3,5,3,8,6,1,0.227,0.5745,1,1,0.937492,Adenine phosphoribosyltransferase OS=Rattus norvegicus GN=Aprt PE=1 SV=1
m.21046,141,9,6,5,8,2,4,-0.418,-1.1867,1,0.989714,0.91464,m.21046
m.21047,294,6,4,6,10,3,8,0.166,0.5011,1,1,0.921633,"Enoyl-CoA hydratase domain-containing protein 3, mitochondrial OS=Danio rerio GN=echdc3 PE=2 SV=2"
m.21049,288,2,2,0,2,1,0,-0.261,-0.3713,0.782055,0.836969,1,E3 ubiquitin-protein ligase LRSAM1 OS=Homo sapiens GN=LRSAM1 PE=1 SV=1
