PROTID,UniprotID,Name
m.18696,Q8K2J9,BTB/POZ domain-containing protein 6 OS=Mus musculus GN=Btbd6 PE=2 SV=2                   
m.18699,Q16526,Cryptochrome-1 OS=Homo sapiens GN=CRY1 PE=1 SV=1                      
m.1870,Q6Q760,Sodium leak channel non-selective protein OS=Rattus norvegicus GN=Nalcn PE=2 SV=1                  
m.18701,Q6IQ22,Ras-related protein Rab-12 OS=Homo sapiens GN=RAB12 PE=1 SV=3                    
m.18702,P14207,Folate receptor beta OS=Homo sapiens GN=FOLR2 PE=1 SV=4                    
m.18705,Q6ZS86,Putative glycerol kinase 5 OS=Homo sapiens GN=GK5 PE=2 SV=2                   
m.18707,Q5HYK7,SH3 domain-containing protein 19 OS=Homo sapiens GN=SH3D19 PE=1 SV=2                   
m.18710,B1VEI4,D-inositol 3-phosphate glycosyltransferase OS=Corynebacterium urealyticum (strain ATCC 43042 / DSM 7109) GN=mshA PE=3 SV=1              
m.18713,9025318,Uncharacterized protein OS=Phytophthora parasitica P1569 GN=F443_17595 PE=4 SV=1                    
m.18714,O94827,Pleckstrin homology domain-containing family G member 5 OS=Homo sapiens GN=PLEKHG5 PE=1 SV=3                
m.18715,Q1LZA0,GPI mannosyltransferase 3 OS=Bos taurus GN=PIGB PE=2 SV=1                    
m.18716,3266311,Predicted protein OS=Nematostella vectensis GN=v1g237975 PE=4 SV=1                     
m.18717,4601266,Uncharacterized protein OS=Amphimedon queenslandica PE=4 SV=1                      
m.18719,Q6AYH2,INO80 complex subunit E OS=Rattus norvegicus GN=Ino80e PE=2 SV=1                   
m.1872,Q4R0J7,D-arabinitol dehydrogenase 1 OS=Uromyces fabae GN=ARD1 PE=1 SV=1                    
m.18720,A8MYG8,Putative ankyrin repeat domain-containing protein ENSP00000383069 OS=Homo sapiens PE=4 SV=2                  
m.18721,3281129,Predicted protein OS=Nematostella vectensis GN=v1g246451 PE=4 SV=1                     
m.18722,3274182,Predicted protein OS=Nematostella vectensis GN=v1g206329 PE=4 SV=1                     
m.18726,3446969,Predicted protein OS=Trichoplax adhaerens GN=TRIADDRAFT_60437 PE=4 SV=1                     
m.18728,Q9EQY0,Serine/threonine-protein kinase/endoribonuclease IRE1 OS=Mus musculus GN=Ern1 PE=1 SV=1                    
m.18729,3269818,Predicted protein OS=Nematostella vectensis GN=v1g200879 PE=4 SV=1                     
m.18730,P21452,Substance-K receptor OS=Homo sapiens GN=TACR2 PE=1 SV=3                     
m.18731,B2RC85,Radial spoke head 10 homolog B2 OS=Homo sapiens GN=RSPH10B2 PE=2 SV=2                 
m.18736,Q80XJ3,Tetratricopeptide repeat protein 28 OS=Mus musculus GN=Ttc28 PE=2 SV=3                   
m.1874,5730860,Uncharacterized protein OS=Lottia gigantea GN=LOTGIDRAFT_113739 PE=4 SV=1                     
m.18740,Q2LE08,Forkhead box protein P1-B OS=Danio rerio GN=foxp1b PE=2 SV=1                   
m.18745,Q5FVN6,GTPase IMAP family member 6 OS=Rattus norvegicus GN=Gimap6 PE=2 SV=1                  
m.18748,Q5U316,Ras-related protein Rab-35 OS=Rattus norvegicus GN=Rab35 PE=1 SV=1                    
m.18749,Q6PGA0,REST corepressor 3 OS=Mus musculus GN=Rcor3 PE=2 SV=2                    
m.1875,P30043,Flavin reductase (NADPH) OS=Homo sapiens GN=BLVRB PE=1 SV=3                    
m.18751,P51592,E3 ubiquitin-protein ligase hyd OS=Drosophila melanogaster GN=hyd PE=1 SV=3                   
m.18758,Q07722,1-phosphatidylinositol 45-bisphosphate phosphodiesterase beta-4 (Fragment) OS=Bos taurus GN=PLCB4 PE=1 SV=1                           
m.1876,Q9BZH6,WD repeat-containing protein 11 OS=Homo sapiens GN=WDR11 PE=1 SV=1                   
m.18767,O43432,Eukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens GN=EIF4G3 PE=1 SV=2                
m.18768,P18460,Fibroblast growth factor receptor 3 OS=Gallus gallus GN=FGFR3 PE=2 SV=1                  
m.18769,P0CB42,Alkylated DNA repair protein alkB homolog 1 OS=Mus musculus GN=Alkbh1 PE=1 SV=1                
m.1877,Q3L254,Protein Wnt-7b OS=Gallus gallus GN=WNT7B PE=2 SV=1                     
m.18773,Q6DJI9,Zinc finger CCHC-type and RNA-binding motif-containing protein 1 OS=Xenopus laevis GN=zcrb1 PE=2 SV=1               
m.18775,P59240,Nephrocystin-4 OS=Mus musculus GN=Nphp4 PE=1 SV=2                      
m.18776,Q5U4T7,Protein bicaudal C homolog 1-B OS=Xenopus laevis GN=bicc1-b PE=2 SV=1                  
m.18777,Q9CZE3,Ras-related protein Rab-32 OS=Mus musculus GN=Rab32 PE=2 SV=3                    
m.18779,O88939,Zinc finger and BTB domain-containing protein 7A OS=Mus musculus GN=Zbtb7a PE=1 SV=2                
m.1878,P97846,Contactin-associated protein 1 OS=Rattus norvegicus GN=Cntnap1 PE=1 SV=1                    
m.18780,Q5T0T0,E3 ubiquitin-protein ligase 8-Mar OS=Homo sapiens GN=MARCH8 PE=1 SV=1                   
m.18781,Q8R151,NFX1-type zinc finger-containing protein 1 OS=Mus musculus GN=Znfx1 PE=2 SV=3                  
m.18783,Q86IA3,Protein disulfide-isomerase 1 OS=Dictyostelium discoideum GN=pdi1 PE=1 SV=2                    
m.18785,A7SNR3,Ubiquinone biosynthesis protein COQ4 homolog mitochondrial OS=Nematostella vectensis GN=v1g191789 PE=3 SV=1                           
m.18786,Q90WM5,Doublesex- and mab-3-related transcription factor 3 OS=Takifugu rubripes GN=dmrt3 PE=2 SV=2                 
m.18788,Q9D531,Nucleoredoxin-like protein 2 OS=Mus musculus GN=Nxnl2 PE=2 SV=1                    
m.18789,Q8BMI4,Flap endonuclease GEN homolog 1 OS=Mus musculus GN=Gen1 PE=2 SV=2                  
m.1879,Q68FF9,3-oxo-5-alpha-steroid 4-dehydrogenase 1 OS=Mus musculus GN=Srd5a1 PE=2 SV=2                    
m.18791,Q0V9W6,BTB/POZ domain-containing protein 6 OS=Xenopus tropicalis GN=btbd6 PE=2 SV=2                   
m.18793,D4A5C3,3-hydroxymethyl-3-methylglutaryl-CoA lyase cytoplasmic OS=Rattus norvegicus GN=Hmgcll1 PE=1 SV=1                           
m.18794,P27612,Phospholipase A-2-activating protein OS=Mus musculus GN=Plaa PE=2 SV=4                    
m.18795,4929376,Telomeraseassociated protein 1 putative OS=Acanthamoeba castellanii str. Neff GN=ACA1_370060 PE=4 SV=1                           
m.18796,3277907,Predicted protein OS=Nematostella vectensis GN=v1g244691 PE=4 SV=1                     
m.18797,Q9JLC8,Sacsin OS=Mus musculus GN=Sacs PE=1 SV=2                      
m.18798,O94539,Presequence translocated-associated motor subunit pam17 mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=pam17 PE=3 SV=2                           
m.18799,3280546,Predicted protein OS=Nematostella vectensis GN=v1g246145 PE=4 SV=1                     
m.188,Q8C2L6,Transmembrane protein 161B OS=Mus musculus GN=Tmem161b PE=2 SV=1                    
m.18800,Q640T1,Allantoicase OS=Xenopus tropicalis GN=allc PE=2 SV=1                      
m.18801,Q9W6S5,Allantoicase OS=Xenopus laevis GN=allc PE=2 SV=1                      
m.18803,Q9Y5G8,Protocadherin gamma-A5 OS=Homo sapiens GN=PCDHGA5 PE=2 SV=1                     
m.18805,B1AY13,Ubiquitin carboxyl-terminal hydrolase 24 OS=Mus musculus GN=Usp24 PE=1 SV=1                   
m.18808,Q5F349,Protein O-mannose kinase OS=Gallus gallus GN=POMK PE=2 SV=1                    
m.1881,P27463,Retinal dehydrogenase 1 OS=Gallus gallus GN=ALDH1A1 PE=2 SV=1                    
m.18810,Q9BWU0,Kanadaptin OS=Homo sapiens GN=SLC4A1AP PE=1 SV=1                      
m.18811,B3DLA6,Endoribonuclease Dicer OS=Xenopus tropicalis GN=dicer1 PE=2 SV=2                     
m.18813,Q95SX7,Probable RNA-directed DNA polymerase from transposon BS OS=Drosophila melanogaster GN=RTase PE=2 SV=1                
m.18814,22075682,Uncharacterized protein OS=Anabaena sp. 90 GN=ANA_C10044 PE=4 SV=1                    
m.18816,Q54SV3,Probable allantoinase 1 OS=Dictyostelium discoideum GN=allB1 PE=3 SV=1                    
m.18817,Q4V8G4,WD repeat-containing protein 78 OS=Rattus norvegicus GN=Wdr78 PE=2 SV=1                   
m.18819,Q99JG3,Annexin A13 OS=Mus musculus GN=Anxa13 PE=2 SV=3                     
m.18821,Q96RW7,Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2                      
m.18824,Q06453,Homeobox protein aristaless OS=Drosophila melanogaster GN=al PE=1 SV=2                    
m.18825,Q14315,Filamin-C OS=Homo sapiens GN=FLNC PE=1 SV=3                      
m.1883,3281869,Predicted protein OS=Nematostella vectensis GN=v1g246855 PE=4 SV=1                     
m.18830,Q99933,BAG family molecular chaperone regulator 1 OS=Homo sapiens GN=BAG1 PE=1 SV=4                 
m.18832,Q92058,Alkaline phosphatase tissue-nonspecific isozyme OS=Gallus gallus GN=ALPL PE=2 SV=1                           
m.18834,Q8AXV0,Endophilin-A2 OS=Gallus gallus GN=SH3GL1 PE=1 SV=1                      
m.18835,A2AN08,E3 ubiquitin-protein ligase UBR4 OS=Mus musculus GN=Ubr4 PE=1 SV=1                   
m.1884,O00571,ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=3                   
m.18842,Q9NYL2,Mitogen-activated protein kinase kinase kinase MLT OS=Homo sapiens GN=ZAK PE=1 SV=3                 
m.18843,32146033,Uncharacterized protein OS=Bacteroides coprophilus DSM 18228 = JCM 13818 GN=BACCOPRO_00644 PE=4 SV=1                
m.18844,Q3KNY5,RIIa domain-containing protein 1 OS=Mus musculus GN=Riiad1 PE=2 SV=2                   
m.18845,8029165,Uncharacterized protein OS=Setaria italica GN=Si020938m.g PE=4 SV=1                     
m.18846,P50429,Arylsulfatase B OS=Mus musculus GN=Arsb PE=2 SV=3                     
m.18848,3268769,Predicted protein OS=Nematostella vectensis GN=v1g239513 PE=4 SV=1                     
m.18853,Q96MT7,WD repeat-containing protein 52 OS=Homo sapiens GN=WDR52 PE=1 SV=1                   
m.18855,3273168,Predicted protein OS=Nematostella vectensis GN=v1g205031 PE=4 SV=1                     
m.18856,P0C870,JmjC domain-containing protein 7 OS=Homo sapiens GN=JMJD7 PE=2 SV=1                   
m.18857,O65639,Cold shock protein 1 OS=Arabidopsis thaliana GN=CSP1 PE=2 SV=1                   
m.18858,3268769,Predicted protein OS=Nematostella vectensis GN=v1g239513 PE=4 SV=1                     
m.18862,P17702,60S ribosomal protein L28 OS=Rattus norvegicus GN=Rpl28 PE=1 SV=4                   
m.18863,XP_006819750,PREDICTED: uncharacterized protein LOC102804133 [Saccoglossus kowalevskii]                      
m.18865,A7YSY2,Spermatogenesis-associated protein 5-like protein 1 OS=Bos taurus GN=SPATA5L1 PE=2 SV=1                  
m.18868,3268890,Predicted protein OS=Nematostella vectensis GN=v1g199696 PE=4 SV=1                     
m.18869,Q2KIH4,Ribosome biogenesis regulatory protein homolog OS=Bos taurus GN=RRS1 PE=2 SV=1                  
m.18871,3276259,Predicted protein OS=Nematostella vectensis GN=v1g243805 PE=4 SV=1                     
m.18872,P26016,Furin-like protease 1 isoforms 1/1-X/2 OS=Drosophila melanogaster GN=Fur1 PE=2 SV=2                           
m.18875,P48416,Cytochrome P450 10 OS=Lymnaea stagnalis GN=CYP10 PE=2 SV=1                    
m.18877,Q5ZJF3,Transcriptional adapter 2-alpha OS=Gallus gallus GN=TADA2A PE=2 SV=1                    
m.18878,Q6INU2,BSD domain-containing protein 1-A OS=Xenopus laevis GN=bsdc1-a PE=2 SV=1                   
m.18888,Q9QYP0,Multiple epidermal growth factor-like domains protein 8 OS=Rattus norvegicus GN=Megf8 PE=1 SV=2                
m.1889,Q5ZM55,Protein fem-1 homolog B OS=Gallus gallus GN=FEM1B PE=2 SV=1                   
m.18890,Q9JKA5,Cell surface A33 antigen OS=Mus musculus GN=Gpa33 PE=2 SV=2                   
m.18895,Q08BS4,Histone-lysine N-methyltransferase EZH2 OS=Danio rerio GN=ezh2 PE=2 SV=1                    
m.18896,Q5VW36,Focadhesin OS=Homo sapiens GN=FOCAD PE=1 SV=1                      
m.18898,P22125,Ras-related protein ORAB-1 OS=Diplobatis ommata PE=2 SV=1                     
m.189,Q96M91,Coiled-coil domain-containing protein 11 OS=Homo sapiens GN=CCDC11 PE=1 SV=2                   
m.18900,Q60803,TNF receptor-associated factor 3 OS=Mus musculus GN=Traf3 PE=1 SV=2                   
m.18905,P18756,Protein c-ets-1-B (Fragment) OS=Xenopus laevis GN=ets1-b PE=2 SV=1                    
m.18909,Q8BGC4,Zinc-binding alcohol dehydrogenase domain-containing protein 2 OS=Mus musculus GN=Zadh2 PE=1 SV=1                 
m.18913,A1EC95,HEAT repeat-containing protein 6 OS=Rattus norvegicus GN=Heatr6 PE=2 SV=1                   
m.18914,Q16832,Discoidin domain-containing receptor 2 OS=Homo sapiens GN=DDR2 PE=1 SV=2                   
m.18916,Q9Z2A5,Arginyl-tRNA--protein transferase 1 OS=Mus musculus GN=Ate1 PE=1 SV=2                    
m.18919,3277640,Predicted protein OS=Nematostella vectensis GN=v1g244548 PE=4 SV=1                     
m.18920,P61752,Histamine H2 receptor OS=Pongo pygmaeus GN=HRH2 PE=3 SV=1                    
m.18921,Q5ZM55,Protein fem-1 homolog B OS=Gallus gallus GN=FEM1B PE=2 SV=1                   
m.18923,Q9Y4K3,TNF receptor-associated factor 6 OS=Homo sapiens GN=TRAF6 PE=1 SV=1                   
m.18924,3284086,Predicted protein OS=Nematostella vectensis GN=v1g175313 PE=3 SV=1                     
m.18926,Q6GM59,Monocarboxylate transporter 12 OS=Xenopus laevis GN=slc16a12 PE=2 SV=1                    
m.18927,Q9R095,Sperm flagellar protein 2 OS=Rattus norvegicus GN=Spef2 PE=2 SV=2                   
m.18931,XP_001622790,hypothetical protein NEMVEDRAFT_v1g139805 [Nematostella vectensis]                       
m.18933,22075682,Uncharacterized protein OS=Anabaena sp. 90 GN=ANA_C10044 PE=4 SV=1                    
m.18936,Q0V9W6,BTB/POZ domain-containing protein 6 OS=Xenopus tropicalis GN=btbd6 PE=2 SV=2                   
m.18939,Q28WQ1,Kinesin-like protein unc-104 OS=Drosophila pseudoobscura pseudoobscura GN=unc-104 PE=3 SV=1                   
m.1894,3673358,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_81321 PE=4 SV=1                    
m.18940,3285453,Predicted protein OS=Nematostella vectensis GN=v1g220885 PE=4 SV=1                     
m.18946,A5D7H5,Protein CASC3 OS=Bos taurus GN=CASC3 PE=2 SV=1                     
m.18948,P54099,DNA polymerase subunit gamma-1 OS=Mus musculus GN=Polg PE=1 SV=2                   
m.18949,4772949,Malignant fibrous histiocytoma-amplified sequence 1 OS=Crassostrea gigas GN=CGI_10013238 PE=4 SV=1                  
m.1895,3271774,Predicted protein OS=Nematostella vectensis GN=v1g163595 PE=4 SV=1                     
m.18950,C9J069,Uncharacterized protein C9orf172 OS=Homo sapiens GN=C9orf172 PE=3 SV=1                    
m.18952,3279280,Predicted protein OS=Nematostella vectensis GN=v1g212777 PE=4 SV=1                     
m.18953,5730637,Uncharacterized protein OS=Lottia gigantea GN=LOTGIDRAFT_232137 PE=4 SV=1                     
m.18956,3684000,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_83771 PE=4 SV=1                    
m.18957,Q9DBC0,Selenoprotein O OS=Mus musculus GN=Selo PE=2 SV=4                     
m.18958,Q9NBX4,Probable RNA-directed DNA polymerase from transposon X-element OS=Drosophila melanogaster GN=X-element\ORF2 PE=3 SV=1                
m.18959,Q9P2K1,Coiled-coil and C2 domain-containing protein 2A OS=Homo sapiens GN=CC2D2A PE=1 SV=3                 
m.18961,Q924H0,Neuropeptide FF receptor 2 OS=Mus musculus GN=Npffr2 PE=2 SV=2                   
m.18964,Q460N5,Poly [ADP-ribose] polymerase 14 OS=Homo sapiens GN=PARP14 PE=1 SV=3                   
m.18966,5458686,Uncharacterized protein OS=Strigomonas culicis GN=STCU_11256 PE=4 SV=1                     
m.18967,4501673,Uncharacterized protein OS=Strongylocentrotus purpuratus PE=4 SV=1                      
m.18969,P37276,Dynein heavy chain cytoplasmic OS=Drosophila melanogaster GN=Dhc64C PE=2 SV=2                           
m.18970,5350570,Uncharacterized protein OS=Capitella teleta GN=CAPTEDRAFT_215676 PE=4 SV=1                     
m.18971,P0CM16,ADP-ribosylation factor OS=Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) GN=ARF PE=1 SV=1            
m.18973,P14316,Interferon regulatory factor 2 OS=Homo sapiens GN=IRF2 PE=1 SV=2                   
m.18977,P07207,Neurogenic locus Notch protein OS=Drosophila melanogaster GN=N PE=1 SV=3                   
m.18978,Q9Y6F7,Testis-specific chromodomain protein Y 2 OS=Homo sapiens GN=CDY2A PE=1 SV=1                  
m.1898,Q8VHS2,Protein crumbs homolog 1 OS=Mus musculus GN=Crb1 PE=1 SV=3                   
m.18981,Q9SAJ7,Metal tolerance protein 9 OS=Arabidopsis thaliana GN=MTP9 PE=2 SV=2                   
m.18982,P63079,Gamma-aminobutyric acid receptor subunit beta-3 OS=Rattus norvegicus GN=Gabrb3 PE=1 SV=1                  
m.18983,O88278,Cadherin EGF LAG seven-pass G-type receptor 3 OS=Rattus norvegicus GN=Celsr3 PE=1 SV=1                
m.18985,3267275,Predicted protein OS=Nematostella vectensis GN=v1g238599 PE=4 SV=1                     
m.18988,B7ZC32,Kinesin-like protein KIF28P OS=Homo sapiens GN=KIF28P PE=3 SV=2                    
m.18989,Q29RM1,Mitochondrial thiamine pyrophosphate carrier OS=Bos taurus GN=SLC25A19 PE=2 SV=1                   
m.1899,Q8IRC7,LIM/homeobox protein Awh OS=Drosophila melanogaster GN=Awh PE=1 SV=1                    
m.18995,Q8NHP1,Aflatoxin B1 aldehyde reductase member 4 OS=Homo sapiens GN=AKR7L PE=2 SV=6                 
m.18997,Q8K268,ATP-binding cassette sub-family F member 3 OS=Mus musculus GN=Abcf3 PE=1 SV=1                 
m.18998,Q1LZF8,Chloride channel CLIC-like protein 1 OS=Bos taurus GN=CLCC1 PE=2 SV=1                  
m.18999,E9QAM5,Helicase with zinc finger domain 2 OS=Mus musculus GN=Helz2 PE=1 SV=1                 
m.190,Q8VE97,Serine/arginine-rich splicing factor 4 OS=Mus musculus GN=Srsf4 PE=2 SV=1                   
m.19000,3682253,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_101221 PE=4 SV=1                    
m.19005,4608747,Uncharacterized protein (Fragment) OS=Amphimedon queenslandica GN=LOC100633215 PE=4 SV=1                    
m.19006,3281424,Predicted protein OS=Nematostella vectensis GN=v1g246621 PE=4 SV=1                     
m.19007,3862201,Putative uncharacterized protein OS=Tribolium castaneum GN=TcasGA2_TC005055 PE=4 SV=1                    
m.19008,Q5ZJ43,Exocyst complex component 8 OS=Gallus gallus GN=EXOC8 PE=2 SV=1                   
m.19009,Q96RT1,Protein LAP2 OS=Homo sapiens GN=ERBB2IP PE=1 SV=2                     
m.1901,P20003,Fibroblast growth factor 2 OS=Ovis aries GN=FGF2 PE=1 SV=2                   
m.19010,Q6DGE9,Protein unc-45 homolog B OS=Danio rerio GN=unc45b PE=1 SV=2                   
m.19020,P47857,6-phosphofructokinase muscle type OS=Mus musculus GN=Pfkm PE=1 SV=3                           
m.19027,Q7ZVM1,WASH complex subunit strumpellin OS=Danio rerio GN=zgc:55908 PE=2 SV=1                   
