Protein,Len,NN,NN,NN,OO,OO,OO,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown,DEFLINE,
m.9614,496,0,0,0,0,0,1,0.056,0.0672,1,0.58599,0.543143,Acyloxyacyl hydrolase OS=Homo sapiens GN=AOAH PE=1 SV=1,P28039
m.13490,255,5,10,1,0,0,0,-1.625,-2.4351,0,0.591819,0,Quinone oxidoreductase 1 OS=Escherichia coli (strain K12) GN=qorA PE=1 SV=1,P28304
m.34074,300,2,4,4,6,7,5,0.763,2.003,0,0,0.641444,Endoglucanase 4 OS=Bacillus sp. (strain KSM-522) PE=3 SV=2,P28622
m.5908,242,1,1,1,0,0,0,0.05,0.0607,1,0.590358,0.535697,CD63 antigen OS=Rattus norvegicus GN=Cd63 PE=1 SV=2,P28648
m.3241,263,7,0,0,2,2,2,-0.302,-0.5627,0.052404,0.664356,0.002921,Contactin-2 OS=Gallus gallus GN=CNTN2 PE=1 SV=1,P28685
m.14010,370,0,18,0,0,0,0,-1.858,-2.7369,0,0.587771,0,Granulins OS=Homo sapiens GN=GRN PE=1 SV=2,P28799
m.15018,456,32,31,15,13,14,10,-0.578,-2.8509,0,0.586277,0,Granulins OS=Homo sapiens GN=GRN PE=1 SV=2,P28799
m.5801,189,0,7,8,0,0,0,-1.694,-2.4872,0,0.591119,0,Granulins OS=Homo sapiens GN=GRN PE=1 SV=2,P28799
m.21665,130,0,5,0,0,0,0,-0.794,-1.0461,0.000007,0.630804,0,Endochitinase OS=Brugia malayi PE=1 SV=1,P29030
m.13218,683,0,1,1,0,0,0,0.116,0.131,1,0.535666,0.607156,Tripeptidyl-peptidase 2 OS=Homo sapiens GN=TPP2 PE=1 SV=4,P29144
m.13368,359,1,0,0,0,0,0,0.186,0.2147,1,0.448254,0.667817,PC3-like endoprotease variant B OS=Hydra vulgaris PE=2 SV=1,P29145
m.4301,728,1,0,0,0,1,0,0.067,0.0796,1,0.577278,0.556873,PC3-like endoprotease variant B OS=Hydra vulgaris PE=2 SV=1,P29145
m.3794,222,0,3,0,3,1,2,0.321,0.5351,0.806596,0.071557,0.747802,Heterochromatin protein 1 OS=Drosophila virilis GN=HP1A PE=3 SV=1,P29227
m.4728,213,2,2,2,5,4,5,1.085,2.2053,0,0,0.632552,ADP-ribosyl cyclase OS=Aplysia californica PE=1 SV=1,P29241
m.9051,213,9,15,14,24,21,24,0.78,3.715,0,0,0.591431,40S ribosomal protein S9 OS=Rattus norvegicus GN=Rps9 PE=1 SV=4,P29314
m.2413,303,0,6,0,1,0,0,-0.868,-1.2345,0,0.622147,0,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha OS=Bos taurus GN=FNTA PE=2 SV=2,P29702
m.31989,241,19,30,26,23,23,20,0.034,0.2038,1,0.460976,0.661259,Endoplasmic reticulum resident protein 29 OS=Homo sapiens GN=ERP29 PE=1 SV=4,P30040
m.5400,164,18,18,12,16,19,19,0.28,1.4627,0,0,0.675325,60S ribosomal protein L12 OS=Homo sapiens GN=RPL12 PE=1 SV=1,P30050
m.809,141,3,3,1,4,5,5,0.89,1.9467,0,0,0.644252,Elongation factor 1-beta OS=Xenopus laevis GN=eef1b PE=1 SV=3,P30151
m.9546,175,9,20,14,21,23,22,0.603,3.0389,0,0,0.606388,Elongation factor 1-beta OS=Xenopus laevis GN=eef1b PE=1 SV=3,P30151
m.8574,338,0,0,0,2,1,1,0.442,0.5434,0.784834,0.066207,0.747929,Antigen WC1.1 OS=Bos taurus PE=2 SV=1,P30205
m.5317,354,13,14,13,26,26,30,0.873,4.927,0,0,0.578761,Guanine nucleotide-binding protein G(i) subunit alpha OS=Patiria pectinifera PE=1 SV=3,P30676
m.12840,602,0,0,0,0,0,1,0.082,0.0896,1,0.569886,0.56749,High affinity cationic amino acid transporter 1 OS=Homo sapiens GN=SLC7A1 PE=1 SV=1,P30825
m.3005,453,9,2,10,30,35,41,1.761,7.3969,0,0,0.57088,"Serine--pyruvate aminotransferase, mitochondrial OS=Callithrix jacchus GN=AGXT PE=2 SV=1",P31029
m.23962,496,0,0,0,4,4,6,1.678,2.711,0,0,0.614801,"Carbamoyl-phosphate synthase [ammonia], mitochondrial OS=Homo sapiens GN=CPS1 PE=1 SV=2",P31327
m.10974,566,3,10,20,10,13,13,0.248,0.9912,0.004701,0.000124,0.715507,Bifunctional purine biosynthesis protein PURH OS=Gallus gallus GN=ATIC PE=1 SV=1,P31335
m.4921,158,18,7,8,7,9,8,-0.169,-0.6306,0.02024,0.658343,0.001016,"ATP synthase subunit d, mitochondrial OS=Rattus norvegicus GN=Atp5h PE=1 SV=3",P31399
m.10812,189,2,2,1,2,0,0,-0.066,-0.0908,0.992969,0.659558,0.323096,Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3,P31696
m.17002,969,3,4,5,2,1,4,-0.398,-0.829,0.00073,0.643255,0.000027,Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3,P31696
m.25428,275,3,3,5,4,1,1,-0.496,-0.972,0.000039,0.634685,0.000001,Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3,P31696
m.34960,270,4,2,5,2,3,3,-0.179,-0.3785,0.381688,0.679842,0.032266,Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3,P31696
m.7210,168,2,4,3,5,6,5,0.724,1.7175,0,0,0.65741,Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3,P31696
m.23602,166,26,38,11,22,20,18,-0.054,-0.2945,0.647242,0.683197,0.076616,OV-16 antigen OS=Onchocerca volvulus GN=OV16 PE=2 SV=2,P31729
m.7297,100,28,34,11,13,18,14,-0.332,-1.8016,0,0.603141,0,Ezrin OS=Bos taurus GN=EZR PE=1 SV=2,P31976
m.11048,288,0,1,0,0,0,0,0.084,0.0925,1,0.567679,0.570491,Collagen alpha-1(XIV) chain OS=Gallus gallus GN=COL14A1 PE=1 SV=2,P32018
m.38073,190,11,4,9,6,6,5,-0.19,-0.5832,0.039733,0.66251,0.002144,Uncharacterized HIT-like protein Synpcc7942_1390 OS=Synechococcus elongatus (strain PCC 7942) GN=Synpcc7942_1390 PE=4 SV=1,P32084
m.8233,1215,99,213,147,148,163,159,0.176,2.7738,0,0,0.613001,Formate acetyltransferase 2 OS=Escherichia coli (strain K12) GN=pflD PE=3 SV=1,P32674
m.14999,503,270,353,222,178,186,184,-0.269,-4.6168,0,0.574959,0,Thymosin beta-12 OS=Lateolabrax japonicus PE=1 SV=2,P33248
m.1261,196,2,6,9,0,0,0,-1.711,-2.7877,0,0.587098,0,N-acetylgalactosamine-6-sulfatase OS=Homo sapiens GN=GALNS PE=1 SV=1,P34059
m.30973,434,0,0,0,0,1,2,0.527,0.6597,0.409185,0.019084,0.744409,Probable acyl-CoA dehydrogenase 6 OS=Caenorhabditis elegans GN=acdh-6 PE=3 SV=2,P34275
m.2794,658,53,91,83,94,93,96,0.385,4.5445,0,0,0.58161,Dipeptidyl peptidase family member 6 OS=Caenorhabditis elegans GN=dpf-6 PE=3 SV=2,P34422
m.3088,506,1,4,2,7,5,6,1.144,2.4719,0,0,0.62259,Putative serine protease K12H4.7 OS=Caenorhabditis elegans GN=K12H4.7 PE=3 SV=2,P34528
m.21379,246,23,29,22,24,28,30,0.278,1.6995,0,0,0.65856,Protein BMH2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BMH2 PE=1 SV=3,P34730
m.8921,707,0,0,0,0,2,2,0.698,0.9339,0.012563,0.000346,0.720785,Protein kinase C-like 1B OS=Caenorhabditis elegans GN=pkc-1 PE=2 SV=2,P34885
m.10883,471,10,24,52,33,30,37,0.304,2.0506,0,0,0.639194,"Serine hydroxymethyltransferase, mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3",P34897
m.26179,500,0,7,3,12,11,11,1.279,3.6313,0,0,0.593022,"Serine hydroxymethyltransferase, mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3",P34897
m.616,1072,4,40,11,15,13,12,-0.156,-0.7365,0.003802,0.64978,0.000163,Trypsin-2 (Fragment) OS=Salmo salar PE=2 SV=1,P35032
m.29861,185,106,68,79,58,60,64,-0.173,-1.8674,0,0.60155,0,Trypsin-7 OS=Anopheles gambiae GN=TRYP7 PE=2 SV=2,P35041
m.9718,140,327,488,575,362,358,345,-0.101,-2.619,0,0.589353,0,Histone H2A OS=Acropora formosa PE=3 SV=2,P35061
m.5266,746,2,0,3,0,0,2,-0.362,-0.5259,0.08407,0.6677,0.004982,Catenin beta OS=Urechis caupo PE=2 SV=1,P35224
m.15067,179,1,2,0,7,2,1,1.159,1.7529,0,0,0.655198,Ras-related protein Rab-8A OS=Rattus norvegicus GN=Rab8a PE=1 SV=2,P35280
m.5962,509,0,0,0,1,0,0,0.095,0.1075,1,0.555816,0.58548,Amidophosphoribosyltransferase OS=Rattus norvegicus GN=Ppat PE=1 SV=1,P35433
m.6522,302,22,58,46,71,70,72,0.685,6.0268,0,0,0.57354,Thrombospondin-1 OS=Mus musculus GN=Thbs1 PE=1 SV=1,P35441
m.30054,147,2,0,3,3,2,1,0.173,0.2912,1,0.350128,0.704427,Dynactin subunit 1 OS=Gallus gallus GN=DCTN1 PE=2 SV=2,P35458
m.395,594,0,0,5,8,10,8,1.526,3.5155,0,0,0.595376,Calnexin OS=Rattus norvegicus GN=Canx PE=1 SV=1,P35565
m.1664,421,0,0,0,5,4,4,1.715,2.4833,0,0,0.622191,Protein DEK OS=Homo sapiens GN=DEK PE=1 SV=1,P35659
m.4304,248,0,2,2,0,0,0,-0.422,-0.5752,0.044316,0.663228,0.002422,Pathogenesis-related protein PRB1-2 OS=Hordeum vulgare PE=2 SV=1,P35792
m.5906,614,0,1,0,2,1,1,0.388,0.4983,0.888723,0.099136,0.746419,Achacin OS=Achatina fulica PE=1 SV=1,P35903
m.139,190,6,12,13,18,18,15,0.649,2.909,0,0,0.609485,60S ribosomal protein L19 OS=Drosophila melanogaster GN=RpL19 PE=1 SV=2,P36241
m.6700,483,0,1,0,0,0,0,0.122,0.1401,1,0.527344,0.61497,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Rattus norvegicus GN=Ppp2r2a PE=2 SV=1,P36876
m.21024,188,3,5,3,8,9,8,1,2.7465,0,0,0.613769,Adenine phosphoribosyltransferase OS=Rattus norvegicus GN=Aprt PE=1 SV=1,P36972
m.5534,255,0,1,2,2,1,1,0.128,0.1795,1,0.487943,0.645265,Synaptosomal-associated protein 25 OS=Drosophila melanogaster GN=Snap25 PE=2 SV=1,P36975
m.4192,379,7,4,12,8,9,6,0.155,0.5251,0.831222,0.07842,0.747562,Protein phosphatase 1B OS=Mus musculus GN=Ppm1b PE=1 SV=1,P36993
m.18969,102,2,1,3,0,0,0,-0.677,-0.8853,0.000244,0.639685,0.000008,"Dynein heavy chain, cytoplasmic OS=Drosophila melanogaster GN=Dhc64C PE=2 SV=2",P37276
m.787,428,54,97,46,43,35,43,-0.322,-2.8329,0,0.586508,0,Multifunctional protein ADE2 OS=Gallus gallus GN=AIRC PE=2 SV=1,P38024
m.4894,508,0,2,0,1,0,0,-0.228,-0.2723,0.713545,0.683209,0.093857,Methionine aminopeptidase 2 OS=Rattus norvegicus GN=Metap2 PE=1 SV=2,P38062
m.18336,196,7,3,13,3,2,5,-0.704,-1.9078,0,0.600628,0,Creatinase OS=Bacillus sp. (strain B-0618) PE=1 SV=3,P38487
m.2032,373,32,26,21,34,33,30,0.37,2.4074,0,0,0.624885,4-hydroxybutyrate coenzyme A transferase OS=Clostridium kluyveri (strain ATCC 8527 / DSM 555 / NCIMB 10680) GN=cat2 PE=3 SV=3,P38942
m.5081,198,13,12,11,12,12,19,0.332,1.45,0,0,0.676308,Ras-like protein RAS2 OS=Hydra vulgaris GN=RAS2 PE=2 SV=1,P38976
m.5290,1690,26,17,18,23,25,21,0.284,1.6394,0,0,0.662526,Tight junction protein ZO-1 OS=Mus musculus GN=Tjp1 PE=1 SV=2,P39447
m.21064,264,1,2,3,1,1,1,-0.568,-0.7589,0.002593,0.648119,0.000108,Uncharacterized protein YwbO OS=Bacillus subtilis (strain 168) GN=ywbO PE=4 SV=1,P39598
m.606,401,20,21,39,41,46,42,0.645,4.6143,0,0,0.58107,Extracellular metalloprotease OS=Bacillus subtilis (strain 168) GN=mpr PE=1 SV=1,P39790
m.5692,394,2,7,4,6,5,7,0.503,1.3729,0.000001,0,0.682435,E3 ubiquitin-protein ligase RSP5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSP5 PE=1 SV=1,P39940
m.18362,249,4,5,11,13,14,12,0.828,2.9067,0,0,0.609542,Adenylyl cyclase-associated protein 1 OS=Mus musculus GN=Cap1 PE=1 SV=4,P40124
m.9341,306,5,10,8,0,0,0,-2.023,-3.0456,0,0.583963,0,Chymotrypsin-like protease CTRL-1 OS=Homo sapiens GN=CTRL PE=2 SV=1,P40313
m.11585,200,1,0,0,0,0,0,0.167,0.1914,1,0.474983,0.653341,Regulation of enolase protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=REE1 PE=1 SV=1,P40893
m.6006,339,234,260,265,167,162,151,-0.296,-5.2531,0,0.573368,0,"Malate dehydrogenase, mitochondrial OS=Homo sapiens GN=MDH2 PE=1 SV=3",P40926
m.6724,676,25,65,73,75,58,54,0.295,2.5849,0,0,0.618745,"Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens GN=HADHA PE=1 SV=2",P40939
m.1582,284,2,3,2,5,3,5,0.822,1.7204,0,0,0.657226,Calbindin-32 OS=Drosophila melanogaster GN=Cbp53E PE=2 SV=1,P41044
m.18470,326,13,45,40,31,23,29,-0.009,-0.0642,0.999962,0.651321,0.363961,Glycine--tRNA ligase OS=Homo sapiens GN=GARS PE=1 SV=3,P41250
m.1866,1135,5,10,25,16,19,16,0.402,1.9731,0,0,0.642915,"Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=IARS PE=1 SV=2",P41252
m.21059,477,0,0,0,0,0,1,0.131,0.1395,1,0.527902,0.614465,Proprotein convertase subtilisin/kexin type 5 OS=Rattus norvegicus GN=Pcsk5 PE=2 SV=3,P41413
m.10289,705,0,0,0,0,2,0,0.387,0.4948,0.894882,0.102095,0.746212,General vesicular transport factor p115 OS=Bos taurus GN=USO1 PE=1 SV=1,P41541
m.25121,520,2,2,5,13,10,10,1.462,3.619,0,0,0.593264,4-coumarate--CoA ligase OS=Pinus taeda GN=4CL PE=2 SV=1,P41636
m.3013,523,0,1,0,1,0,0,0.179,0.2178,1,0.44457,0.669616,4-coumarate--CoA ligase OS=Pinus taeda GN=4CL PE=2 SV=1,P41636
m.9863,516,0,0,0,0,3,6,1.387,2.0174,0,0,0.640752,Pre-B-cell leukemia transcription factor 1 OS=Mus musculus GN=Pbx1 PE=1 SV=2,P41778
m.9363,503,3,4,3,2,2,3,-0.208,-0.4523,0.194686,0.674245,0.013372,Uncharacterized protein YxaL OS=Bacillus subtilis (strain 168) GN=yxaL PE=1 SV=3,P42111
m.29523,191,27,38,36,32,33,32,0.124,0.8966,0.022886,0.000651,0.724247,Neurocalcin homolog OS=Drosophila melanogaster GN=Nca PE=1 SV=2,P42325
m.25,266,1,0,0,0,0,0,0.1,0.1122,1,0.551938,0.58999,Soma ferritin OS=Lymnaea stagnalis PE=2 SV=2,P42577
m.5664,242,45,70,47,45,48,50,0.03,0.2566,1,0.396153,0.689774,Tropomyosin-1 OS=Schistosoma mansoni PE=2 SV=1,P42637
m.900,248,119,89,126,113,123,124,0.231,3.1961,0,0,0.602677,DNA damage checkpoint protein rad24 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=rad24 PE=1 SV=2,P42656
m.12311,214,5,1,1,1,2,1,-0.494,-0.7685,0.002193,0.647423,0.00009,Dipeptidyl aminopeptidase-like protein 6 OS=Bos taurus GN=DPP6 PE=1 SV=1,P42659
m.14967,111,1,7,0,1,0,0,-1.115,-1.4958,0,0.61214,0,Protein translation factor SUI1 homolog OS=Anopheles gambiae GN=AGAP006459 PE=3 SV=1,P42678
m.7183,139,1,2,2,3,0,0,0.167,0.253,1,0.400807,0.688078,Tyrosine-protein kinase SRK2 (Fragment) OS=Spongilla lacustris GN=SRK2 PE=2 SV=1,P42688
m.13119,549,24,31,55,13,12,8,-1.056,-5.5326,0,0.572758,0,60 kDa SS-A/Ro ribonucleoprotein OS=Xenopus laevis GN=trove2 PE=1 SV=1,P42700
m.13107,529,0,1,0,0,0,0,0.215,0.235,1,0.423606,0.679075,Wiskott-Aldrich syndrome protein OS=Homo sapiens GN=WAS PE=1 SV=4,P42768
m.707,329,1,1,4,13,11,11,2.009,4.2987,0,0,0.583636,Translocon-associated protein subunit alpha OS=Homo sapiens GN=SSR1 PE=1 SV=3,P43307
m.19391,189,0,0,0,3,3,3,1.407,1.8389,0,0,0.650096,Translocon-associated protein subunit beta OS=Homo sapiens GN=SSR2 PE=1 SV=1,P43308
m.17895,500,3,14,13,14,9,7,0.155,0.6209,0.539963,0.029827,0.746491,Aldehyde dehydrogenase family 3 member B1 OS=Homo sapiens GN=ALDH3B1 PE=1 SV=1,P43353
m.20959,229,28,41,40,34,37,39,0.175,1.3237,0.000004,0,0.686469,Ran-specific GTPase-activating protein OS=Homo sapiens GN=RANBP1 PE=1 SV=1,P43487
m.5535,314,19,10,28,5,6,5,-1.138,-4.0738,0,0.577256,0,Cathepsin B-like cysteine proteinase 5 OS=Caenorhabditis elegans GN=cpr-5 PE=2 SV=1,P43509
m.10642,392,0,1,1,0,0,0,0.142,0.1653,1,0.502771,0.63499,Developmentally-regulated GTP-binding protein 1 OS=Xenopus laevis GN=drg1 PE=2 SV=1,P43690
m.11354,351,19,15,14,32,34,28,0.847,4.7433,0,0,0.58011,Quinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=qor PE=3 SV=2,P43903
m.3914,142,12,18,10,20,14,15,0.366,1.7988,0,0,0.652427,Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Mus musculus GN=Fkbp2 PE=1 SV=1,P45878
m.6750,260,79,69,47,39,37,44,-0.319,-2.6919,0,0.588374,0,Protein usf OS=Aquifex pyrophilus GN=usf PE=4 SV=1,P46209
m.12921,178,2,0,0,0,0,0,-0.135,-0.164,0.936504,0.675179,0.214989,60S ribosomal protein L11 OS=Drosophila melanogaster GN=RpL11 PE=1 SV=2,P46222
m.134,169,2,11,12,11,15,12,0.59,2.2065,0,0,0.632504,60S ribosomal protein L11 OS=Drosophila melanogaster GN=RpL11 PE=1 SV=2,P46222
m.873,140,9,10,11,12,10,12,0.268,1.0945,0.000668,0.000017,0.706185,40S ribosomal protein S12 OS=Sus scrofa GN=RPS12 PE=2 SV=2,P46405
m.30927,172,66,104,135,57,58,58,-0.411,-4.3408,0,0.576089,0,Glutathione S-transferase OS=Dirofilaria immitis PE=2 SV=1,P46426
m.34493,172,10,45,15,16,18,18,-0.137,-0.761,0.0025,0.647966,0.000103,Glutathione S-transferase OS=Dirofilaria immitis PE=2 SV=1,P46426
m.11553,214,25,52,64,48,53,57,0.275,2.4265,0,0,0.624199,Glutathione S-transferase 1 OS=Ascaris suum GN=GST1 PE=1 SV=3,P46436
m.38692,194,1,0,1,0,0,0,0.185,0.1947,1,0.471305,0.655496,Glutathione S-transferase 1 OS=Ascaris suum GN=GST1 PE=1 SV=3,P46436
m.355,256,94,160,73,45,47,50,-0.673,-6.5717,0,0.571405,0,Glutathione S-transferase OS=Musca domestica PE=2 SV=1,P46437
m.9753,748,0,1,3,2,0,3,0.293,0.4626,0.944659,0.132077,0.743636,Vesicle-fusing ATPase 1 OS=Drosophila melanogaster GN=comt PE=2 SV=1,P46461
m.15859,410,3,4,11,11,8,3,0.391,1.2021,0.000069,0.000002,0.69676,26S protease regulatory subunit 7 OS=Mus musculus GN=Psmc2 PE=1 SV=5,P46471
m.11924,283,0,2,0,2,0,5,0.849,1.3101,0.000006,0,0.687599,Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1,P46940
m.23728,760,2,5,3,3,4,4,0.229,0.5075,0.870452,0.091638,0.746897,Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1,P46940
m.35307,214,0,0,2,1,0,0,-0.245,-0.2924,0.653856,0.683217,0.078139,Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1,P46940
m.7103,496,3,5,17,5,2,3,-0.8,-2.1288,0,0.596334,0,Thimet oligopeptidase OS=Sus scrofa GN=THOP1 PE=2 SV=2,P47788
m.7674,481,46,53,22,36,34,35,0.025,0.195,1,0.470969,0.655691,"Glutathione reductase, mitochondrial OS=Mus musculus GN=Gsr PE=1 SV=3",P47791
m.6193,694,0,3,5,4,6,4,0.624,1.4091,0,0,0.679526,Angiotensin-converting enzyme OS=Rattus norvegicus GN=Ace PE=2 SV=1,P47820
m.11819,281,3,2,3,9,7,4,1.061,2.3716,0,0,0.626188,Carbonyl reductase [NADPH] 1 OS=Oryctolagus cuniculus GN=CBR1 PE=2 SV=2,P47844
m.733,773,3,13,13,23,14,14,0.719,3.2648,0,0,0.601044,Glutamine--tRNA ligase OS=Homo sapiens GN=QARS PE=1 SV=1,P47897
m.6161,297,5,16,10,8,5,4,-0.45,-1.5369,0,0.61076,0,Crk-like protein OS=Mus musculus GN=Crkl PE=1 SV=2,P47941
m.21538,175,9,6,5,9,6,5,0.158,0.4906,0.902461,0.105724,0.745946,Hypoxanthine-guanine phosphoribosyltransferase OS=Meriones unguiculatus GN=HPRT1 PE=2 SV=2,P47959
m.7570,532,0,0,1,0,0,0,0.091,0.1139,1,0.550518,0.591599,Xanthine dehydrogenase/oxidase OS=Gallus gallus GN=XDH PE=1 SV=1,P47990
m.7588,415,2,8,6,4,0,1,-0.869,-1.8556,0,0.601827,0,Carboxypeptidase A2 OS=Homo sapiens GN=CPA2 PE=1 SV=3,P48052
m.19472,871,0,0,0,0,0,1,0.062,0.0694,1,0.58448,0.545625,Extracellular calcium-sensing receptor OS=Rattus norvegicus GN=Casr PE=1 SV=1,P48442
m.13137,647,0,0,3,0,0,0,-0.445,-0.6416,0.017193,0.657402,0.000849,Glutamate--cysteine ligase catalytic subunit OS=Homo sapiens GN=GCLC PE=1 SV=2,P48506
m.29813,455,1,1,1,1,0,1,0.161,0.1676,1,0.500417,0.636703,26S protease regulatory subunit 4 OS=Drosophila melanogaster GN=Rpt2 PE=1 SV=2,P48601
m.2764,1523,0,0,3,1,1,3,0.101,0.1513,1,0.516699,0.624157,Protein PRRC2A OS=Homo sapiens GN=PRRC2A PE=1 SV=3,P48634
m.23157,316,3,2,3,4,5,7,0.896,2.0267,0,0,0.64031,Glutathione synthetase OS=Homo sapiens GN=GSS PE=1 SV=1,P48637
m.34153,162,1,5,0,0,0,0,-0.818,-1.0645,0.000005,0.629889,0,Lysozyme OS=Bombyx mori PE=1 SV=1,P48816
m.892,692,51,18,47,22,21,19,-0.479,-3.0503,0,0.583912,0,Arachidonate 5-lipoxygenase OS=Mus musculus GN=Alox5 PE=1 SV=3,P48999
m.19487,501,7,3,5,8,7,9,0.667,2.0607,0,0,0.638731,Paxillin OS=Gallus gallus GN=PXN PE=1 SV=1,P49024
m.9188,352,0,3,3,3,1,2,-0.053,-0.0966,0.990482,0.661161,0.314193,MAP kinase-activated protein kinase 2 OS=Mus musculus GN=Mapkapk2 PE=1 SV=2,P49138
m.17099,205,1,7,0,5,3,5,0.503,1.1406,0.00026,0.000006,0.702112,4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens GN=ALDH9A1 PE=1 SV=3,P49189
m.6505,217,1,2,0,3,2,2,0.778,1.1248,0.000361,0.000009,0.703502,Nuclear autoantigenic sperm protein OS=Homo sapiens GN=NASP PE=1 SV=2,P49321
m.22782,553,2,4,4,20,12,14,1.708,5.1091,0,0,0.577386,Alpha-aminoadipic semialdehyde dehydrogenase OS=Homo sapiens GN=ALDH7A1 PE=1 SV=5,P49419
m.20474,180,1,0,0,0,0,0,0.12,0.1425,1,0.5251,0.616978,Inositol polyphosphate 1-phosphatase OS=Mus musculus GN=Inpp1 PE=1 SV=2,P49442
m.34626,203,0,0,0,1,3,1,0.727,0.958,0.008383,0.000227,0.718558,Photosystem II CP43 chlorophyll apoprotein OS=Odontella sinensis GN=psbC PE=3 SV=1,P49472
m.1281,317,0,0,1,4,3,2,1.381,1.9936,0,0,0.641902,Probable protein phosphatase 2C T23F11.1 OS=Caenorhabditis elegans GN=T23F11.1 PE=3 SV=2,P49596
m.3917,159,0,0,0,1,0,0,0.144,0.1652,1,0.502873,0.634915,Probable serine/threonine-protein kinase PkwA OS=Thermomonospora curvata GN=pkwA PE=3 SV=1,P49695
m.5076,1105,14,20,26,33,38,32,0.702,4.2186,0,0,0.584383,Valine--tRNA ligase OS=Takifugu rubripes GN=vars PE=3 SV=1,P49696
m.8936,197,27,17,30,9,12,12,-0.658,-3.2657,0,0.581831,0,Proteasome subunit beta type-2 OS=Homo sapiens GN=PSMB2 PE=1 SV=1,P49721
m.17984,639,31,62,50,46,38,41,0.02,0.1743,1,0.493454,0.641583,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADVL PE=1 SV=1",P49748
m.29182,126,0,0,0,1,0,0,0.124,0.1461,1,0.521697,0.619949,Transcription initiation factor TFIID subunit 6 OS=Homo sapiens GN=TAF6 PE=1 SV=1,P49848
m.15633,448,107,243,259,134,132,123,-0.29,-4.3633,0,0.575996,0,Rab GDP dissociation inhibitor beta OS=Homo sapiens GN=GDI2 PE=1 SV=2,P50395
m.17857,135,8,5,3,9,9,9,0.685,2.2713,0,0,0.629955,V-type proton ATPase subunit F OS=Rattus norvegicus GN=Atp6v1f PE=1 SV=1,P50408
m.6207,485,11,11,3,7,3,4,-0.413,-1.2275,0,0.622444,0,N-acetylglucosamine-6-sulfatase OS=Capra hircus GN=GNS PE=2 SV=1,P50426
m.5669,235,0,0,1,5,7,5,1.894,3.1253,0,0,0.604355,Arylsulfatase B OS=Mus musculus GN=Arsb PE=2 SV=3,P50429
m.8709,507,44,15,14,17,19,19,-0.108,-0.6167,0.024787,0.659547,0.001271,Arylsulfatase B OS=Mus musculus GN=Arsb PE=2 SV=3,P50429
m.26012,417,0,1,0,0,0,1,0.059,0.0687,1,0.584962,0.544837,Serpin B9 OS=Homo sapiens GN=SERPINB9 PE=1 SV=1,P50453
m.22944,994,62,45,91,64,52,56,0.035,0.3558,1,0.261593,0.724868,"Alanine--tRNA ligase, cytoplasmic OS=Rattus norvegicus GN=Aars PE=1 SV=3",P50475
m.6817,148,0,5,7,3,3,1,-0.497,-1.0063,0.000018,0.632848,0.000001,Alcohol dehydrogenase [NADP(+)] OS=Sus scrofa GN=AKR1A1 PE=1 SV=2,P50578
m.4224,397,3,7,2,11,11,11,1.221,3.6036,0,0,0.593569,Proliferation-associated protein 2G4 OS=Mus musculus GN=Pa2g4 PE=1 SV=3,P50580
m.1038,113,17,20,19,25,24,24,0.438,2.4244,0,0,0.624274,Death-associated protein 1 OS=Homo sapiens GN=DAP PE=1 SV=3,P51397
m.6822,465,0,2,1,5,3,5,1.394,2.2904,0,0,0.629223,Argininosuccinate lyase OS=Lithobates catesbeiana GN=ASL PE=3 SV=1,P51464
m.18048,376,28,32,33,40,42,39,0.433,3.1344,0,0,0.60414,Galactokinase OS=Homo sapiens GN=GALK1 PE=1 SV=1,P51570
m.14712,256,0,0,0,1,0,0,0.095,0.1025,1,0.559855,0.580584,B-cell receptor-associated protein 31 OS=Homo sapiens GN=BCAP31 PE=1 SV=3,P51572
