Protein,Len,NN,NN,NN,ON,ON,ON,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown,DEFLINE,Uniprot
m.16319,224,21,27,5,8,5,12,-0.515,-2.2157,0,0.609247,0,"Acylpyruvase FAHD1, mitochondrial OS=Rattus norvegicus GN=Fahd1 PE=2 SV=1",Q6AYQ8
m.16332,202,0,1,0,0,1,0,0.095,0.1171,1,0.641264,0.503649,PREDICTED: uncharacterized protein LOC100369350 [Saccoglossus kowalevskii],XP_006824774
m.16351,226,55,47,73,31,16,35,-0.535,-4.2436,0,0.594033,0,GTP-binding nuclear protein Ran OS=Xenopus laevis GN=ran PE=1 SV=2,P52301
m.16371,297,1,2,3,2,3,3,0.501,0.8693,0.097224,0.005934,0.719571,NADPH-dependent aldehyde reductase ARI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARI1 PE=1 SV=1,P53111
m.16384,119,0,0,3,1,3,0,0.196,0.2912,1,0.496656,0.660566,Protein FAM45A OS=Mus musculus GN=Fam45a PE=2 SV=2,Q9D8N2
m.16389,304,2,0,0,0,1,0,-0.116,-0.1487,0.826665,0.712207,0.140638,Peptidyl-prolyl cis-trans isomerase-like 6 OS=Bos taurus GN=PPIL6 PE=2 SV=1,Q1RMP7
m.16423,301,0,4,5,1,2,0,-0.861,-1.3573,0,0.63293,0,Uncharacterized oxidoreductase MW2403 OS=Staphylococcus aureus (strain MW2) GN=MW2403 PE=3 SV=1,Q8NUV9
m.16425,264,0,0,0,0,2,1,0.557,0.6865,0.503926,0.04952,0.738998,Sorting nexin-17 OS=Danio rerio GN=snx17 PE=2 SV=1,Q5RID7
m.16442,194,0,18,10,6,0,0,-1.099,-2.6726,0,0.602909,0,Uncharacterized protein OS=Tetranychus urticae PE=3 SV=1,5548421
m.16446,276,0,0,0,2,3,4,1.437,2.152,0,0,0.629713,Omega-amidase NIT2 OS=Mus musculus GN=Nit2 PE=1 SV=1,Q9JHW2
m.16449,935,8,18,13,10,5,8,-0.329,-1.1869,0,0.639929,0,Coatomer subunit beta_ OS=Mus musculus GN=Copb2 PE=2 SV=2,O55029
m.16465,273,2,0,2,6,5,4,1.362,2.4497,0,0,0.619139,Acidic mammalian chitinase OS=Mus musculus GN=Chia PE=1 SV=2,Q91XA9
m.1647,290,0,0,0,0,0,1,0.124,0.135,1,0.630958,0.524996,Oxidoreductase NAD-binding domain-containing protein 1 OS=Danio rerio GN=oxnad1 PE=2 SV=1,A3KP77
m.16496,187,0,0,0,3,0,0,0.741,0.9822,0.022868,0.001167,0.706187,Predicted protein OS=Nematostella vectensis GN=v1g232305 PE=4 SV=1,3271176
m.16515,238,0,6,0,0,0,0,-0.926,-1.2715,0,0.636332,0,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens GN=SVEP1 PE=1 SV=3",Q4LDE5
m.1652,495,85,183,115,88,65,105,-0.166,-2.0713,0,0.611809,0,Synaptic vesicle membrane protein VAT-1 homolog OS=Danio rerio GN=vat1 PE=2 SV=1,Q8JFV8
m.16526,293,0,0,0,1,0,1,0.128,0.1472,1,0.623397,0.538857,Lambda-crystallin homolog OS=Homo sapiens GN=CRYL1 PE=1 SV=3,Q9Y2S2
m.16548,260,0,0,4,1,0,0,-0.539,-0.7043,0.002048,0.67056,0.000099,Sortilin-related receptor OS=Homo sapiens GN=SORL1 PE=1 SV=2,Q92673
m.1655,411,12,19,16,13,12,16,0.095,0.4512,0.993638,0.283629,0.72473,Alpha-N-acetylgalactosaminidase OS=Gallus gallus GN=NAGA PE=1 SV=1,Q90744
m.16552,236,0,1,0,1,1,0,0.171,0.1944,0.999853,0.589745,0.587091,Predicted protein OS=Nematostella vectensis GN=v1g242207 PE=4 SV=1,3273425
m.16591,233,4,3,7,7,4,3,0.22,0.5789,0.818339,0.127013,0.74144,m.16591,
m.16598,409,3,9,13,9,5,9,0.143,0.4635,0.986507,0.266445,0.727517,Lissencephaly-1 homolog OS=Nematostella vectensis GN=v1g242515 PE=3 SV=1,A7S338
m.166,168,0,0,0,0,1,0,0.249,0.2793,1,0.509899,0.653218,Soma ferritin OS=Lymnaea stagnalis PE=2 SV=2,P42577
m.16603,418,2,2,0,0,0,0,-0.368,-0.4696,0.069954,0.693186,0.004334,G-protein coupled receptor 98 OS=Homo sapiens GN=GPR98 PE=1 SV=2,Q8WXG9
m.16613,231,0,2,0,0,0,0,-0.093,-0.1088,0.90005,0.709248,0.186911,Urocanate hydratase OS=Homo sapiens GN=UROC1 PE=1 SV=1,Q96N76
m.16651,319,14,22,22,14,18,8,-0.138,-0.6962,0.002355,0.671263,0.000115,"4-hydroxy-2-oxoglutarate aldolase, mitochondrial OS=Xenopus tropicalis GN=hoga1 PE=2 SV=2",Q5M8W9
m.16655,429,0,0,1,0,0,0,0.226,0.2664,1,0.523691,0.644754,Sperm-associated antigen 1 OS=Homo sapiens GN=SPAG1 PE=1 SV=3,Q07617
m.16670,163,3,3,1,0,0,0,-0.727,-0.9562,0.000015,0.651969,0.000001,m.16670,
m.16692,411,86,74,123,72,61,44,-0.237,-2.4644,0,0.605632,0,"3-ketoacyl-CoA thiolase, mitochondrial OS=Mus musculus GN=Acaa2 PE=1 SV=3",Q8BWT1
m.16736,134,1,3,0,3,1,1,0.171,0.268,1,0.522013,0.645832,m.16736,
m.1680,375,0,1,0,1,0,2,0.472,0.5806,0.814362,0.12537,0.741499,Methionine aminopeptidase 1 OS=Danio rerio GN=metap1 PE=2 SV=2,Q4QRK0
m.16813,293,0,0,0,0,1,0,0.083,0.0938,1,0.653353,0.474139,"33 kDa inner dynein arm light chain, axonemal OS=Strongylocentrotus purpuratus PE=1 SV=1",Q26630
m.16825,240,0,0,0,0,1,0,0.165,0.1935,0.999853,0.590456,0.586251,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial OS=Dictyostelium discoideum GN=bkdA PE=3 SV=1",Q54M22
m.1685,362,1,1,3,3,10,1,1.303,2.4585,0,0,0.618868,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens GN=AIMP1 PE=1 SV=2,Q12904
m.16853,182,0,1,2,0,2,1,0.275,0.3821,1,0.381102,0.70392,m.16853,
m.16859,1199,30,44,35,30,12,31,-0.169,-1.1293,0,0.642579,0,Interactor protein for cytohesin exchange factors 1 OS=Homo sapiens GN=IPCEF1 PE=1 SV=1,Q8WWN9
m.16864,208,1,1,1,0,1,2,0.465,0.6508,0.616441,0.069479,0.741031,Malignant T-cell-amplified sequence 1 OS=Homo sapiens GN=MCTS1 PE=1 SV=1,Q9ULC4
m.1688,655,0,0,0,2,0,0,0.499,0.6244,0.696712,0.087786,0.741825,Transmembrane 9 superfamily member 2 OS=Rattus norvegicus GN=Tm9sf2 PE=2 SV=1,Q66HG5
m.1689,2742,3,5,1,3,1,0,-0.43,-0.7929,0.000411,0.663302,0.000018,m.1689,
m.16901,126,18,0,0,0,0,0,-1.842,-2.6367,0,0.603366,0,Predicted protein OS=Nematostella vectensis GN=v1g243126 PE=4 SV=1,3275002
m.16910,2217,2,14,33,17,10,10,-0.045,-0.1965,0.707929,0.71329,0.095556,Collagen alpha-6(VI) chain OS=Homo sapiens GN=COL6A6 PE=1 SV=2,A6NMZ7
m.16923,260,3,5,9,11,8,3,0.472,1.4493,0.000004,0,0.66544,Acyl-protein thioesterase 1 OS=Pongo abelii GN=LYPLA1 PE=2 SV=1,Q5RBR7
m.16955,391,0,0,0,2,7,1,1.5,2.088,0,0,0.632308,Macrophage mannose receptor 1 OS=Homo sapiens GN=MRC1 PE=1 SV=1,P22897
m.16972,413,0,1,0,0,0,0,0.111,0.1333,1,0.631977,0.52302,ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens GN=ARFGAP1 PE=1 SV=2,Q8N6T3
m.16991,125,0,0,2,2,1,0,0.282,0.3685,1,0.399731,0.698718,m.16991,
m.16992,369,0,0,0,0,1,0,0.306,0.3518,1,0.422077,0.691761,FH protein interacting protein FIP2 OS=Arabidopsis thaliana GN=FIP2 PE=1 SV=1,Q9SE95
m.16994,221,0,0,0,19,0,0,2.299,3.4604,0,0,0.600419,Glutathione S-transferase OS=Blattella germanica PE=1 SV=3,O18598
m.16997,579,38,31,80,93,61,42,0.512,4.7697,0,0,0.592936,Lamin-L(I) OS=Xenopus laevis PE=2 SV=1,P09010
m.17002,969,3,4,5,6,7,1,0.368,0.9387,0.041319,0.002247,0.711232,Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3,P31696
m.17007,211,0,3,0,1,2,1,-0.058,-0.0861,0.931218,0.706596,0.216335,Predicted protein OS=Nematostella vectensis GN=v1g208975 PE=4 SV=1,3276285
m.17032,119,8,6,7,9,8,10,0.473,1.6344,0,0,0.65414,Mitochondrial import inner membrane translocase subunit Tim13-A OS=Xenopus laevis GN=timm13-a PE=3 SV=2,Q6GPY0
m.1706,388,0,0,1,1,0,0,0.196,0.2346,1,0.555144,0.621545,Testin OS=Canis familiaris GN=TES PE=3 SV=1,A0M8U6
m.17099,205,1,7,0,5,5,0,0.403,0.8746,0.09144,0.005528,0.718928,4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens GN=ALDH9A1 PE=1 SV=3,P49189
m.171,2522,5,1,8,9,10,2,0.647,1.9413,0,0,0.638653,Golgin subfamily A member 4 OS=Mus musculus GN=Golga4 PE=1 SV=2,Q91VW5
m.17101,439,4,5,6,13,15,5,1.036,3.1036,0,0,0.605041,AP-2 complex subunit mu OS=Gallus gallus GN=AP2M1 PE=2 SV=1,Q5ZMP6
m.17110,253,0,0,0,2,2,0,0.81,1.0684,0.006307,0.000287,0.696814,Rhamnosyl O-methyltransferase OS=Mycobacterium tuberculosis GN=Rv2959c PE=1 SV=1,Q50457
m.17128,1219,0,1,1,0,3,2,1.009,1.4004,0.000011,0,0.668745,Protein transport protein Sec31A OS=Homo sapiens GN=SEC31A PE=1 SV=3,O94979
m.17132,99,2,3,0,1,0,3,0.02,0.0317,0.9996,0.679074,0.387534,m.17132,
m.1714,264,1,3,2,2,2,2,0.218,0.3665,1,0.40244,0.697918,N-acetylgalactosamine kinase OS=Rattus norvegicus GN=Galk2 PE=2 SV=1,Q5XIG6
m.17144,187,5,0,2,3,2,1,-0.122,-0.2096,0.670536,0.713188,0.085221,Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g79796 PE=4 SV=1,3266162
m.17166,360,1,1,1,1,1,0,0.114,0.1238,1,0.637514,0.511778,WD repeat domain phosphoinositide-interacting protein 2 OS=Gallus gallus GN=WIPI2 PE=2 SV=1,Q5ZHN3
m.17196,197,0,2,0,4,5,0,1.185,1.8232,0,0,0.644205,m.17196,
m.17237,424,0,0,0,0,0,2,0.606,0.7183,0.406641,0.035854,0.736446,Engulfment and cell motility protein 1 OS=Homo sapiens GN=ELMO1 PE=1 SV=2,Q92556
m.17244,319,0,0,2,0,0,0,-0.056,-0.065,0.953726,0.703436,0.245329,tRNA selenocysteine 1-associated protein 1 OS=Homo sapiens GN=TRNAU1AP PE=1 SV=1,Q9NX07
m.1725,355,0,1,2,0,3,0,0.432,0.5555,0.869339,0.15101,0.740239,Transcription initiation factor IIA subunit 1 OS=Drosophila melanogaster GN=TfIIA-L PE=1 SV=2,P52654
m.17255,116,0,0,0,0,1,0,0.269,0.322,1,0.46016,0.677657,Tumor protein p63-regulated gene 1-like protein OS=Bos taurus GN=TPRG1L PE=2 SV=1,Q32LJ4
m.1729,398,1,6,0,5,6,2,0.762,1.6551,0,0,0.652979,RNA-binding protein Musashi homolog 2 OS=Homo sapiens GN=MSI2 PE=1 SV=1,Q96DH6
m.17297,163,1,1,3,2,0,3,0.327,0.4951,0.960111,0.223694,0.733444,UDP-glucose:glycoprotein glucosyltransferase 1 OS=Mus musculus GN=Uggt1 PE=1 SV=4,Q6P5E4
m.173,389,703,1852,1385,1058,937,1442,0.097,4.6569,0,0,0.593298,m.173,
m.17323,421,103,73,91,89,57,101,0.156,1.8642,0,0,0.642226,Predicted protein OS=Nematostella vectensis GN=v1g220800 PE=3 SV=1,3285395
m.1733,1264,13,8,0,3,0,1,-1.299,-2.5251,0,0.604821,0,Hemicentin-2 OS=Mus musculus GN=Hmcn2 PE=2 SV=1,A2AJ76
m.17333,372,0,0,0,1,0,0,0.201,0.2386,1,0.551387,0.624655,Structural maintenance of chromosomes protein 1A OS=Mus musculus GN=Smc1a PE=1 SV=4,Q9CU62
m.17346,797,0,2,1,0,2,0,0.202,0.2763,1,0.513159,0.651297,Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens GN=NUP98 PE=1 SV=4,P52948
m.17386,142,0,7,1,3,0,2,-0.207,-0.3754,0.203476,0.702616,0.014817,Collagen triple helix repeat-containing protein 1 OS=Homo sapiens GN=CTHRC1 PE=1 SV=1,Q96CG8
m.17401,143,3,14,8,7,2,1,-0.722,-1.9183,0,0.615075,0,Predicted protein OS=Nematostella vectensis GN=v1g245074 PE=4 SV=1,3278511
m.17418,331,0,0,0,1,2,0,0.543,0.6552,0.602724,0.066731,0.740836,Tetratricopeptide repeat protein 4 OS=Bos taurus GN=TTC4 PE=2 SV=2,Q5EA11
m.17423,295,0,0,0,1,0,0,0.138,0.161,1,0.614296,0.553848,Parkin coregulated gene protein homolog OS=Mus musculus GN=Pacrg PE=1 SV=1,Q9DAK2
m.17427,215,33,24,15,8,18,0,-0.778,-3.36,0,0.596549,0,Putative DMBT1-like protein OS=Mus musculus PE=2 SV=2,Q8BZE1
m.17435,484,30,62,85,59,41,52,0.078,0.7612,0.289411,0.022481,0.732209,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Rattus norvegicus GN=Ppp3ca PE=1 SV=1,P63329
m.17440,279,0,0,0,0,0,1,0.137,0.1597,1,0.615179,0.552467,Predicted protein OS=Nematostella vectensis GN=v1g208025 PE=4 SV=1,3275511
m.17452,658,4,4,3,3,2,5,0.125,0.2933,1,0.494269,0.661819,Sodium-dependent neutral amino acid transporter B(0)AT3 OS=Rattus norvegicus GN=Slc6a18 PE=2 SV=1,Q62687
m.17459,283,1,1,0,0,0,0,0.094,0.1095,1,0.645368,0.494232,Laminin subunit alpha-1 OS=Mus musculus GN=Lama1 PE=1 SV=1,P19137
m.17466,666,43,48,38,32,15,36,-0.212,-1.4255,0,0.630343,0,Protein disulfide-isomerase A4 OS=Homo sapiens GN=PDIA4 PE=1 SV=2,P13667
m.17472,403,0,0,1,0,0,0,0.255,0.2882,1,0.500042,0.658755,D-inositol 3-phosphate glycosyltransferase OS=Rhodococcus sp. (strain RHA1) GN=mshA PE=3 SV=1,Q0SF06
m.17476,386,3,5,5,8,7,7,0.754,2.1521,0,0,0.629709,Protein arginine N-methyltransferase 1 OS=Xenopus tropicalis GN=prmt1 PE=2 SV=1,Q28F07
m.17491,193,0,0,0,0,1,0,0.286,0.3299,1,0.450312,0.681618,DNA-binding protein HEXBP OS=Leishmania major GN=HEXBP PE=4 SV=1,Q04832
m.17496,405,21,16,16,16,10,11,-0.12,-0.5492,0.023917,0.685086,0.001349,Golgi reassembly-stacking protein 2 OS=Mus musculus GN=Gorasp2 PE=1 SV=3,Q99JX3
m.17509,429,8,8,15,11,2,8,-0.142,-0.4767,0.06394,0.692457,0.003924,Beta-arrestin-1 OS=Macaca fascicularis GN=ARRB1 PE=2 SV=1,Q4R562
m.17514,369,11,8,7,10,4,7,0.003,0.01,0.995377,0.686086,0.355456,Synapse-associated protein 1 OS=Mus musculus GN=Syap1 PE=1 SV=1,Q9D5V6
m.17521,185,111,92,96,98,80,20,-0.177,-1.9764,0,0.613762,0,"Peroxiredoxin-5, mitochondrial OS=Chlorocebus aethiops GN=PRDX5 PE=2 SV=1",Q9GLW7
m.17527,348,0,0,1,0,2,0,0.51,0.6636,0.576248,0.061715,0.740418,cAMP-dependent protein kinase catalytic subunit alpha OS=Mus musculus GN=Prkaca PE=1 SV=3,P05132
m.17538,642,0,0,0,0,1,1,0.228,0.2699,1,0.520008,0.647103,Nematoblast-specific protein nb035-sv2 OS=Hydra vulgaris GN=nb035 PE=2 SV=1,3643518
m.17547,505,14,10,10,13,13,9,0.257,1.017,0.013843,0.000674,0.702296,Uncharacterized protein MJ1187 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) GN=MJ1187 PE=1 SV=1,Q58588
m.17553,123,2,9,0,0,0,0,-1.277,-1.8765,0,0.616079,0,m.17553,
m.17555,114,0,1,0,0,0,2,0.512,0.625,0.69494,0.087335,0.741814,"Cytochrome b-c1 complex subunit 6, mitochondrial OS=Homo sapiens GN=UQCRH PE=1 SV=2",P07919
m.17562,293,0,2,2,2,0,0,-0.087,-0.1233,0.876185,0.710563,0.169239,Predicted protein OS=Nematostella vectensis GN=v1g231988 PE=4 SV=1,3268417
m.17572,133,22,14,13,25,13,10,0.224,1.0562,0.007637,0.000353,0.698086,Transcription elongation factor B polypeptide 2 OS=Homo sapiens GN=TCEB2 PE=1 SV=1,Q15370
m.17573,293,0,0,0,0,2,0,0.502,0.6239,0.698191,0.088164,0.741833,Chymotrypsin-like elastase family member 1 OS=Homo sapiens GN=CELA1 PE=1 SV=2,Q9UNI1
m.17577,207,1,3,2,0,0,1,-0.58,-0.7405,0.001082,0.667499,0.00005,Collagen triple helix repeat-containing protein 1 OS=Rattus norvegicus GN=Cthrc1 PE=1 SV=1,Q8CG08
m.17582,562,1,4,5,10,3,6,0.889,2.2237,0,0,0.626934,Collagen alpha-4(VI) chain OS=Mus musculus GN=Col6a4 PE=1 SV=2,A2AX52
m.17587,233,4,6,2,6,4,2,0.247,0.5713,0.835834,0.134527,0.74113,Septin-2 OS=Gallus gallus GN=SEPT2 PE=2 SV=1,Q5ZMH1
m.17588,743,6,8,2,0,0,0,-1.585,-2.3021,0,0.60791,0,Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2,Q9UGM3
m.17595,424,36,31,71,45,16,15,-0.374,-2.5417,0,0.604602,0,Phosphatidylinositol-binding clathrin assembly protein OS=Rattus norvegicus GN=Picalm PE=1 SV=1,O55012
m.17598,232,1,0,0,0,0,0,0.228,0.277,1,0.512401,0.651747,Calumenin-A OS=Salmo salar GN=calua PE=2 SV=1,B5X186
m.17599,105,1,0,0,1,0,0,0.176,0.2072,1,0.579344,0.598705,Calumenin-B OS=Danio rerio GN=calub PE=2 SV=1,Q7SXV9
m.17609,155,1,0,0,1,1,0,0.168,0.1933,0.999852,0.590613,0.586064,Cysteine and glycine-rich protein 2 OS=Homo sapiens GN=CSRP2 PE=1 SV=3,Q16527
m.1761,2437,4,6,16,17,12,16,0.784,3.1687,0,0,0.604095,Cytoplasmic dynein 1 heavy chain 1 OS=Mus musculus GN=Dync1h1 PE=1 SV=2,Q9JHU4
m.17615,183,0,12,14,2,2,9,-0.501,-1.4447,0,0.62963,0,Egg protein OS=Galaxea fascicularis GN=GfEP-4 PE=2 SV=1,5041693
m.17619,306,10,13,4,9,3,0,-0.521,-1.5281,0,0.626614,0,Collagen alpha-5(VI) chain OS=Homo sapiens GN=COL6A5 PE=1 SV=1,A8TX70
m.17634,303,0,3,3,2,3,0,0.026,0.0439,1,0.674701,0.405281,Transcription elongation factor A protein 2 OS=Homo sapiens GN=TCEA2 PE=1 SV=1,Q15560
m.17637,101,0,0,0,0,1,0,0.184,0.2175,1,0.570558,0.607611,m.17637,
m.17642,405,7,9,5,13,7,8,0.54,2.0226,0,0,0.635068,"Enoyl-CoA delta isomerase 2, mitochondrial OS=Mus musculus GN=Eci2 PE=1 SV=2",Q9WUR2
m.17653,215,14,17,15,17,12,15,0.177,0.8135,0.177603,0.012133,0.726285,Charged multivesicular body protein 4b OS=Xenopus tropicalis GN=chmp4b PE=2 SV=1,Q6GL11
m.17655,964,0,4,0,3,5,9,1.32,2.7528,0,0,0.611255,L-tyrosine decarboxylase OS=Methanococcus aeolicus (strain Nankai-3 / ATCC BAA-1280) GN=mfnA PE=3 SV=1,A6UVR4
m.17662,137,6,2,2,5,0,5,0.309,0.6628,0.578802,0.06218,0.740461,Predicted protein OS=Nematostella vectensis GN=v1g206837 PE=4 SV=1,3274580
m.17663,669,0,0,0,0,1,0,0.251,0.2666,1,0.523482,0.644889,A disintegrin and metalloproteinase with thrombospondin motifs 6 OS=Homo sapiens GN=ADAMTS6 PE=2 SV=2,Q9UKP5
m.17682,122,1,10,1,5,2,3,0.036,0.0806,1,0.659576,0.456614,Transcription elongation factor B polypeptide 1 OS=Rattus norvegicus GN=Tceb1 PE=1 SV=1,P83941
m.17683,465,4,5,4,2,0,1,-1.011,-1.7307,0,0.620012,0,Protein DDI1 homolog 2 OS=Homo sapiens GN=DDI2 PE=1 SV=1,Q5TDH0
m.17685,206,0,0,0,0,0,7,1.395,2.0511,0,0,0.633852,Hemagglutinin/amebocyte aggregation factor OS=Limulus polyphemus PE=1 SV=1,Q01528
m.17686,418,13,2,10,15,15,8,0.66,2.56,0,0,0.615919,Peroxidasin homolog OS=Mus musculus GN=Pxdn PE=2 SV=2,Q3UQ28
m.17700,509,0,0,1,0,0,0,0.152,0.1776,0.999826,0.602552,0.570906,Pleiotropic regulator 1 OS=Mus musculus GN=Plrg1 PE=2 SV=1,Q922V4
m.17702,169,1,2,1,1,0,0,-0.095,-0.1136,0.892592,0.709715,0.180959,m.17702,
m.17710,151,1,1,2,0,0,0,-0.076,-0.0934,0.922024,0.707531,0.206655,Myosin-2 essential light chain OS=Drosophila melanogaster GN=Mlc-c PE=1 SV=1,P54357
m.17718,670,7,8,32,25,17,2,0.178,0.822,0.16288,0.010922,0.725277,"Acetyl-coenzyme A synthetase, cytoplasmic OS=Mus musculus GN=Acss2 PE=1 SV=2",Q9QXG4
m.17738,499,0,1,0,0,0,1,0.136,0.1579,1,0.616392,0.550544,"Lon protease homolog, mitochondrial OS=Rattus norvegicus GN=Lonp1 PE=2 SV=1",Q924S5
m.17739,255,5,9,7,9,12,11,0.672,2.4602,0,0,0.618815,Peroxiredoxin-4 OS=Mus musculus GN=Prdx4 PE=1 SV=1,O08807
m.17758,659,2,2,3,0,0,0,-0.836,-1.128,0,0.642641,0,Epidermal growth factor receptor kinase substrate 8-like protein 2 OS=Mus musculus GN=Eps8l2 PE=1 SV=1,Q99K30
m.17769,574,1,0,7,2,1,1,-0.599,-1.0271,0.000003,0.647828,0,Spermatogenesis-associated protein 20 OS=Homo sapiens GN=SPATA20 PE=2 SV=3,Q8TB22
m.17776,322,9,9,8,22,16,9,0.813,3.4041,0,0,0.601055,Dehydrogenase/reductase SDR family member 12 OS=Homo sapiens GN=DHRS12 PE=1 SV=2,A0PJE2
m.17784,409,2,3,7,4,1,8,0.308,0.738,0.350318,0.029065,0.734595,Protein OSCP1 OS=Rattus norvegicus GN=Oscp1 PE=2 SV=1,Q4QQS3
m.17789,102,1,1,0,0,0,1,0.148,0.1778,0.999834,0.602405,0.571105,BolA-like protein 2 OS=Mus musculus GN=Bola2 PE=1 SV=1,Q8BGS2
m.17793,185,1,2,0,1,0,1,-0.184,-0.2319,0.603564,0.712678,0.069555,Protein Dr1 OS=Rattus norvegicus GN=Dr1 PE=2 SV=1,Q5XI68
m.17794,846,17,45,53,40,50,12,0.112,0.7925,0.218095,0.01564,0.728732,Programmed cell death 6-interacting protein OS=Homo sapiens GN=PDCD6IP PE=1 SV=1,Q8WUM4
m.17804,580,34,58,57,53,39,38,0.096,0.8123,0.179761,0.012313,0.726426,"Tyrosine--tRNA ligase, cytoplasmic OS=Danio rerio GN=yars PE=2 SV=2",Q6TGS6
m.17812,263,3,3,5,4,2,0,-0.264,-0.5209,0.035591,0.687938,0.00207,Collagen alpha-5(VI) chain OS=Homo sapiens GN=COL6A5 PE=1 SV=1,A8TX70
m.17821,322,202,138,174,153,120,115,-0.051,-0.7462,0.000976,0.667029,0.000045,Transaldolase OS=Rattus norvegicus GN=Taldo1 PE=1 SV=2,Q9EQS0
m.17830,352,0,0,1,0,0,0,0.193,0.2199,1,0.568457,0.60963,Tumor susceptibility gene 101 protein OS=Homo sapiens GN=TSG101 PE=1 SV=2,Q99816
m.1784,485,0,0,0,0,0,1,0.251,0.2693,1,0.520642,0.646703,Short-chain collagen C4 (Fragment) OS=Ephydatia muelleri PE=2 SV=1,P18503
m.17857,135,8,5,3,9,4,0,0.084,0.2137,1,0.573843,0.604371,V-type proton ATPase subunit F OS=Rattus norvegicus GN=Atp6v1f PE=1 SV=1,P50408
m.17859,221,4,7,7,4,3,5,-0.201,-0.5585,0.020913,0.684158,0.001168,Protein unc-119 homolog B OS=Mus musculus GN=Unc119b PE=2 SV=1,Q8C4B4
m.17862,310,0,1,0,2,0,0,0.456,0.6122,0.731819,0.097336,0.741954,Hatching enzyme OS=Paracentrotus lividus PE=1 SV=1,P22757
m.17885,208,1,1,6,1,2,0,-0.553,-0.8807,0.000073,0.656886,0.000003,Ras-related protein Rab6 OS=Drosophila melanogaster GN=Rab6 PE=1 SV=1,O18334
m.17886,251,0,0,1,0,1,0,0.291,0.3313,1,0.448547,0.682302,Serine/arginine-rich splicing factor 1 OS=Gallus gallus GN=SRSF1 PE=1 SV=3,Q5ZML3
m.17894,227,1,0,0,3,0,1,0.738,0.9356,0.043029,0.002351,0.711599,"Leucine-rich PPR motif-containing protein, mitochondrial OS=Xenopus tropicalis GN=lrpprc PE=2 SV=1",Q28C74
m.17895,500,3,14,13,22,6,12,0.518,2.1797,0,0,0.628623,Aldehyde dehydrogenase family 3 member B1 OS=Homo sapiens GN=ALDH3B1 PE=1 SV=1,P43353
m.17897,385,5,10,12,20,10,17,0.797,3.3836,0,0,0.601296,"Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Drosophila melanogaster GN=l(1)G0156 PE=2 SV=1",Q9VWH4
m.17910,625,10,2,5,0,0,0,-1.635,-2.4761,0,0.605475,0,"FERM, RhoGEF and pleckstrin domain-containing protein 2 OS=Mus musculus GN=Farp2 PE=1 SV=2",Q91VS8
m.17922,150,0,5,19,5,3,4,-0.535,-1.5526,0,0.625756,0,Vitellogenin-1 OS=Fundulus heteroclitus GN=vtg1 PE=1 SV=2,Q90508
m.1793,310,0,2,3,5,4,0,0.73,1.3531,0.000031,0.000001,0.672098,Dehydrogenase/reductase SDR family member 1 OS=Mus musculus GN=Dhrs1 PE=2 SV=1,Q99L04
m.17930,292,0,1,0,0,2,0,0.469,0.6278,0.686716,0.08525,0.741761,m.17930,
m.1796,557,41,53,54,51,44,79,0.403,3.6933,0,0,0.598234,Asparagine synthetase [glutamine-hydrolyzing] OS=Cricetulus griseus GN=ASNS PE=2 SV=2,P19891
m.17967,175,0,2,2,1,3,0,0.157,0.2403,1,0.549773,0.625959,ADP-ribosylation factor 6 OS=Gallus gallus GN=ARF6 PE=2 SV=3,P26990
m.17970,233,0,6,0,2,5,2,0.366,0.7359,0.356148,0.029733,0.7348,2-(R)-hydroxypropyl-CoM dehydrogenase OS=Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2) GN=xecD PE=1 SV=3,Q56840
m.17973,111,0,0,0,0,0,1,0.104,0.1186,1,0.640436,0.505484,"UPF0160 protein MYG1, mitochondrial OS=Bos taurus PE=2 SV=1",Q58DG1
m.17977,658,0,0,0,0,1,0,0.183,0.2193,1,0.568984,0.609127,"N-alpha-acetyltransferase 16, NatA auxiliary subunit OS=Homo sapiens GN=NAA16 PE=1 SV=2",Q6N069
m.17984,639,31,62,50,64,44,72,0.462,4.2999,0,0,0.59466,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADVL PE=1 SV=1",P49748
