Protein,Len,ON,ON,ON,OO,OO,OO,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown,DEFLINE,Uniprot_updated
m.22645,233,1,0,0,6,2,1,1.145,1.6588,0,0,0.647035,Polyadenylate-binding protein 2 OS=Mus musculus GN=Pabpn1 PE=2 SV=3,Q8CCS6
m.22646,543,1,0,0,3,1,2,0.629,0.8277,0.00089,0.000028,0.70922,Tyrosine-protein phosphatase non-receptor type 1 OS=Homo sapiens GN=PTPN1 PE=1 SV=1,P18031
m.22658,279,0,1,0,0,0,0,-0.157,-0.1919,1,0.603379,0.565055,Na(+)/H(+) antiporter NhaA OS=Brucella abortus (strain 2308) GN=nhaA PE=3 SV=2,Q2YMB3
m.22667,219,0,0,0,0,1,1,-0.089,-0.0981,1,0.524786,0.649263,Ras-related protein Rab-8A OS=Gallus gallus GN=RAB8A PE=2 SV=1,Q5F470
m.22671,529,0,0,1,0,0,0,-0.12,-0.1353,1,0.559607,0.6199,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 OS=Mus musculus GN=Tab1 PE=1 SV=2,Q8CF89
m.22676,166,0,1,1,0,0,0,0,0.0006,1,0.409532,0.705437,Lectin BRA-3 OS=Megabalanus rosa PE=1 SV=2,P07439
m.2269,469,2,1,1,1,1,2,-0.122,-0.1697,1,0.58749,0.588087,COP9 signalosome complex subunit 1 OS=Xenopus laevis GN=csn1 PE=2 SV=1,Q6NRT5
m.22691,209,4,3,2,1,1,2,-0.999,-1.5697,0,0.631238,0,m.22691,
m.227,359,6,6,1,10,12,11,0.892,2.6469,0,0,0.614877,"Phosphate carrier protein, mitochondrial OS=Mus musculus GN=Slc25a3 PE=1 SV=1",Q8VEM8
m.22707,617,1,0,0,2,0,0,0.199,0.2604,0.814654,0.090603,0.757791,"Dynein intermediate chain 3, ciliary OS=Heliocidaris crassispina PE=2 SV=1",Q16960
m.22720,314,0,0,1,0,0,0,-0.156,-0.1758,1,0.592016,0.581957,Insoluble matrix shell protein 1 (Fragment) OS=Venerupis philippinarum PE=1 SV=1,P86982
m.22737,450,0,1,0,1,1,2,0.15,0.1726,0.967987,0.177662,0.751397,N-chimaerin OS=Homo sapiens GN=CHN1 PE=1 SV=3,P15882
m.22746,109,0,0,0,0,0,0,-0.181,-0.2082,1,0.614046,0.546874,Myeloid differentiation primary response protein MyD88 OS=Takifugu rubripes GN=myd88 PE=2 SV=1,A8QMS7
m.22755,303,0,1,0,0,0,0,-0.13,-0.1495,1,0.57161,0.607329,Proteasome inhibitor PI31 subunit OS=Pongo abelii GN=PSMF1 PE=2 SV=1,Q5RDN3
m.2278,237,1,2,2,3,5,3,0.796,1.454,0,0,0.65903,Protein CDV3 homolog OS=Xenopus tropicalis GN=cdv3 PE=2 SV=1,Q6DIS2
m.22782,553,20,16,10,20,12,14,-0.078,-0.3722,0.985366,0.682857,0.315725,Alpha-aminoadipic semialdehyde dehydrogenase OS=Homo sapiens GN=ALDH7A1 PE=1 SV=5,P49419
m.22784,250,1,1,0,1,2,1,0.231,0.2654,0.801791,0.086751,0.757883,Polyglutamine-binding protein 1 OS=Mus musculus GN=Pqbp1 PE=2 SV=1,Q91VJ5
m.22799,396,0,0,2,0,0,0,-0.394,-0.4885,0.825288,0.699525,0.154813,U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2,O75643
m.22806,335,0,0,2,0,0,0,-0.473,-0.5991,0.508028,0.699045,0.059742,"Elongation factor Ts, mitochondrial OS=Nematostella vectensis GN=v1g215604 PE=3 SV=1",A7SPW6
m.22810,245,13,9,10,11,8,6,-0.307,-1.1833,0.000168,0.650343,0.000007,Eukaryotic translation initiation factor 6 OS=Xenopus laevis GN=eif6 PE=2 SV=1,Q6GR45
m.22843,793,0,0,1,0,0,0,-0.168,-0.1947,1,0.60527,0.562008,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1 OS=Mus musculus GN=Arap1 PE=2 SV=2",Q4LDD4
m.22850,470,4,3,0,7,6,6,0.809,1.9483,0,0,0.635325,Coronin-7 OS=Homo sapiens GN=CORO7 PE=1 SV=2,P57737
m.22862,236,0,0,0,2,0,0,0.227,0.2828,0.754043,0.074268,0.758008,SLIT-ROBO Rho GTPase-activating protein 1 OS=Homo sapiens GN=SRGAP1 PE=1 SV=1,Q7Z6B7
m.22886,223,0,0,2,0,0,0,-0.421,-0.5141,0.762592,0.70054,0.127137,Integrin alpha-8 OS=Homo sapiens GN=ITGA8 PE=1 SV=3,P53708
m.22888,127,0,1,0,0,0,0,-0.069,-0.0801,1,0.506168,0.661722,Amidase OS=Sulfolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) GN=SSO2122 PE=1 SV=1,P95896
m.22904,580,24,16,7,23,18,22,0.223,1.149,0.000001,0,0.681835,PDZ and LIM domain protein 5 OS=Mus musculus GN=Pdlim5 PE=1 SV=4,Q8CI51
m.22909,212,3,1,0,0,0,0,-0.715,-0.9054,0.020247,0.671322,0.00118,m.22909,
m.22921,1220,6,3,3,9,9,12,0.84,2.4717,0,0,0.619215,Serine/threonine-protein kinase 10 OS=Danio rerio GN=stk10 PE=2 SV=1,Q7SY52
m.22934,136,0,3,0,0,0,0,-0.621,-0.8446,0.046171,0.677028,0.002974,m.22934,
m.22940,466,51,31,27,48,42,41,0.114,0.8767,0.000344,0.000011,0.704691,Rootletin OS=Homo sapiens GN=CROCC PE=1 SV=1,Q5TZA2
m.22944,994,71,49,39,64,52,56,0.02,0.1907,0.947128,0.156815,0.753522,"Alanine--tRNA ligase, cytoplasmic OS=Rattus norvegicus GN=Aars PE=1 SV=3",P50475
m.22952,530,9,6,1,9,8,6,0.29,0.9022,0.000206,0.000006,0.702396,Phosphoacetylglucosamine mutase OS=Homo sapiens GN=PGM3 PE=1 SV=1,O95394
m.22958,120,3,3,0,8,7,7,1.086,2.5554,0,0,0.617053,Collagen triple helix repeat-containing protein 1 OS=Rattus norvegicus GN=Cthrc1 PE=1 SV=1,Q8CG08
m.2297,274,0,1,1,0,0,0,-0.081,-0.0975,1,0.524184,0.649696,Predicted protein OS=Nematostella vectensis GN=v1g245862 PE=4 SV=1,3279955
m.22977,195,1,2,0,0,0,0,-0.452,-0.4934,0.814057,0.699783,0.149252,Laminin subunit beta-1 OS=Homo sapiens GN=LAMB1 PE=1 SV=2,P07942
m.230,211,27,21,5,27,25,26,0.327,1.707,0,0,0.644733,60S ribosomal protein L13 OS=Danio rerio GN=rpl13 PE=2 SV=3,Q90Z10
m.23013,106,1,0,3,3,2,2,0.246,0.3974,0.382128,0.02282,0.752853,m.23013,
m.23037,263,25,16,22,25,23,20,0.006,0.0325,1,0.366581,0.718062,Mucin-2 (Fragment) OS=Rattus norvegicus GN=Muc2 PE=1 SV=1,Q62635
m.23042,858,11,7,11,6,9,12,-0.159,-0.5836,0.556679,0.699775,0.069347,26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens GN=PSMD2 PE=1 SV=3,Q13200
m.23043,211,2,0,2,0,0,0,-0.722,-0.9297,0.014239,0.669155,0.000799,Neurocalcin homolog OS=Drosophila melanogaster GN=Nca PE=1 SV=2,P42325
m.23072,302,7,6,5,9,10,11,0.455,1.4947,0,0,0.656358,Nuclease-sensitive element-binding protein 1 OS=Xenopus laevis GN=ybx1 PE=2 SV=1,P21573
m.23079,454,0,1,0,4,7,5,1.654,2.5966,0,0,0.616051,Pre-mRNA-splicing regulator WTAP OS=Danio rerio GN=wtap PE=2 SV=1,Q7SXL7
m.2309,217,1,0,0,1,0,1,-0.11,-0.1238,0.999955,0.549367,0.629517,Predicted protein OS=Nematostella vectensis GN=v1g171979 PE=4 SV=1,3280461
m.23103,397,0,1,2,2,3,2,0.476,0.7053,0.007676,0.000271,0.721272,Acylamino-acid-releasing enzyme OS=Mus musculus GN=Apeh PE=2 SV=3,Q8R146
m.23110,258,7,5,1,11,14,15,1.073,3.1751,0,0,0.604951,Protein NipSnap homolog 3A OS=Homo sapiens GN=NIPSNAP3A PE=1 SV=2,Q9UFN0
m.23115,169,2,0,0,0,0,0,-0.397,-0.471,0.862618,0.698348,0.175659,Molybdopterin synthase catalytic subunit OS=Bos taurus GN=MOCS2 PE=2 SV=2,A4FUY7
m.23134,126,0,0,0,0,1,0,-0.156,-0.1768,1,0.592746,0.580938,Predicted protein OS=Nematostella vectensis GN=v1g243126 PE=4 SV=1,3275002
m.23143,337,1,1,0,1,2,0,0.246,0.3242,0.624625,0.050016,0.757204,Probable tRNA N6-adenosine threonylcarbamoyltransferase OS=Nematostella vectensis GN=osgep PE=3 SV=1,A7SXZ6
m.23157,316,5,2,2,4,5,7,0.528,1.2359,0,0,0.675029,Glutathione synthetase OS=Homo sapiens GN=GSS PE=1 SV=1,P48637
m.2316,597,4,4,1,4,7,10,0.848,2.2289,0,0,0.626316,Double-stranded RNA-specific editase 1 OS=Mus musculus GN=Adarb1 PE=1 SV=1,Q91ZS8
m.2317,307,14,3,8,12,11,7,0.125,0.4551,0.225259,0.011412,0.747724,"Hydroxyacylglutathione hydrolase, mitochondrial OS=Danio rerio GN=hagh PE=2 SV=2",Q6P963
m.23172,335,0,3,0,0,0,0,-0.673,-0.8759,0.030512,0.674042,0.001864,Inactive pancreatic lipase-related protein 1 OS=Homo sapiens GN=PNLIPRP1 PE=1 SV=1,P54315
m.232,1282,29,22,7,23,25,24,0.155,0.9102,0.000175,0.000005,0.701685,Neuronal cell adhesion molecule OS=Homo sapiens GN=NRCAM PE=1 SV=3,Q92823
m.2320,711,0,1,0,1,1,1,-0.013,-0.0152,1,0.429976,0.698292,"Dynein heavy chain 7, axonemal OS=Rattus norvegicus GN=Dnah7 PE=2 SV=2",Q63170
m.23201,327,0,0,0,0,1,0,-0.237,-0.2825,1,0.653035,0.450992,m.23201,
m.23218,266,0,0,0,1,2,3,0.655,0.9218,0.000137,0.000004,0.70066,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase OS=Mus musculus GN=Lhpp PE=2 SV=1,Q9D7I5
m.23233,725,19,17,12,14,11,9,-0.422,-1.9584,0,0.618307,0,Dipeptidyl peptidase 3 OS=Nematostella vectensis GN=dpp3 PE=3 SV=1,A7RZW4
m.23247,172,10,6,5,11,8,8,0.18,0.5901,0.04386,0.001759,0.73349,Importin subunit beta-1 OS=Homo sapiens GN=KPNB1 PE=1 SV=2,Q14974
m.2327,164,1,0,0,1,3,2,0.689,0.9061,0.00019,0.000006,0.702049,Uncharacterized protein OS=Emiliania huxleyi CCMP1516 GN=EMIHUDRAFT_207150 PE=4 SV=1,8764129
m.23275,219,11,9,4,11,7,4,-0.173,-0.6263,0.424538,0.697395,0.045445,Dynactin subunit 2 OS=Mus musculus GN=Dctn2 PE=1 SV=3,Q99KJ8
m.23328,172,0,0,0,0,0,2,0.287,0.3515,0.532724,0.037798,0.755952,m.23328,
m.23337,106,1,0,0,0,0,0,-0.154,-0.1725,1,0.589583,0.585292,Nuclear cap-binding protein subunit 1 OS=Salmo salar GN=ncbp1 PE=2 SV=1,C0H906
m.23347,148,1,0,1,1,2,1,0.281,0.3192,0.641164,0.052561,0.757375,Myosin-2 essential light chain OS=Drosophila melanogaster GN=Mlc-c PE=1 SV=1,P54357
m.23354,104,6,6,0,0,0,2,-1.332,-2.1668,0,0.612478,0,m.23354,
m.23358,103,5,0,1,1,0,0,-0.999,-1.367,0.000003,0.640093,0,Putative uncharacterized protein OS=Salpingoeca rosetta (strain ATCC 50818 / BSB-021) GN=PTSG_01084 PE=4 SV=1,4191201
m.23371,196,6,16,5,10,5,7,-0.265,-0.9107,0.018771,0.670843,0.001085,m.23371,
m.23377,644,7,4,0,7,6,4,0.27,0.6635,0.014929,0.00055,0.725626,Signal recognition particle subunit SRP72 OS=Homo sapiens GN=SRP72 PE=1 SV=3,O76094
m.23397,127,3,2,0,14,13,12,1.836,3.9824,0,0,0.596442,60S ribosomal protein L22 OS=Caenorhabditis elegans GN=rpl-22 PE=1 SV=3,P52819
m.2342,359,0,1,0,0,0,0,-0.083,-0.094,1,0.520646,0.652197,Glutaminyl-peptide cyclotransferase OS=Mus musculus GN=Qpct PE=1 SV=2,Q9CYK2
m.23420,246,0,1,0,0,0,0,-0.179,-0.2166,1,0.619227,0.537085,Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1,K1QX02
m.23436,547,3,1,0,2,0,0,-0.36,-0.5233,0.737728,0.700715,0.118034,Laminin subunit alpha OS=Drosophila melanogaster GN=LanA PE=1 SV=2,Q00174
m.23438,105,0,0,0,0,0,0,-0.106,-0.1254,1,0.55082,0.628209,m.23438,
m.23454,187,77,50,93,66,75,68,-0.115,-1.1817,0.000174,0.650443,0.000007,Cathepsin L OS=Sarcophaga peregrina PE=1 SV=1,Q26636
m.23459,176,0,0,0,0,1,0,-0.124,-0.1418,1,0.565188,0.614242,m.23459,
m.2349,652,3,1,0,0,0,1,-0.713,-0.9499,0.010524,0.667406,0.000573,Cleavage stimulation factor subunit 2 OS=Bos taurus GN=CSTF2 PE=2 SV=1,Q8HXM1
m.235,1746,4,2,4,3,3,3,-0.211,-0.4632,0.877676,0.697687,0.185427,Collagen alpha-1(IV) chain OS=Drosophila melanogaster GN=Cg25C PE=2 SV=3,P08120
m.2353,1773,5,6,3,7,7,4,0.183,0.5302,0.096348,0.004209,0.739969,Serine/threonine-protein kinase MRCK alpha OS=Mus musculus GN=Cdc42bpa PE=2 SV=2,Q3UU96
m.23534,145,8,1,0,6,7,7,0.642,1.6793,0,0,0.646033,CUB and sushi domain-containing protein 2 OS=Homo sapiens GN=CSMD2 PE=1 SV=2,Q7Z408
m.23556,162,1,0,0,1,3,0,0.428,0.5497,0.075308,0.003192,0.737868,MAM and LDL-receptor class A domain-containing protein 1 OS=Homo sapiens GN=MALRD1 PE=4 SV=3,Q5VYJ5
m.23560,575,3,3,3,3,4,4,0.123,0.2817,0.757286,0.075016,0.758009,"Splicing factor, proline- and glutamine-rich OS=Homo sapiens GN=SFPQ PE=1 SV=2",P23246
m.23572,144,6,7,6,2,4,2,-0.986,-2.1908,0,0.61189,0,Predicted protein OS=Nematostella vectensis GN=v1g241615 PE=4 SV=1,3272459
m.23573,331,1,0,0,0,2,0,0.175,0.2082,0.922074,0.138025,0.755156,Cathepsin L OS=Sarcophaga peregrina PE=1 SV=1,Q26636
m.23575,291,1,0,7,13,4,8,0.98,2.3977,0,0,0.621267,m.23575,
m.23588,389,6,4,7,5,7,6,-0.006,-0.0182,1,0.433784,0.696863,26S proteasome non-ATPase regulatory subunit 6 OS=Mus musculus GN=Psmd6 PE=1 SV=1,Q99JI4
m.23594,226,2,1,0,8,8,10,1.849,3.3137,0,0,0.602946,Uncharacterized protein OS=Lottia gigantea GN=LOTGIDRAFT_230986 PE=4 SV=1,5739728
m.23599,895,144,95,177,211,210,210,0.344,5.3929,0,0,0.590405,Endoplasmin OS=Rattus norvegicus GN=Hsp90b1 PE=1 SV=2,Q66HD0
m.2360,1533,11,23,8,25,29,22,0.512,2.7471,0,0,0.612681,Pregnancy zone protein OS=Homo sapiens GN=PZP PE=1 SV=4,P20742
m.23602,166,14,12,4,22,20,18,0.639,2.8194,0,0,0.611197,OV-16 antigen OS=Onchocerca volvulus GN=OV16 PE=2 SV=2,P31729
m.23607,647,54,36,25,36,38,33,-0.157,-1.1559,0.00029,0.652085,0.000012,Far upstream element-binding protein 1 OS=Homo sapiens GN=FUBP1 PE=1 SV=3,Q96AE4
m.23611,241,21,17,15,27,34,30,0.48,2.659,0,0,0.614602,Tropomyosin OS=Echinococcus multilocularis PE=2 SV=1,Q95PU1
m.23613,106,10,10,2,8,6,7,-0.117,-0.3716,0.985713,0.682711,0.316647,Nuclear transport factor 2 OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) GN=ntf2 PE=3 SV=1,Q96VN3
m.23617,128,3,2,4,3,3,2,-0.225,-0.4728,0.858945,0.698488,0.173446,m.23617,
m.23626,176,2,5,7,2,2,5,-0.523,-1.1513,0.000318,0.652384,0.000013,Charged multivesicular body protein 5 OS=Rattus norvegicus GN=Chmp5 PE=2 SV=1,Q4QQV8
m.23628,181,0,2,0,0,0,0,-0.442,-0.5268,0.728031,0.700757,0.11469,Predicted protein OS=Nematostella vectensis GN=v1g242847 PE=4 SV=1,3274544
m.23629,351,9,4,0,16,14,14,1.117,3.8082,0,0,0.597815,Secretory carrier-associated membrane protein 2 OS=Homo sapiens GN=SCAMP2 PE=1 SV=2,O15127
m.23632,169,17,6,6,9,9,9,-0.158,-0.5763,0.579585,0.700058,0.074262,m.23632,
m.23641,168,3,4,1,2,3,2,-0.229,-0.4348,0.92413,0.694522,0.223248,m.23641,
m.23661,550,10,6,3,7,6,9,0.054,0.1718,0.968836,0.178615,0.751293,Counting factor associated protein D OS=Dictyostelium discoideum GN=cfaD PE=1 SV=1,Q54TR1
m.23671,219,8,1,6,10,6,4,0.221,0.6453,0.019717,0.000741,0.727554,m.23671,
m.23676,166,3,2,0,2,0,1,-0.514,-0.7511,0.139232,0.686313,0.010716,Actin-related protein 2/3 complex subunit 3 OS=Mus musculus GN=Arpc3 PE=1 SV=3,Q9JM76
m.23681,182,0,0,0,2,1,0,0.242,0.2969,0.712147,0.065174,0.757899,Ras-related protein Rap-2b OS=Rattus norvegicus GN=Rap2b PE=2 SV=1,P61227
m.23685,446,94,109,193,108,116,108,-0.248,-3.1737,0,0.599171,0,Calreticulin OS=Mus musculus GN=Calr PE=1 SV=1,P14211
m.23695,561,0,0,1,1,0,0,-0.103,-0.1119,1,0.538278,0.638955,Protein transport protein Sec24A OS=Homo sapiens GN=SEC24A PE=1 SV=2,O95486
m.23696,547,0,1,0,1,0,1,-0.018,-0.0181,1,0.433658,0.696911,Katanin p80 WD40 repeat-containing subunit B1 OS=Strongylocentrotus purpuratus GN=KATNB1 PE=1 SV=1,O61585
m.23699,552,11,20,29,13,8,9,-0.767,-3.4562,0,0.597107,0,Malate synthase OS=Myxococcus xanthus (strain DK 1622) GN=mls PE=3 SV=2,P95329
m.2370,215,2,0,2,1,1,1,-0.599,-0.7011,0.229683,0.691181,0.019835,Growth factor receptor-bound protein 2 OS=Mus musculus GN=Grb2 PE=1 SV=1,Q60631
m.23708,164,1,2,0,3,2,3,0.64,0.9881,0.000033,0.000001,0.694945,Zinc finger RNA-binding protein OS=Rattus norvegicus GN=Zfr PE=1 SV=2,Q562A2
m.23716,147,12,7,10,12,11,12,0.121,0.4846,0.164627,0.007812,0.74477,"Cytochrome c oxidase subunit 5B, mitochondrial OS=Mus musculus GN=Cox5b PE=1 SV=1",P19536
m.23728,760,2,3,0,3,4,4,0.555,1.0231,0.000015,0,0.692016,Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1,P46940
m.23733,129,2,0,1,1,3,1,0.191,0.2775,0.76901,0.077921,0.758001,Nucleolar protein 58 OS=Homo sapiens GN=NOP58 PE=1 SV=1,Q9Y2X3
m.23737,412,21,19,13,24,27,28,0.332,1.7777,0,0,0.641661,Aminoacylase-1 OS=Mus musculus GN=Acy1 PE=1 SV=1,Q99JW2
m.23739,905,0,0,0,0,0,0,-0.125,-0.1342,1,0.558647,0.620841,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 OS=Cricetulus griseus GN=GBF1 PE=2 SV=1,Q9R1D7
m.23752,465,0,0,0,1,2,1,0.263,0.3228,0.62922,0.050718,0.757254,NAD-dependent protein deacetylase sirtuin-2 OS=Homo sapiens GN=SIRT2 PE=1 SV=2,Q8IXJ6
m.23774,229,5,0,1,7,8,5,1.031,2.308,0,0,0.623902,Synaptogyrin-2 OS=Bos taurus GN=SYNGR2 PE=2 SV=1,A7E3W5
m.23776,270,1,1,0,0,0,0,-0.088,-0.1022,1,0.528865,0.64627,m.23776,
m.23795,157,3,1,0,6,4,6,1.097,2.1002,0,0,0.63035,ADP-ribosylation factor-like protein 3 OS=Taeniopygia guttata GN=ARL3 PE=2 SV=1,B5FYQ0
m.23799,509,2,0,0,0,1,0,-0.368,-0.4503,0.900312,0.696401,0.202188,A disintegrin and metalloproteinase with thrombospondin motifs 6 OS=Homo sapiens GN=ADAMTS6 PE=2 SV=2,Q9UKP5
m.23801,309,3,3,0,1,0,2,-0.708,-1.0868,0.001072,0.65676,0.000049,Coagulation factor IX (Fragment) OS=Cavia porcellus GN=F9 PE=2 SV=1,P16295
m.23808,381,3,1,0,7,3,3,0.961,1.7112,0,0,0.64454,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_63870 PE=4 SV=1,3663531
m.23813,263,0,0,0,0,0,0,-0.116,-0.1351,1,0.559432,0.620071,m.23813,
m.23814,289,5,3,0,6,6,3,0.461,1.0389,0.00001,0,0.69071,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Cricetulus griseus GN=AIMP2 PE=2 SV=1,Q9WVM7
m.23815,122,0,0,0,0,0,0,-0.237,-0.2901,1,0.656223,0.440116,m.23815,
m.23817,738,7,7,4,5,4,4,-0.399,-1.0763,0.001296,0.657507,0.00006,ADP-ribosylation factor-binding protein GGA1 OS=Homo sapiens GN=GGA1 PE=1 SV=1,Q9UJY5
m.2382,230,3,0,0,3,3,3,0.584,1.0085,0.000021,0.000001,0.693231,Delta-aminolevulinic acid dehydratase OS=Mus musculus GN=Alad PE=1 SV=1,P10518
m.23821,306,145,87,132,123,125,127,-0.046,-0.6268,0.423035,0.697361,0.04521,Chymotrypsinogen 2 OS=Canis familiaris GN=CTRB1 PE=2 SV=1,P04813
m.23824,188,12,7,6,9,9,12,0.107,0.3964,0.385225,0.023083,0.752931,S-phase kinase-associated protein 1 OS=Xenopus laevis GN=skp1 PE=1 SV=3,Q71U00
m.23856,894,1,2,1,0,0,0,-0.397,-0.4889,0.824383,0.699547,0.154355,Laminin subunit gamma-1 OS=Danio rerio GN=lamc1 PE=2 SV=2,Q1LVF0
m.23859,213,2,0,0,3,1,1,0.155,0.2166,0.908029,0.129509,0.755799,Protein NipSnap homolog 3A OS=Pongo abelii GN=NIPSNAP3A PE=2 SV=1,Q5RAA9
m.23867,427,5,16,2,6,1,0,-1.163,-2.7684,0,0.603179,0,"Acetyl-CoA acetyltransferase, mitochondrial OS=Danio rerio GN=acat1 PE=2 SV=1",Q6AZA0
m.23871,448,1,0,0,0,0,0,-0.076,-0.0849,1,0.511245,0.658506,Uncharacterized protein OS=Ascaris suum GN=ASU_09704 PE=4 SV=1,5583993
m.23900,193,2,3,1,4,5,6,0.827,1.6763,0,0,0.646178,UPF0468 protein C16orf80 homolog OS=Danio rerio GN=zgc:73380 PE=2 SV=1,Q6PBJ2
m.23918,356,3,2,0,3,5,4,0.628,1.2949,0,0,0.670505,Laminin subunit alpha-1 OS=Mus musculus GN=Lama1 PE=1 SV=1,P19137
m.23926,521,5,2,4,7,5,7,0.486,1.2365,0,0,0.674983,Protein LSM14 homolog A OS=Homo sapiens GN=LSM14A PE=1 SV=3,Q8ND56
m.23962,496,2,3,0,4,4,6,0.766,1.5129,0,0,0.655208,"Carbamoyl-phosphate synthase [ammonia], mitochondrial OS=Homo sapiens GN=CPS1 PE=1 SV=2",P31327
m.23963,466,3,3,8,0,0,0,-1.741,-2.5472,0,0.605646,0,Oncoprotein-induced transcript 3 protein OS=Mus musculus GN=Oit3 PE=2 SV=2,Q8R4V5
m.2398,398,0,0,0,0,2,0,0.247,0.3126,0.662611,0.056076,0.757573,Peptidase M20 domain-containing protein 2 OS=Mus musculus GN=Pm20d2 PE=2 SV=1,A3KG59
m.23986,259,0,0,3,0,0,0,-0.678,-0.8343,0.052662,0.67803,0.003453,Predicted protein OS=Nematostella vectensis GN=v1g240016 PE=4 SV=1,3269669
m.23997,257,6,4,4,5,2,4,-0.288,-0.7065,0.218321,0.690671,0.018603,Galactose-1-phosphate uridylyltransferase OS=Mus musculus GN=Galt PE=2 SV=3,Q03249
m.23999,359,1,0,0,0,0,0,-0.096,-0.1056,1,0.532203,0.643744,Cullin-5 OS=Rattus norvegicus GN=Cul5 PE=1 SV=3,Q9JJ31
m.24,161,1,0,2,3,2,3,0.691,1.1247,0.000001,0,0.683766,Protein C19orf12 homolog OS=Bos taurus PE=2 SV=1,Q08DM5
m.24011,345,26,9,14,19,26,21,0.225,1.2036,0,0,0.677541,5_-methylthioadenosine/S-adenosylhomocysteine nucleosidase OS=Haemophilus influenzae (strain 86-028NP) GN=mtnN PE=3 SV=1,Q4QL83
m.24013,131,0,5,2,0,0,0,-1.119,-1.5947,0,0.630284,0,m.24013,
m.24029,442,8,5,6,10,11,12,0.474,1.6142,0,0,0.649335,DEAD-box ATP-dependent RNA helicase 6 OS=Oryza sativa subsp. japonica GN=Os04g0533000 PE=2 SV=1,Q7XMK8
m.24043,788,0,0,0,1,1,2,0.223,0.2604,0.814654,0.090603,0.757791,WASH complex subunit 7 OS=Homo sapiens GN=KIAA1033 PE=1 SV=2,Q2M389
m.24046,310,0,0,0,1,0,1,-0.06,-0.077,1,0.502847,0.663759,Predicted protein OS=Nematostella vectensis GN=v1g248223 PE=4 SV=1,3284819
m.24076,299,0,0,0,0,0,0,-0.126,-0.1422,1,0.565527,0.613888,m.24076,
m.24081,202,3,7,4,4,5,2,-0.383,-0.9112,0.018637,0.670798,0.001076,Proteasome subunit alpha type-6 OS=Mus musculus GN=Psma6 PE=1 SV=1,Q9QUM9
m.24092,176,2,4,1,2,0,1,-0.74,-1.1319,0.000462,0.653662,0.00002,Neudesin OS=Bos taurus GN=NENF PE=2 SV=1,Q1JQA5
m.241,287,2,2,0,5,8,3,1.209,2.31,0,0,0.623842,Carbonic anhydrase 1 OS=Gorilla gorilla gorilla GN=CA1 PE=3 SV=3,Q7M316
m.24108,189,1,0,0,0,0,0,-0.114,-0.1336,1,0.558122,0.621353,COMM domain-containing protein 8 OS=Homo sapiens GN=COMMD8 PE=1 SV=1,Q9NX08
m.24113,335,1,6,2,4,2,3,-0.072,-0.147,1,0.569547,0.609599,"Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase OS=Danio rerio GN=dhdh PE=2 SV=2",Q642M9
m.2412,527,0,6,0,2,2,3,-0.206,-0.3997,0.964733,0.688827,0.273985,ADP-ribosylation factor GTPase-activating protein 3 OS=Macaca fascicularis GN=ARFGAP3 PE=2 SV=1,Q4R4C9
m.2413,303,0,0,1,1,0,0,-0.01,-0.0114,1,0.425118,0.700067,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha OS=Bos taurus GN=FNTA PE=2 SV=2,P29702
m.24130,123,1,1,0,2,3,0,0.612,0.8416,0.000683,0.000021,0.707919,Acyl-coenzyme A oxidase OS=Nematostella vectensis GN=v1g86003 PE=3 SV=1,F4JMK8
m.24137,338,1,0,4,2,0,0,-0.538,-0.8151,0.06687,0.679918,0.004539,m.24137,
m.24169,104,2,2,0,0,0,0,-0.72,-0.9137,0.017979,0.670574,0.001034,Allene oxide synthase-lipoxygenase protein OS=Plexaura homomalla PE=1 SV=1,O16025
m.24170,270,4,2,3,4,3,5,0.247,0.567,0.060035,0.002482,0.735995,Phosphatidylinositol transfer protein alpha isoform OS=Bos taurus GN=PITPNA PE=1 SV=3,Q2HJ54
m.24183,283,1,1,0,0,0,0,-0.176,-0.2077,1,0.613731,0.547447,WD repeat-containing protein 54 OS=Mus musculus GN=Wdr54 PE=2 SV=1,Q9R0D8
m.24199,299,0,0,0,2,3,3,0.926,1.3932,0,0,0.663248,m.24199,
m.24204,153,0,1,0,0,0,0,-0.136,-0.1606,1,0.580507,0.596955,Collagen triple helix repeat-containing protein 1 OS=Homo sapiens GN=CTHRC1 PE=1 SV=1,Q96CG8
